Variable1	Valor1	Variable2	Valor2	Variable3	Valor3	Variable4	Valor4	Variable5	Valor5	PERIODO	VALOR
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	27 años	2034	663.852,150558
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	27 años	2033	655.882,438210
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	27 años	2032	653.018,589885
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	27 años	2031	642.108,583935
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	27 años	2030	620.389,658137
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	27 años	2029	610.073,744334
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	27 años	2028	602.952,756081
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	27 años	2027	579.665,779255
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	27 años	2026	552.655,784938
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	27 años	2025	544.711,413720
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	27 años	2024	523.065,000000
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2074	596.662,757561
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2073	598.328,680850
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2072	599.355,281221
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2071	599.675,026464
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2070	599.272,142789
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2069	598.141,938780
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2068	596.344,746017
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2067	593.987,132959
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2066	589.519,794203
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2065	584.724,909536
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2064	579.751,592218
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2063	574.751,780608
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2062	569.837,680968
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2061	565.040,563147
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2060	560.356,667371
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2059	555.759,315549
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2058	551.185,458712
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2057	546.579,074875
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2056	541.915,754164
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2055	537.230,449874
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2054	532.675,191014
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2053	528.556,378632
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2052	527.778,781815
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2051	530.852,649984
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2050	540.738,270771
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2049	542.605,349626
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2048	557.738,105197
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2047	570.746,298115
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2046	590.670,036845
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2045	607.668,638761
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2044	616.212,759284
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2043	622.302,113320
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2042	617.718,664781
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2041	641.793,001192
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2040	653.390,263084
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2039	664.094,942794
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2038	672.340,103803
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2037	694.648,266186
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2036	676.364,187110
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2035	673.002,346259
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2034	665.354,533725
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2033	662.977,139093
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2032	652.936,095170
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2031	632.429,401030
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2030	623.468,660715
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2029	617.829,734502
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2028	596.388,091938
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2027	571.270,315108
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2026	564.544,206472
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2025	543.320,117657
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	28 años	2024	528.844,000000
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2074	609.269,072149
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2073	610.245,086965
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2072	610.529,881441
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2071	610.098,673864
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2070	608.942,589586
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2069	607.120,360741
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2068	604.738,472488
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2067	600.258,227533
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2066	595.451,945224
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2065	590.468,652658
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2064	585.459,416071
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2063	580.534,749982
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2062	575.724,723093
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2061	571.023,701125
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2060	566.402,961466
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2059	561.797,833981
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2058	557.150,822724
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2057	552.436,670520
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2056	547.690,022513
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2055	543.063,194748
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2054	538.863,602696
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2053	538.014,347644
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2052	541.032,351309
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2051	550.692,062070
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2050	552.488,670531
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2049	567.488,907220
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2048	580.339,111979
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2047	600.071,685742
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2046	616.897,692272
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2045	625.324,214070
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2044	631.315,221932
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2043	626.705,575653
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2042	650.604,205653
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2041	662.080,472339
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2040	672.643,230119
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2039	680.783,842097
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2038	702.957,637188
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2037	684.772,234393
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2036	681.480,691120
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2035	673.977,385901
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2034	671.867,180378
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2033	662.427,302878
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2032	642.835,072474
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2031	634.939,952725
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2030	630.547,638865
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2029	610.812,053155
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2028	587.649,792348
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2027	582.582,088264
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2026	562.765,250779
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2025	548.569,633227
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	29 años	2024	537.595,000000
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2074	620.729,098382
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2073	620.970,100342
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2072	620.508,964688
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2071	619.329,307689
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2070	617.485,856236
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2069	615.083,257264
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2068	610.592,820413
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2067	605.776,439470
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2066	600.783,199398
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2065	595.763,850927
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2064	590.828,132197
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2063	586.004,797326
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2062	581.287,235362
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2061	576.645,047407
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2060	572.011,877115
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2059	567.328,815978
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2058	562.569,333826
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2057	557.767,445880
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2056	553.075,279623
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2055	548.800,752180
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2054	547.883,154092
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2053	550.845,218358
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2052	560.285,654559
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2051	562.012,941753
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2050	576.880,382253
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2049	589.575,857239
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2048	609.121,114366
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2047	625.780,253676
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2046	634.096,311188
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2045	639.996,600024
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2044	635.367,855267
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2043	659.093,758664
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2042	670.448,404575
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2041	680.861,681179
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2040	688.875,822727
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2039	710.873,076854
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2038	692.719,461765
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2037	689.400,727788
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2036	681.910,758307
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2035	679.895,267435
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2034	670.830,778506
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2033	651.881,998282
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2032	644.761,317794
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2031	641.330,702593
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2030	623.040,245812
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2029	601.670,590990
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2028	598.327,470423
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2027	580.329,823800
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2026	567.403,461657
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2025	556.764,259211
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	30 años	2024	552.868,000000
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2074	630.981,821611
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2073	630.483,704145
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2072	629.279,182736
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2071	627.416,456522
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2070	624.996,397801
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2069	620.498,783002
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2068	615.674,465979
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2067	610.672,183926
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2066	605.642,490253
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2065	600.694,864933
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2064	595.857,644405
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2063	591.123,044640
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2062	586.459,877901
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2061	581.800,455327
