"id";"age";"job";"marital";"education";"default_credit";"contact";"contact_day";"contact_month";"duration";"campaign";"pdays";"previous";"poutcome";"deposit";"age_slot";"duration_slot";"prevdays_slot"
5178;38;"admin";"married";"secondary";"no";"cellular";3;"mar";136;2;280;1;"failure";"yes";"3X";"d<2";"m10"
5179;39;"blue-collar";"married";"primary";"no";"unknown";8;"may";813;1;-1;0;"n/a";"yes";"3X";"d>10";"nc"
5180;44;"self-employed";"single";"tertiary";"no";"cellular";12;"may";897;4;-1;0;"n/a";"yes";"4X";"d>10";"nc"
5181;29;"admin";"single";"secondary";"no";"cellular";8;"oct";137;1;-1;0;"n/a";"yes";"2X";"d<2";"nc"
5182;51;"management";"married";"tertiary";"no";"cellular";15;"apr";200;1;181;2;"success";"yes";"5X";"d<5";"m07"
5183;31;"blue-collar";"married";"secondary";"no";"unknown";20;"may";719;1;-1;0;"n/a";"yes";"3X";"d>10";"nc"
5184;33;"services";"single";"secondary";"no";"cellular";25;"may";202;2;365;2;"success";"yes";"3X";"d<5";"m15"
5185;39;"self-employed";"married";"tertiary";"no";"unknown";6;"jun";554;1;-1;0;"n/a";"yes";"3X";"d<10";"nc"
5186;30;"technician";"married";"secondary";"no";"unknown";6;"may";703;1;-1;0;"n/a";"yes";"3X";"d>10";"nc"
5187;39;"technician";"married";"secondary";"no";"cellular";8;"sep";108;2;98;3;"success";"yes";"3X";"d<2";"m04"
5188;25;"management";"married";"tertiary";"no";"cellular";11;"mar";796;5;-1;0;"n/a";"yes";"2X";"d>10";"nc"
5189;57;"admin";"single";"secondary";"no";"cellular";12;"may";458;1;-1;0;"n/a";"yes";"5X";"d<10";"nc"
5190;35;"management";"married";"tertiary";"no";"cellular";30;"apr";266;1;87;1;"failure";"yes";"3X";"d<5";"m03"
5191;27;"blue-collar";"single";"secondary";"no";"cellular";22;"apr";279;2;-1;0;"n/a";"yes";"2X";"d<5";"nc"
5192;27;"technician";"single";"secondary";"no";"cellular";30;"jul";356;4;-1;0;"n/a";"yes";"2X";"d<7";"nc"
5193;28;"self-employed";"single";"tertiary";"no";"cellular";16;"nov";449;2;33;4;"success";"yes";"2X";"d<7";"m02"
5194;41;"admin";"single";"secondary";"no";"cellular";30;"jun";274;2;391;11;"success";"yes";"4X";"d<5";"m15"
5195;46;"blue-collar";"married";"primary";"no";"unknown";13;"may";916;2;-1;0;"n/a";"yes";"4X";"d>10";"nc"
5196;38;"management";"divorced";"secondary";"no";"cellular";30;"apr";435;1;-1;0;"n/a";"yes";"3X";"d<7";"nc"
5197;35;"technician";"married";"secondary";"no";"cellular";22;"oct";118;2;-1;0;"n/a";"yes";"3X";"d<2";"nc"
5198;24;"services";"single";"secondary";"no";"cellular";7;"may";792;3;-1;0;"n/a";"yes";"2X";"d>10";"nc"
5199;24;"blue-collar";"single";"secondary";"no";"cellular";15;"may";956;1;-1;0;"n/a";"yes";"2X";"d>10";"nc"
5200;28;"management";"single";"tertiary";"no";"cellular";2;"jul";276;2;-1;0;"n/a";"yes";"2X";"d<5";"nc"
5201;28;"admin";"single";"secondary";"no";"telephone";12;"may";360;1;181;5;"success";"yes";"2X";"d<7";"m07"
5202;53;"management";"married";"secondary";"no";"cellular";5;"mar";90;1;104;1;"failure";"yes";"5X";"d<2";"m04"
5203;45;"management";"married";"tertiary";"no";"cellular";10;"nov";182;2;194;1;"success";"yes";"4X";"d<5";"m07"
5204;33;"services";"married";"secondary";"no";"cellular";3;"nov";179;1;-1;0;"n/a";"yes";"3X";"d<5";"nc"
5205;51;"management";"married";"tertiary";"no";"unknown";7;"jun";302;1;-1;0;"n/a";"yes";"5X";"d<7";"nc"
5206;32;"technician";"single";"tertiary";"no";"cellular";18;"may";618;1;-1;0;"n/a";"yes";"3X";"d>10";"nc"
5207;65;"retired";"married";"secondary";"no";"telephone";8;"apr";523;2;-1;0;"n/a";"yes";"6X";"d<10";"nc"
5208;32;"blue-collar";"married";"primary";"no";"cellular";19;"nov";820;1;-1;0;"n/a";"yes";"3X";"d>10";"nc"
5209;67;"retired";"married";"primary";"no";"cellular";11;"jan";499;2;91;3;"failure";"yes";"6X";"d<10";"m04"
5210;53;"technician";"married";"secondary";"no";"cellular";13;"may";1130;2;-1;0;"n/a";"yes";"5X";"d>10";"nc"
5211;41;"blue-collar";"divorced";"primary";"no";"cellular";15;"jul";955;5;-1;0;"n/a";"yes";"4X";"d>10";"nc"
5212;30;"blue-collar";"single";"secondary";"no";"cellular";30;"jan";808;2;-1;0;"n/a";"yes";"3X";"d>10";"nc"
5213;37;"blue-collar";"married";"secondary";"no";"cellular";7;"oct";371;1;495;1;"failure";"yes";"3X";"d<7";"mAS15"
5214;27;"technician";"single";"tertiary";"no";"cellular";4;"feb";1078;1;-1;0;"n/a";"yes";"2X";"d>10";"nc"
5215;77;"retired";"married";"tertiary";"no";"cellular";13;"aug";425;2;-1;0;"n/a";"yes";"7X";"d<7";"nc"
5216;32;"admin";"single";"secondary";"no";"cellular";7;"jul";830;5;-1;0;"n/a";"yes";"3X";"d>10";"nc"
5217;25;"management";"single";"tertiary";"no";"cellular";3;"jun";617;2;-1;0;"n/a";"yes";"2X";"d>10";"nc"
5218;32;"management";"single";"tertiary";"no";"cellular";12;"aug";971;2;-1;0;"n/a";"yes";"3X";"d>10";"nc"
5219;43;"technician";"married";"secondary";"no";"cellular";9;"jul";727;3;-1;0;"n/a";"yes";"4X";"d>10";"nc"
5220;30;"services";"married";"secondary";"no";"cellular";11;"dec";141;2;-1;0;"n/a";"yes";"3X";"d<2";"nc"
5221;59;"management";"divorced";"tertiary";"no";"telephone";29;"oct";266;1;-1;0;"n/a";"yes";"5X";"d<5";"nc"
5222;61;"retired";"married";"tertiary";"no";"cellular";6;"aug";975;4;98;1;"other";"yes";"6X";"d>10";"m04"
5223;32;"self-employed";"single";"tertiary";"no";"cellular";27;"mar";283;1;-1;0;"n/a";"yes";"3X";"d<5";"nc"
5224;37;"management";"married";"tertiary";"no";"cellular";24;"feb";562;2;183;10;"success";"yes";"3X";"d<10";"m07"
5225;51;"self-employed";"married";"tertiary";"no";"cellular";31;"jul";612;4;-1;0;"n/a";"yes";"5X";"d>10";"nc"
5226;55;"management";"divorced";"tertiary";"no";"cellular";5;"jun";103;2;95;1;"other";"yes";"5X";"d<2";"m04"
5227;38;"management";"single";"tertiary";"no";"cellular";12;"may";1710;2;286;1;"other";"yes";"3X";"d>10";"m10"
5228;47;"admin";"married";"secondary";"no";"cellular";21;"may";403;1;87;6;"success";"yes";"4X";"d<7";"m03"
5229;59;"services";"divorced";"secondary";"no";"cellular";28;"jan";602;1;253;5;"other";"yes";"5X";"d>10";"m09"
5230;51;"retired";"married";"secondary";"no";"unknown";11;"jun";587;1;-1;0;"n/a";"yes";"5X";"d<10";"nc"
5231;25;"admin";"single";"secondary";"no";"cellular";7;"may";481;2;-1;0;"n/a";"yes";"2X";"d<10";"nc"
5232;67;"retired";"divorced";"primary";"no";"cellular";15;"mar";161;2;-1;0;"n/a";"yes";"6X";"d<5";"nc"
5233;58;"entrepreneur";"married";"secondary";"no";"cellular";22;"apr";132;1;-1;0;"n/a";"yes";"5X";"d<2";"nc"
5234;52;"management";"single";"tertiary";"no";"cellular";26;"aug";1223;6;-1;0;"n/a";"yes";"5X";"d>10";"nc"
5235;54;"technician";"single";"tertiary";"no";"cellular";18;"jul";674;3;-1;0;"n/a";"yes";"5X";"d>10";"nc"
5236;27;"technician";"single";"secondary";"yes";"cellular";8;"jul";732;1;-1;0;"n/a";"yes";"2X";"d>10";"nc"
5237;41;"services";"married";"secondary";"no";"cellular";13;"may";954;2;293;4;"success";"yes";"4X";"d>10";"m10"
5238;72;"retired";"married";"secondary";"no";"cellular";17;"may";1114;1;181;2;"success";"yes";"7X";"d>10";"m07"
5239;24;"blue-collar";"married";"secondary";"no";"unknown";4;"jun";1242;1;-1;0;"n/a";"yes";"2X";"d>10";"nc"
5240;36;"admin";"single";"tertiary";"no";"cellular";31;"aug";185;1;123;1;"failure";"yes";"3X";"d<5";"m05"
5241;39;"services";"married";"secondary";"no";"cellular";12;"may";658;1;351;3;"failure";"yes";"3X";"d>10";"m12"
5242;55;"technician";"divorced";"secondary";"no";"cellular";10;"feb";169;1;183;1;"failure";"yes";"5X";"d<5";"m07"
5243;35;"admin";"married";"secondary";"no";"cellular";11;"aug";765;2;183;5;"success";"yes";"3X";"d>10";"m07"
5244;32;"technician";"single";"tertiary";"no";"cellular";22;"apr";319;1;182;1;"success";"yes";"3X";"d<7";"m07"
5245;29;"blue-collar";"single";"tertiary";"no";"telephone";27;"may";214;2;36;1;"success";"yes";"2X";"d<5";"m02"
5246;59;"services";"single";"secondary";"no";"cellular";14;"jan";408;1;-1;0;"n/a";"yes";"5X";"d<7";"nc"
5247;33;"management";"married";"secondary";"no";"cellular";15;"apr";179;3;-1;0;"n/a";"yes";"3X";"d<5";"nc"
5248;30;"services";"divorced";"secondary";"no";"cellular";17;"jun";1720;1;-1;0;"n/a";"yes";"3X";"d>10";"nc"
5249;30;"management";"single";"tertiary";"no";"cellular";2;"jul";309;1;-1;0;"n/a";"yes";"3X";"d<7";"nc"
5250;37;"management";"married";"tertiary";"no";"cellular";16;"jul";268;2;182;3;"success";"yes";"3X";"d<5";"m07"
5251;39;"management";"single";"tertiary";"no";"cellular";18;"feb";224;3;-1;0;"n/a";"yes";"3X";"d<5";"nc"
5252;40;"blue-collar";"married";"unknown";"no";"cellular";4;"feb";718;2;189;2;"success";"yes";"4X";"d>10";"m07"
5253;29;"management";"single";"tertiary";"no";"cellular";22;"may";491;1;-1;0;"n/a";"yes";"2X";"d<10";"nc"
5254;24;"unemployed";"single";"secondary";"no";"cellular";24;"may";375;2;-1;0;"n/a";"yes";"2X";"d<7";"nc"
5255;31;"blue-collar";"married";"primary";"no";"cellular";21;"jul";1039;7;-1;0;"n/a";"yes";"3X";"d>10";"nc"
5256;62;"management";"married";"secondary";"no";"cellular";2;"sep";236;1;290;3;"other";"yes";"6X";"d<5";"m10"
5257;33;"admin";"married";"unknown";"no";"cellular";19;"nov";485;1;-1;0;"n/a";"yes";"3X";"d<10";"nc"
5258;67;"management";"married";"tertiary";"no";"cellular";10;"nov";344;2;95;2;"success";"yes";"6X";"d<7";"m04"
5259;44;"self-employed";"married";"secondary";"no";"unknown";5;"nov";204;1;-1;0;"n/a";"yes";"4X";"d<5";"nc"
5260;79;"retired";"married";"secondary";"no";"cellular";10;"nov";254;5;-1;0;"n/a";"yes";"7X";"d<5";"nc"
5261;30;"technician";"single";"secondary";"no";"cellular";21;"nov";459;3;-1;0;"n/a";"yes";"3X";"d<10";"nc"
5262;38;"housemaid";"married";"primary";"no";"cellular";30;"apr";574;1;-1;0;"n/a";"yes";"3X";"d<10";"nc"
5263;31;"management";"single";"tertiary";"no";"telephone";12;"may";372;1;90;10;"success";"yes";"3X";"d<7";"m04"
5264;38;"technician";"married";"secondary";"no";"cellular";21;"aug";252;4;-1;0;"n/a";"yes";"3X";"d<5";"nc"
5265;36;"services";"single";"secondary";"no";"cellular";4;"may";775;5;341;3;"failure";"yes";"3X";"d>10";"m12"
5266;30;"blue-collar";"married";"secondary";"no";"cellular";17;"apr";840;3;-1;0;"n/a";"yes";"3X";"d>10";"nc"
5267;34;"technician";"married";"tertiary";"no";"cellular";20;"aug";78;3;-1;0;"n/a";"yes";"3X";"d<2";"nc"
5268;27;"management";"single";"primary";"yes";"cellular";30;"jan";475;3;-1;0;"n/a";"yes";"2X";"d<10";"nc"
5269;32;"admin";"married";"tertiary";"no";"cellular";29;"apr";717;3;-1;0;"n/a";"yes";"3X";"d>10";"nc"
5270;37;"management";"single";"tertiary";"no";"cellular";12;"mar";186;1;-1;0;"n/a";"yes";"3X";"d<5";"nc"
5271;56;"management";"married";"tertiary";"no";"cellular";4;"may";244;1;-1;0;"n/a";"yes";"5X";"d<5";"nc"
5272;28;"blue-collar";"single";"secondary";"no";"cellular";17;"dec";412;2;-1;0;"n/a";"yes";"2X";"d<7";"nc"
5273;49;"blue-collar";"married";"secondary";"no";"cellular";6;"may";451;1;169;2;"failure";"yes";"4X";"d<10";"m06"
5274;23;"student";"single";"secondary";"no";"cellular";23;"feb";696;1;189;2;"other";"yes";"2X";"d>10";"m07"
5275;56;"retired";"married";"secondary";"no";"cellular";17;"apr";156;1;305;6;"other";"yes";"5X";"d<5";"m11"
5276;54;"blue-collar";"divorced";"primary";"no";"telephone";13;"may";414;1;183;2;"success";"yes";"5X";"d<7";"m07"
5277;59;"management";"married";"tertiary";"no";"cellular";7;"jul";1272;3;-1;0;"n/a";"yes";"5X";"d>10";"nc"
5278;53;"technician";"married";"secondary";"no";"unknown";27;"may";1205;1;-1;0;"n/a";"yes";"5X";"d>10";"nc"
5279;51;"retired";"married";"primary";"no";"unknown";18;"jun";835;1;-1;0;"n/a";"yes";"5X";"d>10";"nc"
5280;31;"unemployed";"married";"tertiary";"no";"cellular";13;"jul";309;1;181;3;"success";"yes";"3X";"d<7";"m07"
5281;62;"management";"divorced";"tertiary";"no";"telephone";17;"feb";196;4;-1;0;"n/a";"yes";"6X";"d<5";"nc"
5282;38;"technician";"single";"tertiary";"no";"cellular";1;"jun";232;2;-1;0;"n/a";"yes";"3X";"d<5";"nc"
5283;25;"management";"single";"tertiary";"no";"cellular";27;"mar";347;2;-1;0;"n/a";"yes";"2X";"d<7";"nc"
5284;43;"technician";"divorced";"unknown";"no";"cellular";8;"apr";618;1;-1;0;"n/a";"yes";"4X";"d>10";"nc"
5285;45;"admin";"divorced";"secondary";"no";"cellular";29;"oct";264;1;-1;0;"n/a";"yes";"4X";"d<5";"nc"
5286;78;"retired";"divorced";"primary";"no";"cellular";8;"apr";335;1;-1;0;"n/a";"yes";"7X";"d<7";"nc"
5287;30;"management";"single";"tertiary";"no";"cellular";27;"oct";102;1;180;3;"success";"yes";"3X";"d<2";"m07"
5288;69;"retired";"divorced";"tertiary";"no";"cellular";22;"apr";138;2;-1;0;"n/a";"yes";"6X";"d<2";"nc"
5289;48;"entrepreneur";"married";"secondary";"no";"cellular";28;"jul";431;2;-1;0;"n/a";"yes";"4X";"d<7";"nc"
5290;31;"admin";"single";"secondary";"no";"cellular";15;"jun";151;1;-1;0;"n/a";"yes";"3X";"d<5";"nc"
5291;57;"retired";"single";"primary";"no";"cellular";19;"nov";187;1;-1;0;"n/a";"no";"5X";"d<5";"nc"
5292;45;"admin";"divorced";"secondary";"no";"cellular";17;"nov";102;1;-1;0;"n/a";"no";"4X";"d<2";"nc"
5293;48;"blue-collar";"married";"secondary";"no";"cellular";2;"jun";118;2;81;1;"success";"no";"4X";"d<2";"m03"
5294;34;"admin";"single";"secondary";"no";"cellular";29;"jan";89;1;260;2;"failure";"no";"3X";"d<2";"m09"
5295;37;"entrepreneur";"married";"tertiary";"no";"cellular";21;"nov";102;1;-1;0;"n/a";"no";"3X";"d<2";"nc"
5296;32;"management";"married";"tertiary";"no";"unknown";21;"may";315;3;-1;0;"n/a";"no";"3X";"d<7";"nc"
5297;35;"self-employed";"married";"secondary";"no";"unknown";20;"jun";231;1;-1;0;"n/a";"no";"3X";"d<5";"nc"
5298;31;"blue-collar";"married";"primary";"no";"telephone";12;"may";149;5;299;10;"failure";"no";"3X";"d<2";"m10"
5299;54;"technician";"married";"tertiary";"yes";"unknown";28;"may";302;2;-1;0;"n/a";"no";"5X";"d<7";"nc"
5300;52;"unemployed";"married";"secondary";"no";"cellular";26;"may";309;1;-1;0;"n/a";"no";"5X";"d<7";"nc"
5301;29;"self-employed";"single";"secondary";"no";"cellular";13;"may";240;1;-1;0;"n/a";"no";"2X";"d<5";"nc"
5302;34;"services";"single";"secondary";"no";"unknown";4;"jun";131;2;-1;0;"n/a";"no";"3X";"d<2";"nc"
5303;37;"blue-collar";"divorced";"secondary";"no";"unknown";20;"may";185;1;-1;0;"n/a";"no";"3X";"d<5";"nc"
5304;66;"housemaid";"married";"secondary";"no";"cellular";2;"feb";169;1;-1;0;"n/a";"no";"6X";"d<5";"nc"
5305;33;"technician";"married";"secondary";"no";"cellular";26;"aug";271;4;-1;0;"n/a";"no";"3X";"d<5";"nc"
5306;60;"retired";"married";"secondary";"no";"cellular";18;"aug";98;7;-1;0;"n/a";"no";"6X";"d<2";"nc"
5307;55;"management";"divorced";"tertiary";"no";"cellular";7;"may";161;2;-1;0;"n/a";"no";"5X";"d<5";"nc"
5308;34;"blue-collar";"single";"secondary";"no";"unknown";27;"may";47;5;-1;0;"n/a";"no";"3X";"d<2";"nc"
5309;52;"blue-collar";"married";"primary";"no";"cellular";24;"jul";164;2;-1;0;"n/a";"no";"5X";"d<5";"nc"
5310;29;"services";"married";"secondary";"no";"cellular";15;"may";164;1;-1;0;"n/a";"no";"2X";"d<5";"nc"
5311;43;"services";"divorced";"secondary";"no";"unknown";8;"may";193;1;-1;0;"n/a";"no";"4X";"d<5";"nc"
5312;57;"services";"divorced";"primary";"no";"cellular";18;"may";8;4;-1;0;"n/a";"no";"5X";"d<2";"nc"
5313;32;"blue-collar";"married";"primary";"no";"telephone";31;"jul";454;19;-1;0;"n/a";"no";"3X";"d<10";"nc"
5314;67;"unknown";"married";"tertiary";"no";"telephone";30;"oct";70;3;-1;0;"n/a";"no";"6X";"d<2";"nc"
5315;45;"services";"married";"secondary";"no";"cellular";25;"aug";119;11;-1;0;"n/a";"no";"4X";"d<2";"nc"
5316;47;"technician";"single";"secondary";"no";"cellular";29;"jul";212;2;-1;0;"n/a";"no";"4X";"d<5";"nc"
5317;31;"self-employed";"single";"tertiary";"no";"cellular";6;"aug";157;4;-1;0;"n/a";"no";"3X";"d<5";"nc"
5318;52;"blue-collar";"divorced";"primary";"no";"unknown";7;"may";119;3;-1;0;"n/a";"no";"5X";"d<2";"nc"
5319;41;"technician";"married";"secondary";"no";"cellular";8;"aug";130;2;-1;0;"n/a";"no";"4X";"d<2";"nc"
5320;35;"blue-collar";"single";"secondary";"no";"unknown";27;"may";472;1;-1;0;"n/a";"no";"3X";"d<10";"nc"
5321;48;"management";"divorced";"tertiary";"no";"cellular";29;"aug";488;2;-1;0;"n/a";"no";"4X";"d<10";"nc"
5322;53;"blue-collar";"married";"primary";"no";"cellular";7;"aug";139;4;-1;0;"n/a";"no";"5X";"d<2";"nc"
5323;59;"entrepreneur";"married";"primary";"no";"cellular";18;"nov";97;1;-1;0;"n/a";"no";"5X";"d<2";"nc"
5324;26;"blue-collar";"single";"secondary";"no";"unknown";27;"may";174;1;-1;0;"n/a";"no";"2X";"d<5";"nc"
5325;30;"management";"married";"tertiary";"no";"cellular";14;"aug";95;2;-1;0;"n/a";"no";"3X";"d<2";"nc"
5326;56;"self-employed";"married";"tertiary";"no";"unknown";19;"jun";145;4;-1;0;"n/a";"no";"5X";"d<2";"nc"
5327;41;"blue-collar";"divorced";"secondary";"no";"unknown";16;"may";32;3;-1;0;"n/a";"no";"4X";"d<2";"nc"
5328;52;"technician";"married";"secondary";"no";"cellular";28;"jul";121;3;-1;0;"n/a";"no";"5X";"d<2";"nc"
5329;35;"admin";"single";"secondary";"no";"cellular";18;"may";217;4;301;1;"failure";"no";"3X";"d<5";"m11"
5330;41;"management";"married";"tertiary";"no";"telephone";17;"nov";60;2;-1;0;"n/a";"no";"4X";"d<2";"nc"
5331;39;"management";"married";"tertiary";"no";"unknown";2;"jun";46;2;-1;0;"n/a";"no";"3X";"d<2";"nc"
5332;51;"management";"married";"tertiary";"no";"cellular";19;"aug";263;1;84;1;"other";"no";"5X";"d<5";"m03"
5333;46;"blue-collar";"married";"secondary";"no";"cellular";18;"nov";240;3;119;2;"failure";"no";"4X";"d<5";"m04"
5334;43;"technician";"divorced";"primary";"no";"cellular";9;"jul";977;4;-1;0;"n/a";"no";"4X";"d>10";"nc"
5335;31;"technician";"single";"secondary";"no";"cellular";6;"aug";315;2;-1;0;"n/a";"no";"3X";"d<7";"nc"
5336;56;"unemployed";"married";"secondary";"no";"unknown";6;"jun";72;3;-1;0;"n/a";"no";"5X";"d<2";"nc"
5337;35;"entrepreneur";"married";"secondary";"no";"cellular";18;"nov";73;3;-1;0;"n/a";"no";"3X";"d<2";"nc"
5338;58;"self-employed";"married";"tertiary";"no";"unknown";5;"may";355;1;-1;0;"n/a";"no";"5X";"d<7";"nc"
5339;33;"technician";"married";"secondary";"no";"unknown";27;"may";320;1;-1;0;"n/a";"no";"3X";"d<7";"nc"
5340;36;"blue-collar";"single";"secondary";"no";"unknown";18;"jun";60;6;-1;0;"n/a";"no";"3X";"d<2";"nc"
5341;49;"entrepreneur";"single";"secondary";"no";"cellular";12;"aug";175;3;104;2;"success";"no";"4X";"d<5";"m04"
5342;47;"technician";"married";"secondary";"no";"telephone";14;"jul";256;2;-1;0;"n/a";"no";"4X";"d<5";"nc"
5343;61;"retired";"married";"primary";"no";"unknown";3;"jun";323;2;-1;0;"n/a";"no";"6X";"d<7";"nc"
5344;45;"services";"married";"secondary";"no";"unknown";29;"may";340;7;-1;0;"n/a";"no";"4X";"d<7";"nc"
5345;53;"management";"divorced";"tertiary";"no";"cellular";5;"may";163;1;-1;0;"n/a";"no";"5X";"d<5";"nc"
5346;31;"management";"married";"tertiary";"no";"cellular";14;"aug";221;6;-1;0;"n/a";"no";"3X";"d<5";"nc"
5347;35;"admin";"married";"secondary";"no";"cellular";23;"jul";135;1;-1;0;"n/a";"no";"3X";"d<2";"nc"
5348;55;"management";"married";"tertiary";"no";"cellular";8;"aug";73;6;-1;0;"n/a";"no";"5X";"d<2";"nc"
5349;50;"technician";"married";"secondary";"no";"cellular";13;"aug";221;8;-1;0;"n/a";"no";"5X";"d<5";"nc"
5350;53;"unknown";"married";"unknown";"no";"telephone";28;"jan";74;2;-1;0;"n/a";"no";"5X";"d<2";"nc"
5351;45;"admin";"married";"secondary";"no";"cellular";2;"feb";174;1;208;1;"failure";"no";"4X";"d<5";"m07"
5352;45;"unemployed";"married";"tertiary";"no";"cellular";19;"nov";782;2;-1;0;"n/a";"no";"4X";"d>10";"nc"
5353;32;"technician";"single";"tertiary";"no";"cellular";18;"aug";100;4;-1;0;"n/a";"no";"3X";"d<2";"nc"
5354;33;"blue-collar";"married";"primary";"no";"unknown";4;"jun";244;2;-1;0;"n/a";"no";"3X";"d<5";"nc"
5355;51;"blue-collar";"married";"primary";"no";"cellular";19;"nov";233;2;-1;0;"n/a";"no";"5X";"d<5";"nc"
5356;27;"housemaid";"married";"secondary";"yes";"cellular";17;"jul";59;1;-1;0;"n/a";"no";"2X";"d<2";"nc"
5357;37;"technician";"married";"secondary";"no";"cellular";13;"aug";136;1;105;2;"failure";"no";"3X";"d<2";"m04"
5358;45;"blue-collar";"married";"primary";"no";"cellular";18;"aug";230;8;-1;0;"n/a";"no";"4X";"d<5";"nc"
5359;40;"blue-collar";"married";"secondary";"no";"unknown";29;"may";218;2;-1;0;"n/a";"no";"4X";"d<5";"nc"
5360;41;"blue-collar";"married";"primary";"no";"cellular";21;"nov";888;3;-1;0;"n/a";"no";"4X";"d>10";"nc"
5361;35;"management";"single";"tertiary";"no";"cellular";6;"feb";217;1;-1;0;"n/a";"no";"3X";"d<5";"nc"
5362;62;"retired";"married";"tertiary";"no";"cellular";15;"oct";73;1;-1;0;"n/a";"no";"6X";"d<2";"nc"
5363;42;"technician";"married";"secondary";"yes";"cellular";6;"aug";66;7;-1;0;"n/a";"no";"4X";"d<2";"nc"
5364;38;"management";"divorced";"tertiary";"no";"cellular";20;"nov";640;1;-1;0;"n/a";"no";"3X";"d>10";"nc"
5365;36;"technician";"single";"secondary";"no";"cellular";22;"aug";309;3;-1;0;"n/a";"no";"3X";"d<7";"nc"
5366;59;"services";"married";"secondary";"no";"unknown";6;"may";250;7;-1;0;"n/a";"no";"5X";"d<5";"nc"
5367;46;"services";"divorced";"secondary";"no";"cellular";29;"jan";305;2;-1;0;"n/a";"no";"4X";"d<7";"nc"
5368;42;"blue-collar";"married";"primary";"no";"unknown";9;"may";128;1;-1;0;"n/a";"no";"4X";"d<2";"nc"
5369;27;"student";"single";"secondary";"no";"cellular";15;"mar";106;3;98;1;"other";"no";"2X";"d<2";"m04"
5370;44;"technician";"married";"secondary";"no";"cellular";30;"jan";64;1;-1;0;"n/a";"no";"4X";"d<2";"nc"
5371;32;"services";"married";"secondary";"no";"unknown";29;"may";202;1;-1;0;"n/a";"no";"3X";"d<5";"nc"
5372;32;"self-employed";"divorced";"tertiary";"no";"cellular";15;"may";34;1;353;3;"other";"no";"3X";"d<2";"m12"
5373;43;"blue-collar";"married";"secondary";"no";"cellular";2;"jun";106;1;-1;0;"n/a";"no";"4X";"d<2";"nc"
5374;38;"management";"married";"tertiary";"no";"cellular";8;"aug";230;2;-1;0;"n/a";"no";"3X";"d<5";"nc"
5375;40;"services";"married";"secondary";"no";"cellular";2;"jun";297;1;28;3;"failure";"no";"4X";"d<5";"m01"
5376;44;"management";"married";"tertiary";"no";"unknown";13;"may";129;1;-1;0;"n/a";"no";"4X";"d<2";"nc"
5377;49;"management";"divorced";"tertiary";"no";"cellular";17;"nov";131;2;-1;0;"n/a";"no";"4X";"d<2";"nc"
5378;37;"management";"married";"tertiary";"no";"cellular";22;"jul";282;1;-1;0;"n/a";"no";"3X";"d<5";"nc"
5379;40;"unemployed";"married";"secondary";"no";"cellular";26;"may";260;2;-1;0;"n/a";"no";"4X";"d<5";"nc"
5380;54;"management";"divorced";"tertiary";"no";"unknown";30;"may";132;1;-1;0;"n/a";"no";"5X";"d<2";"nc"
5381;38;"blue-collar";"married";"primary";"no";"unknown";20;"may";245;1;-1;0;"n/a";"no";"3X";"d<5";"nc"
5382;45;"management";"married";"tertiary";"no";"cellular";30;"jul";61;3;-1;0;"n/a";"no";"4X";"d<2";"nc"
5383;49;"self-employed";"married";"tertiary";"no";"cellular";12;"aug";174;1;-1;0;"n/a";"no";"4X";"d<5";"nc"
5384;46;"technician";"married";"secondary";"no";"cellular";12;"aug";370;2;-1;0;"n/a";"no";"4X";"d<7";"nc"
5385;39;"blue-collar";"married";"secondary";"no";"unknown";6;"may";262;1;-1;0;"n/a";"no";"3X";"d<5";"nc"
5386;56;"management";"married";"tertiary";"no";"cellular";6;"may";100;2;168;1;"failure";"no";"5X";"d<2";"m06"
5387;37;"blue-collar";"married";"secondary";"no";"unknown";8;"may";69;2;-1;0;"n/a";"no";"3X";"d<2";"nc"
5388;39;"management";"married";"tertiary";"no";"cellular";8;"may";440;1;-1;0;"n/a";"no";"3X";"d<7";"nc"
5389;53;"self-employed";"married";"secondary";"no";"cellular";17;"nov";99;1;126;3;"failure";"no";"5X";"d<2";"m05"
5390;38;"blue-collar";"married";"secondary";"no";"unknown";16;"may";346;1;-1;0;"n/a";"no";"3X";"d<7";"nc"
5391;25;"technician";"single";"tertiary";"no";"unknown";13;"may";492;2;-1;0;"n/a";"no";"2X";"d<10";"nc"
5392;35;"technician";"married";"secondary";"no";"cellular";20;"aug";197;13;-1;0;"n/a";"no";"3X";"d<5";"nc"
5393;47;"unemployed";"married";"primary";"no";"unknown";18;"jun";308;1;-1;0;"n/a";"no";"4X";"d<7";"nc"
5394;40;"management";"married";"tertiary";"no";"telephone";29;"jul";126;2;-1;0;"n/a";"no";"4X";"d<2";"nc"
5395;31;"self-employed";"married";"tertiary";"no";"cellular";6;"feb";174;2;-1;0;"n/a";"no";"3X";"d<5";"nc"
5396;50;"technician";"married";"primary";"no";"unknown";20;"jun";21;3;-1;0;"n/a";"no";"5X";"d<2";"nc"
5397;40;"blue-collar";"married";"secondary";"no";"unknown";16;"may";167;2;-1;0;"n/a";"no";"4X";"d<5";"nc"
5398;55;"retired";"married";"tertiary";"no";"cellular";11;"aug";526;1;103;1;"failure";"no";"5X";"d<10";"m04"
