id,age,job,marital,education,is_in_default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,balance_normalizado,estado_balance
5049,61.0,management,single,tertiary,0,2,0,0,cellular,12,aug,131,1,114,3,failure,1,-0.4585805508914698,Saldo Bajo
5050,64.0,retired,married,unknown,0,34,0,0,cellular,26,aug,244,2,-1,0,unknown,1,-0.4489479758183902,Saldo Bajo
5051,27.0,technician,single,tertiary,0,1075,0,0,cellular,2,sep,529,2,184,1,success,1,-0.13558826797226814,Saldo Medio Alto
5052,38.0,technician,single,tertiary,0,508,1,1,cellular,12,aug,1103,2,-1,0,unknown,1,-0.306265457548398,Saldo Medio
5053,36.0,management,married,tertiary,0,926,0,0,cellular,14,apr,216,1,-1,0,unknown,1,-0.1804399456562952,Saldo Medio Alto
5054,61.0,self-employed,married,tertiary,0,10861,0,0,cellular,25,oct,225,1,91,5,success,1,2.8101735965638994,Saldo Muy Alto
5055,49.0,blue-collar,divorced,primary,0,24,1,0,cellular,11,may,701,1,362,1,success,1,-0.45195815552872753,Saldo Bajo
5056,33.0,blue-collar,single,primary,0,611,0,0,telephone,16,sep,390,2,-1,0,unknown,1,-0.2752606065319229,Saldo Medio Alto
5057,25.0,blue-collar,single,secondary,0,1857,1,0,cellular,12,oct,187,1,91,12,success,1,0.09980778537611557,Saldo Alto
5058,33.0,blue-collar,single,secondary,0,329,0,0,cellular,6,sep,224,1,145,2,other,1,-0.36014767436343725,Saldo Medio
5059,51.0,management,married,tertiary,0,2635,0,0,cellular,21,may,407,3,74,5,failure,1,0.3339997668403643,Saldo Alto
5060,32.0,blue-collar,married,secondary,0,225,1,0,cellular,17,apr,574,1,150,1,failure,1,-0.39145354335094606,Saldo Medio
5061,32.0,admin.,married,secondary,0,1604,0,1,cellular,7,jul,625,1,-1,0,unknown,1,0.023650238704579656,Saldo Medio Alto
5062,72.0,retired,married,primary,0,4657,0,0,telephone,23,mar,255,1,91,8,success,1,0.9426581042705839,Saldo Muy Alto
5063,34.0,admin.,married,secondary,0,1406,1,0,cellular,20,aug,63,2,85,1,success,1,-0.035951319560100614,Saldo Medio Alto
5064,38.0,technician,married,secondary,0,6728,0,0,cellular,25,nov,232,1,96,4,success,1,1.5660663222814568,Saldo Muy Alto
5065,35.0,management,married,tertiary,0,611,0,0,cellular,1,oct,305,2,121,1,success,1,-0.2752606065319229,Saldo Medio Alto
5066,38.0,technician,divorced,tertiary,0,1805,0,0,unknown,9,jun,952,2,-1,0,unknown,1,0.08415485088236115,Saldo Alto
5067,43.0,blue-collar,single,primary,0,-399,0,1,cellular,28,jul,662,3,-1,0,unknown,1,-0.579288757275999,Saldo Bajo
5068,31.0,technician,single,tertiary,0,208,0,0,cellular,12,aug,1344,7,-1,0,unknown,1,-0.3965708488585196,Saldo Medio
5069,30.0,management,married,tertiary,0,10884,0,0,cellular,4,may,333,2,-1,0,unknown,1,2.8170970098976755,Saldo Muy Alto
5070,22.0,student,single,primary,0,3472,0,0,cellular,20,oct,332,1,183,3,failure,1,0.5859518085956036,Saldo Alto
5071,46.0,admin.,married,secondary,0,556,1,1,unknown,15,may,646,3,-1,0,unknown,1,-0.29181659493877854,Saldo Medio Alto
5072,52.0,management,married,tertiary,0,7192,0,0,cellular,4,aug,1486,1,-1,0,unknown,1,1.7057386608411116,Saldo Muy Alto
5073,35.0,technician,single,tertiary,0,13460,1,0,cellular,15,may,1068,3,-1,0,unknown,1,3.592519303280586,Saldo Muy Alto
5074,71.0,retired,married,primary,0,2988,0,0,telephone,17,apr,130,1,-1,0,unknown,1,0.44025911061527406,Saldo Alto
5075,30.0,management,single,tertiary,0,102,1,0,cellular,18,dec,364,3,-1,0,unknown,1,-0.4284787537880959,Saldo Bajo
5076,25.0,student,single,secondary,0,1868,0,0,cellular,26,oct,259,1,103,2,other,1,0.10311898305748668,Saldo Alto
5077,34.0,management,single,tertiary,0,-578,1,0,cellular,18,may,767,2,-1,0,unknown,1,-0.6331709740910384,Saldo Bajo
5078,51.0,admin.,married,secondary,0,241,0,0,cellular,7,dec,308,2,-1,0,unknown,1,-0.3866372558144062,Saldo Medio
5079,25.0,services,single,secondary,0,162,1,0,cellular,1,sep,531,2,-1,0,unknown,1,-0.4104176755260716,Saldo Medio
5080,48.0,management,married,tertiary,0,5320,1,0,unknown,20,jun,792,1,-1,0,unknown,1,1.1422330190659526,Saldo Muy Alto
5081,42.0,blue-collar,married,secondary,0,366,1,0,cellular,22,may,324,1,106,1,failure,1,-0.3490100094351889,Saldo Medio
5082,55.0,management,married,unknown,0,1504,1,0,cellular,22,may,338,2,-1,0,unknown,1,-0.006451558398794217,Saldo Medio Alto
5083,38.0,admin.,single,secondary,0,262,0,0,cellular,3,feb,315,2,180,6,failure,1,-0.38031587842269776,Saldo Medio
5084,26.0,blue-collar,single,secondary,0,191,1,0,cellular,6,may,550,1,-1,0,unknown,1,-0.4016881543660932,Saldo Medio
5085,27.0,admin.,married,tertiary,0,73,0,0,cellular,10,feb,159,1,-1,0,unknown,1,-0.43720827494807435,Saldo Bajo
5086,75.0,retired,married,primary,0,358,0,0,cellular,17,feb,364,11,-1,0,unknown,1,-0.3514181532034588,Saldo Medio
5087,32.0,technician,single,secondary,0,483,0,0,cellular,8,aug,580,3,-1,0,unknown,1,-0.3137909068242415,Saldo Medio
5088,39.0,management,single,tertiary,0,5047,0,0,cellular,29,apr,218,4,-1,0,unknown,1,1.060055112973742,Saldo Muy Alto
5089,46.0,technician,single,secondary,0,5862,0,0,cellular,1,jun,84,1,-1,0,unknown,1,1.305384759366239,Saldo Muy Alto
5090,40.0,management,married,tertiary,0,0,1,0,cellular,25,mar,506,2,-1,0,unknown,1,-0.4591825868335373,Saldo Bajo
5091,36.0,blue-collar,divorced,secondary,0,2843,0,0,cellular,14,aug,186,1,-1,0,unknown,1,0.39661150481538193,Saldo Alto
5092,54.0,self-employed,divorced,primary,0,351,1,0,unknown,6,jun,642,2,-1,0,unknown,1,-0.35352527900069497,Saldo Medio
5093,42.0,management,married,tertiary,0,372,0,0,cellular,4,aug,153,3,1,2,success,1,-0.34720390160898645,Saldo Medio
5094,42.0,management,married,tertiary,0,27696,0,0,cellular,12,may,176,2,89,5,success,1,7.877811138916891,Saldo Muy Alto
5095,37.0,blue-collar,single,secondary,0,133,1,0,cellular,11,may,1388,2,-1,0,unknown,1,-0.41914719668605005,Saldo Medio
5096,25.0,student,single,unknown,0,3,0,0,cellular,26,may,170,1,-1,0,unknown,1,-0.45827953292043605,Saldo Bajo
5097,29.0,management,single,tertiary,0,15459,0,0,cellular,18,feb,264,7,-1,0,unknown,1,4.19425422737703,Saldo Muy Alto
5098,32.0,management,single,tertiary,0,2551,1,0,cellular,21,jul,638,3,-1,0,unknown,1,0.30871425727353025,Saldo Alto
5099,64.0,retired,married,secondary,0,571,1,0,cellular,20,apr,1422,2,-1,0,unknown,1,-0.28730132537327246,Saldo Medio Alto
5100,55.0,management,married,tertiary,0,7803,0,0,cellular,15,jan,441,1,-1,0,unknown,1,1.8896606411427261,Saldo Muy Alto
5101,56.0,management,married,primary,0,0,0,0,cellular,3,feb,996,1,-1,0,unknown,1,-0.4591825868335373,Saldo Bajo
5102,28.0,admin.,single,unknown,0,24,1,0,cellular,18,jul,415,2,-1,0,unknown,1,-0.45195815552872753,Saldo Bajo
5103,52.0,management,divorced,tertiary,0,2104,0,0,cellular,3,jun,210,2,-1,0,unknown,1,0.17415922422144903,Saldo Alto
5104,36.0,technician,divorced,secondary,0,3158,1,0,cellular,3,jun,144,2,-1,0,unknown,1,0.49143216569100967,Saldo Alto
5105,25.0,student,married,tertiary,0,10,1,0,cellular,21,jul,857,4,-1,0,unknown,1,-0.4561724071231999,Saldo Bajo
5106,66.0,self-employed,married,tertiary,0,147,0,0,telephone,12,jan,411,1,-1,0,unknown,1,-0.4149329450915777,Saldo Medio
5107,31.0,management,single,tertiary,0,12857,1,0,telephone,4,may,483,4,87,2,success,1,3.411005466747242,Saldo Muy Alto
5108,43.0,technician,divorced,unknown,0,4389,0,0,telephone,2,jul,632,2,85,1,success,1,0.861985288033542,Saldo Muy Alto
5109,59.0,management,married,tertiary,0,474,0,0,cellular,21,aug,252,1,-1,0,unknown,1,-0.3165000685635451,Saldo Medio
5110,35.0,management,married,unknown,0,2326,1,1,cellular,16,sep,319,1,-1,0,unknown,1,0.24098521379093904,Saldo Alto
5111,48.0,admin.,married,primary,0,3644,1,1,telephone,31,jul,1039,9,-1,0,unknown,1,0.6377268996134067,Saldo Alto
5112,38.0,admin.,married,tertiary,0,1988,0,0,cellular,27,mar,164,2,130,2,failure,1,0.13924113958153533,Saldo Alto
5113,27.0,admin.,married,secondary,0,1595,0,0,cellular,29,dec,196,2,197,2,success,1,0.020941076965276008,Saldo Medio Alto
5114,25.0,student,single,secondary,0,331,0,0,telephone,26,aug,170,4,-1,0,unknown,1,-0.3595456384213698,Saldo Medio
5115,56.0,management,married,unknown,0,4623,0,0,cellular,25,feb,305,1,192,1,success,1,0.9324234932554368,Saldo Muy Alto
5116,54.0,management,divorced,tertiary,0,12018,1,0,cellular,21,dec,267,2,-1,0,unknown,1,3.1584513890499353,Saldo Muy Alto
5117,36.0,unemployed,married,tertiary,0,154,0,0,cellular,26,aug,556,7,-1,0,unknown,1,-0.41282581929434153,Saldo Medio
5118,31.0,admin.,single,secondary,0,190,0,0,cellular,30,apr,514,1,-1,0,unknown,1,-0.40198917233712694,Saldo Medio
5119,62.0,entrepreneur,married,secondary,0,3904,0,0,telephone,29,jan,403,2,-1,0,unknown,1,0.7159915720821787,Saldo Alto
5120,31.0,technician,single,tertiary,0,882,0,0,cellular,4,sep,293,1,93,1,success,1,-0.19368473638177972,Saldo Medio Alto
5121,66.0,retired,divorced,unknown,0,53,0,0,cellular,12,jul,562,4,-1,0,unknown,1,-0.44322863436874915,Saldo Bajo
5122,32.0,management,single,tertiary,0,6542,1,0,cellular,15,may,1598,4,175,5,failure,1,1.5100769796691815,Saldo Muy Alto
5123,40.0,services,divorced,secondary,0,687,1,0,cellular,2,feb,531,1,208,1,success,1,-0.25238324073335877,Saldo Medio Alto
5124,43.0,blue-collar,married,primary,0,3064,1,0,cellular,20,nov,2453,2,-1,0,unknown,1,0.4631364764138382,Saldo Alto
5125,51.0,housemaid,divorced,secondary,0,9228,0,0,cellular,18,jul,655,4,-1,0,unknown,1,2.318611249865804,Saldo Muy Alto
5126,34.0,blue-collar,married,secondary,0,800,0,0,cellular,5,apr,144,1,-1,0,unknown,1,-0.2183682100065463,Saldo Medio Alto
5127,47.0,management,married,tertiary,0,3505,0,0,cellular,17,nov,434,2,-1,0,unknown,1,0.595885401639717,Saldo Alto
5128,36.0,management,single,tertiary,0,5958,1,0,cellular,22,sep,155,1,184,1,success,1,1.3342824845854782,Saldo Muy Alto
5129,27.0,technician,single,tertiary,0,667,0,0,cellular,29,jan,866,2,-1,0,unknown,1,-0.2584036001540335,Saldo Medio Alto
5130,52.0,services,divorced,secondary,0,36,1,1,cellular,11,may,930,1,-1,0,unknown,1,-0.4483459398763227,Saldo Bajo
5131,44.0,housemaid,single,primary,0,1059,0,0,unknown,18,jun,2093,1,-1,0,unknown,1,-0.14040455550880795,Saldo Medio Alto
5132,26.0,technician,married,secondary,0,915,0,0,cellular,2,jun,384,1,-1,0,unknown,1,-0.18375114333766635,Saldo Medio Alto
5133,32.0,technician,married,secondary,0,1547,0,0,cellular,26,oct,289,1,805,4,other,1,0.006492214355656549,Saldo Medio Alto
5134,34.0,management,married,tertiary,0,3050,1,0,cellular,13,may,469,1,-1,0,unknown,1,0.4589222248193659,Saldo Alto
5135,35.0,technician,married,tertiary,0,7050,0,0,cellular,11,aug,222,3,182,4,success,1,1.6629941089543208,Saldo Muy Alto
5136,32.0,management,single,tertiary,0,2,1,0,cellular,11,sep,100,2,-1,0,unknown,1,-0.4585805508914698,Saldo Bajo
5137,43.0,self-employed,married,secondary,0,14144,1,0,cellular,21,nov,504,1,-1,0,unknown,1,3.7984155954676635,Saldo Muy Alto
5138,50.0,unemployed,married,primary,0,705,0,0,unknown,5,jun,504,1,-1,0,unknown,1,-0.24696491725475148,Saldo Medio Alto
5139,40.0,blue-collar,married,primary,0,1758,1,0,unknown,16,may,1230,3,-1,0,unknown,1,0.07000700624377543,Saldo Alto
5140,29.0,self-employed,single,tertiary,0,476,1,0,cellular,18,may,427,1,-1,0,unknown,1,-0.31589803262147764,Saldo Medio
5141,32.0,technician,married,secondary,0,348,1,0,cellular,17,jul,926,1,-1,0,unknown,1,-0.3544283329137962,Saldo Medio
5142,50.0,management,married,tertiary,0,5969,0,0,cellular,25,jan,455,1,544,2,failure,1,1.3375936822668493,Saldo Muy Alto
5143,65.0,unemployed,married,secondary,0,3195,0,0,telephone,2,mar,904,1,-1,0,unknown,1,0.502569830619258,Saldo Alto
5144,59.0,self-employed,married,tertiary,0,2013,0,0,cellular,17,nov,409,2,-1,0,unknown,1,0.1467665888573788,Saldo Alto
5145,44.0,entrepreneur,married,tertiary,0,121,0,0,cellular,10,aug,412,1,-1,0,unknown,1,-0.4227594123384549,Saldo Medio
5146,33.0,admin.,married,secondary,0,82,1,0,cellular,25,jul,735,1,-1,0,unknown,1,-0.4344991132087707,Saldo Bajo
5147,33.0,management,single,tertiary,0,935,0,0,cellular,9,feb,385,2,92,8,success,1,-0.17773078391699157,Saldo Medio Alto
5148,57.0,unemployed,married,secondary,0,3754,0,0,cellular,5,feb,1063,2,-1,0,unknown,1,0.6708388764271179,Saldo Alto
5149,38.0,management,single,tertiary,0,104,1,0,cellular,6,may,606,3,-1,0,unknown,1,-0.42787671784602843,Saldo Bajo
5150,49.0,management,married,tertiary,0,4751,0,0,cellular,12,aug,884,4,-1,0,unknown,1,0.9709537935477555,Saldo Muy Alto
5151,45.0,blue-collar,married,unknown,0,1529,1,0,cellular,13,nov,181,1,197,1,success,1,0.0010738908770492515,Saldo Medio Alto
5152,25.0,technician,single,secondary,0,102,0,1,cellular,8,jul,574,2,-1,0,unknown,1,-0.4284787537880959,Saldo Bajo
5153,22.0,housemaid,single,secondary,0,1796,0,0,cellular,28,jun,369,3,-1,0,unknown,1,0.0814456891430575,Saldo Alto
5154,32.0,management,single,tertiary,0,935,0,0,cellular,10,aug,161,2,375,5,failure,1,-0.17773078391699157,Saldo Medio Alto
5155,36.0,services,single,secondary,0,365,0,0,cellular,4,may,643,1,-1,0,unknown,1,-0.34931102740622266,Saldo Medio
5156,32.0,management,divorced,tertiary,0,222,0,1,cellular,15,jul,820,4,-1,0,unknown,1,-0.3923565972640473,Saldo Medio
5157,45.0,blue-collar,single,secondary,0,0,0,0,cellular,5,aug,374,2,472,1,success,1,-0.4591825868335373,Saldo Bajo
5158,35.0,housemaid,single,secondary,0,1015,1,0,unknown,5,jun,406,2,-1,0,unknown,1,-0.15364934623429247,Saldo Medio Alto
5159,23.0,student,single,secondary,0,107,0,0,cellular,14,oct,84,1,183,1,success,1,-0.42697366393292724,Saldo Bajo
5160,50.0,blue-collar,married,primary,0,82,0,0,telephone,5,apr,456,1,-1,0,unknown,1,-0.4344991132087707,Saldo Bajo
5161,31.0,management,married,tertiary,0,877,0,0,cellular,9,jun,192,1,93,7,other,1,-0.19518982623694842,Saldo Medio Alto
5162,61.0,retired,married,tertiary,0,2557,1,0,cellular,10,nov,89,1,91,4,success,1,0.3105203650997327,Saldo Alto
5163,42.0,blue-collar,married,primary,0,1673,1,0,cellular,17,apr,636,3,-1,0,unknown,1,0.04442047870590763,Saldo Medio Alto
5164,39.0,blue-collar,married,secondary,0,2467,0,0,cellular,19,jul,207,2,276,3,other,1,0.2834287477066962,Saldo Alto
5165,37.0,technician,single,secondary,0,980,0,0,cellular,8,aug,1306,5,-1,0,unknown,1,-0.16418497522047332,Saldo Medio Alto
5166,30.0,blue-collar,single,secondary,0,183,1,0,cellular,18,jul,610,1,-1,0,unknown,1,-0.4040962981343631,Saldo Medio
5167,55.0,unemployed,divorced,secondary,0,387,1,0,unknown,6,may,918,1,-1,0,unknown,1,-0.3426886320434804,Saldo Medio
5168,30.0,services,divorced,primary,0,459,1,0,cellular,18,jul,494,1,-1,0,unknown,1,-0.3210153381290512,Saldo Medio
5169,57.0,management,married,tertiary,0,1227,0,0,cellular,5,jun,232,1,-1,0,unknown,1,-0.08983353637513986,Saldo Medio Alto
5170,31.0,unemployed,single,tertiary,0,302,0,0,cellular,3,feb,349,1,357,3,success,1,-0.3682751595813482,Saldo Medio
5171,37.0,entrepreneur,divorced,secondary,0,175,1,1,unknown,13,may,753,6,-1,0,unknown,1,-0.406504441902633,Saldo Medio
5172,34.0,blue-collar,married,secondary,0,182,0,0,cellular,6,aug,938,2,-1,0,unknown,1,-0.4043973161053968,Saldo Medio
5173,31.0,technician,married,secondary,1,-367,1,0,cellular,18,jul,474,2,-1,0,unknown,1,-0.5696561822029194,Saldo Bajo
5174,52.0,technician,married,tertiary,0,876,0,0,cellular,4,may,601,3,-1,0,unknown,1,-0.19549084420798216,Saldo Medio Alto
5175,48.0,unemployed,divorced,secondary,0,201,0,0,cellular,10,nov,594,1,91,1,success,1,-0.3986779746557558,Saldo Medio
5176,73.0,retired,married,primary,0,796,0,0,cellular,23,oct,427,1,182,2,failure,1,-0.21957228189068126,Saldo Medio Alto
5177,54.0,retired,divorced,tertiary,0,0,0,0,unknown,13,may,618,1,-1,0,unknown,1,-0.4591825868335373,Saldo Bajo
5178,38.0,admin.,married,secondary,0,1559,0,0,cellular,3,mar,136,2,280,1,failure,1,0.010104430008061414,Saldo Medio Alto
5179,39.0,blue-collar,married,primary,0,70,0,0,unknown,8,may,813,1,-1,0,unknown,1,-0.4381113288611756,Saldo Bajo
5180,44.0,self-employed,single,tertiary,0,2734,1,0,cellular,12,may,897,4,-1,0,unknown,1,0.36380054597270445,Saldo Alto
5181,29.0,admin.,single,secondary,0,3528,0,0,cellular,8,oct,137,1,-1,0,unknown,1,0.602808814973493,Saldo Alto
5182,51.0,management,married,tertiary,0,469,0,0,cellular,15,apr,200,1,181,2,success,1,-0.3180051584187138,Saldo Medio
5183,31.0,blue-collar,married,secondary,0,3311,1,0,unknown,20,may,719,1,-1,0,unknown,1,0.5374879152591717,Saldo Alto
5184,33.0,services,single,secondary,0,152,1,0,cellular,25,may,202,2,365,2,success,1,-0.413427855236409,Saldo Medio
5185,39.0,self-employed,married,tertiary,0,1047,0,0,unknown,6,jun,554,1,-1,0,unknown,1,-0.14401677116121284,Saldo Medio Alto
5186,30.0,technician,married,secondary,0,484,1,0,unknown,6,may,703,1,-1,0,unknown,1,-0.3134898888532077,Saldo Medio
5187,39.0,technician,married,secondary,0,1587,1,0,cellular,8,sep,108,2,98,3,success,1,0.018532933197006097,Saldo Medio Alto
5188,25.0,management,married,tertiary,0,4461,0,0,cellular,11,mar,796,5,-1,0,unknown,1,0.8836585819479712,Saldo Muy Alto
5189,57.0,admin.,single,secondary,0,3551,1,0,cellular,12,may,458,1,-1,0,unknown,1,0.609732228307269,Saldo Alto
5190,35.0,management,married,tertiary,0,495,0,0,cellular,30,apr,266,1,87,1,failure,1,-0.3101786911718366,Saldo Medio
5191,27.0,blue-collar,single,secondary,0,3792,0,0,cellular,22,apr,279,2,-1,0,unknown,1,0.6822775593264,Saldo Alto
5192,27.0,technician,single,secondary,0,489,1,0,cellular,30,jul,356,4,-1,0,unknown,1,-0.31198479899803905,Saldo Medio
5193,28.0,self-employed,single,tertiary,0,159,0,0,cellular,16,nov,449,2,33,4,success,1,-0.4113207294391728,Saldo Medio
5194,41.0,admin.,single,secondary,0,985,1,0,cellular,30,jun,274,2,391,11,success,1,-0.16267988536530462,Saldo Medio Alto
5195,46.0,blue-collar,married,primary,0,369,1,0,unknown,13,may,916,2,-1,0,unknown,1,-0.3481069555220877,Saldo Medio
5196,38.0,management,divorced,secondary,0,257,1,0,cellular,30,apr,435,1,-1,0,unknown,1,-0.38182096827786643,Saldo Medio
5197,35.0,technician,married,secondary,0,2779,0,0,cellular,22,oct,118,2,-1,0,unknown,1,0.37734635466922267,Saldo Alto
5198,24.0,services,single,secondary,0,638,1,1,cellular,7,may,792,3,-1,0,unknown,1,-0.26713312131401196,Saldo Medio Alto
5199,24.0,blue-collar,single,secondary,0,833,1,0,cellular,15,may,956,1,-1,0,unknown,1,-0.2084346169624329,Saldo Medio Alto
5200,28.0,management,single,tertiary,0,9314,0,0,cellular,2,jul,276,2,-1,0,unknown,1,2.3444987953747054,Saldo Muy Alto
5201,28.0,admin.,single,secondary,0,4745,0,0,telephone,12,may,360,1,181,5,success,1,0.969147685721553,Saldo Muy Alto
5202,53.0,management,married,secondary,0,2693,0,0,cellular,5,mar,90,1,104,1,failure,1,0.35145880916032113,Saldo Alto
5203,45.0,management,married,tertiary,0,160,0,0,cellular,10,nov,182,2,194,1,success,1,-0.4110197114681391,Saldo Medio
5204,33.0,services,married,secondary,0,1697,0,0,cellular,3,nov,179,1,-1,0,unknown,1,0.05164491001071736,Saldo Alto
5205,51.0,management,married,tertiary,0,0,0,0,unknown,7,jun,302,1,-1,0,unknown,1,-0.4591825868335373,Saldo Bajo
5206,32.0,technician,single,tertiary,0,-770,1,0,cellular,18,may,618,1,-1,0,unknown,1,-0.6909664245295162,Saldo Bajo
5207,65.0,retired,married,secondary,0,20806,0,0,telephone,8,apr,523,2,-1,0,unknown,1,5.80379731849443,Saldo Muy Alto
5208,32.0,blue-collar,married,primary,0,3136,1,0,cellular,19,nov,820,1,-1,0,unknown,1,0.4848097703282674,Saldo Alto
5209,67.0,retired,married,primary,0,1430,0,0,cellular,11,jan,499,2,91,3,failure,1,-0.028726888255290885,Saldo Medio Alto
5210,53.0,technician,married,secondary,0,6831,0,0,cellular,13,may,1130,2,-1,0,unknown,1,1.597071173297932,Saldo Muy Alto
5211,41.0,blue-collar,divorced,primary,0,664,0,1,cellular,15,jul,955,5,-1,0,unknown,1,-0.25930665406713477,Saldo Medio Alto
5212,30.0,blue-collar,single,secondary,0,49,0,0,cellular,30,jan,808,2,-1,0,unknown,1,-0.4444327062528841,Saldo Bajo
5213,37.0,blue-collar,married,secondary,0,604,1,0,cellular,7,oct,371,1,495,1,failure,1,-0.27736773232915907,Saldo Medio Alto
5214,27.0,technician,single,tertiary,0,931,1,0,cellular,4,feb,1078,1,-1,0,unknown,1,-0.17893485580112653,Saldo Medio Alto
5215,77.0,retired,married,tertiary,0,699,0,0,cellular,13,aug,425,2,-1,0,unknown,1,-0.24877102508095392,Saldo Medio Alto
5216,32.0,admin.,single,secondary,0,212,0,0,cellular,7,jul,830,5,-1,0,unknown,1,-0.39536677697438466,Saldo Medio
5217,25.0,management,single,tertiary,0,362,0,0,cellular,3,jun,617,2,-1,0,unknown,1,-0.35021408131932386,Saldo Medio
5218,32.0,management,single,tertiary,0,2667,1,0,cellular,12,aug,971,2,-1,0,unknown,1,0.34363234191344394,Saldo Alto
5219,43.0,technician,married,secondary,0,-754,1,1,cellular,9,jul,727,3,-1,0,unknown,1,-0.6861501369929763,Saldo Bajo
5220,30.0,services,married,secondary,0,517,0,0,cellular,11,dec,141,2,-1,0,unknown,1,-0.3035562958090944,Saldo Medio
5221,59.0,management,divorced,tertiary,0,258,1,0,telephone,29,oct,266,1,-1,0,unknown,1,-0.38151995030683267,Saldo Medio
5222,61.0,retired,married,tertiary,0,3140,1,1,cellular,6,aug,975,4,98,1,unknown,1,0.48601384221240235,Saldo Alto
5223,32.0,self-employed,single,tertiary,0,658,1,0,cellular,27,mar,283,1,-1,0,unknown,1,-0.2611127618933372,Saldo Medio Alto
5224,37.0,management,married,tertiary,0,255,0,0,cellular,24,feb,562,2,183,10,success,1,-0.3824230042199339,Saldo Medio
5225,51.0,self-employed,married,tertiary,0,5350,1,1,cellular,31,jul,612,4,-1,0,unknown,1,1.151263558196965,Saldo Muy Alto
5226,55.0,management,divorced,tertiary,0,9756,1,0,cellular,5,jun,103,2,95,1,other,1,2.477548738571618,Saldo Muy Alto
5227,38.0,management,single,tertiary,0,3646,1,0,cellular,12,may,1710,2,286,1,other,1,0.6383289355554741,Saldo Alto
5228,47.0,admin.,married,secondary,0,368,0,0,cellular,21,may,403,1,87,6,success,1,-0.3484079734931214,Saldo Medio
5229,59.0,services,divorced,secondary,0,1,1,0,cellular,28,jan,602,1,253,5,other,1,-0.45888156886250353,Saldo Bajo
5230,51.0,retired,married,secondary,0,1435,0,0,unknown,11,jun,587,1,-1,0,unknown,1,-0.02722179840012219,Saldo Medio Alto
5231,25.0,admin.,single,secondary,0,122,1,0,cellular,7,may,481,2,-1,0,unknown,1,-0.42245839436742116,Saldo Medio
5232,67.0,retired,divorced,primary,0,2027,0,0,cellular,15,mar,161,2,-1,0,unknown,1,0.15098084045185114,Saldo Alto
5233,58.0,entrepreneur,married,secondary,0,496,0,0,cellular,22,apr,132,1,-1,0,unknown,1,-0.3098776732008029,Saldo Medio
5234,52.0,management,single,tertiary,0,83,0,0,cellular,26,aug,1223,6,-1,0,unknown,1,-0.43419809523773695,Saldo Bajo
5235,54.0,technician,single,tertiary,0,467,1,0,cellular,18,jul,674,3,-1,0,unknown,1,-0.3186071943607813,Saldo Medio
5236,27.0,technician,single,secondary,1,0,0,1,cellular,8,jul,732,1,-1,0,unknown,1,-0.4591825868335373,Saldo Bajo
5237,41.0,services,married,secondary,0,471,1,0,cellular,13,may,954,2,293,4,success,1,-0.3174031224766463,Saldo Medio
5238,72.0,retired,married,secondary,0,5715,0,0,cellular,17,may,1114,1,181,2,success,1,1.2611351176242795,Saldo Muy Alto
5239,24.0,blue-collar,married,secondary,0,-389,1,1,unknown,4,jun,1242,1,-1,0,unknown,1,-0.5762785775656617,Saldo Bajo
5240,36.0,admin.,single,tertiary,0,364,0,1,cellular,31,aug,185,1,123,1,failure,1,-0.3496120453772564,Saldo Medio
5241,39.0,services,married,secondary,0,25,1,1,cellular,12,may,658,1,351,3,failure,1,-0.4516571375576938,Saldo Bajo
5242,55.0,technician,divorced,secondary,0,3450,0,0,cellular,10,feb,169,1,183,1,failure,1,0.5793294132328614,Saldo Alto
5243,35.0,admin.,married,secondary,0,2374,1,0,cellular,11,aug,765,2,183,5,success,1,0.2554340764005585,Saldo Alto
5244,32.0,technician,single,tertiary,0,5514,0,0,cellular,22,apr,319,1,182,1,success,1,1.200630505446498,Saldo Muy Alto
5245,29.0,blue-collar,single,tertiary,0,455,0,0,telephone,27,may,214,2,36,1,success,1,-0.32221941001318616,Saldo Medio
5246,59.0,services,single,secondary,0,739,0,0,cellular,14,jan,408,1,-1,0,unknown,1,-0.23673030623960437,Saldo Medio Alto
5247,33.0,management,married,secondary,0,336,0,0,cellular,15,apr,179,3,-1,0,unknown,1,-0.35804054856620104,Saldo Medio
5248,30.0,services,divorced,secondary,0,436,1,0,cellular,17,jun,1720,1,-1,0,unknown,1,-0.3279387514628272,Saldo Medio
5249,30.0,management,single,tertiary,0,536,0,0,cellular,2,jul,309,1,-1,0,unknown,1,-0.29783695435945334,Saldo Medio
5250,37.0,management,married,tertiary,0,0,0,0,cellular,16,jul,268,2,182,3,success,1,-0.4591825868335373,Saldo Bajo
5251,39.0,management,single,tertiary,0,0,1,0,cellular,18,feb,224,3,-1,0,unknown,1,-0.4591825868335373,Saldo Bajo
5252,40.0,blue-collar,married,unknown,0,1181,1,0,cellular,4,feb,718,2,189,2,success,1,-0.10368036304269183,Saldo Medio Alto
5253,29.0,management,single,tertiary,0,265,0,0,cellular,22,may,491,1,-1,0,unknown,1,-0.3794128245095965,Saldo Medio
5254,24.0,unemployed,single,secondary,0,2573,0,0,cellular,24,may,375,2,-1,0,unknown,1,0.3153366526362725,Saldo Alto
5255,31.0,blue-collar,married,primary,0,-537,1,1,cellular,21,jul,1039,7,-1,0,unknown,1,-0.620829237278655,Saldo Bajo
