id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
25712,48,blue-collar,married,secondary,no,1513,no,yes,cellular,17,jul,1171,1,-1,0,unknown,no
25713,60,retired,married,primary,no,55,no,no,cellular,4,jun,207,1,-1,0,unknown,no
25714,40,management,married,tertiary,yes,0,no,no,cellular,28,jul,165,5,-1,0,unknown,no
25715,39,blue-collar,married,secondary,no,11854,yes,no,cellular,15,may,15,9,-1,0,unknown,no
25716,42,blue-collar,married,unknown,no,149,yes,no,telephone,23,jul,329,3,-1,0,unknown,no
25717,36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,16,mar,392,4,-1,0,unknown,yes
25718,35,management,married,tertiary,no,0,yes,yes,cellular,25,jul,86,4,-1,0,unknown,no
25719,39,technician,single,secondary,no,391,no,yes,cellular,30,jul,962,4,-1,0,unknown,yes
25720,34,management,married,tertiary,no,3696,no,no,cellular,8,apr,758,2,160,5,other,yes
25721,48,management,married,tertiary,no,0,yes,no,cellular,6,sep,194,2,125,6,failure,yes
25722,29,blue-collar,single,secondary,no,9,yes,no,cellular,11,may,262,3,-1,0,unknown,no
25723,32,technician,single,secondary,no,1307,yes,no,unknown,28,may,267,2,-1,0,unknown,no
25724,24,student,single,secondary,no,1234,no,no,cellular,21,jul,314,1,156,2,success,yes
25725,44,blue-collar,married,tertiary,no,1371,no,no,cellular,13,may,788,3,363,4,other,no
25726,35,management,married,tertiary,no,0,yes,no,cellular,5,may,310,1,-1,0,unknown,no
25727,37,admin.,married,tertiary,no,0,yes,no,cellular,17,nov,65,2,119,1,failure,no
25728,59,blue-collar,married,primary,no,320,yes,no,unknown,15,may,695,1,-1,0,unknown,yes
25729,66,retired,married,primary,no,3629,no,no,cellular,2,feb,474,1,172,2,other,yes
25730,28,student,single,secondary,no,69,no,no,cellular,30,jan,532,2,-1,0,unknown,yes
25731,35,admin.,divorced,secondary,no,0,no,yes,cellular,14,jul,245,2,-1,0,unknown,no
25732,37,admin.,married,secondary,no,10465,no,no,unknown,17,jun,144,6,-1,0,unknown,no
25733,32,management,single,tertiary,no,597,no,yes,cellular,24,jul,869,1,-1,0,unknown,no
25734,48,management,divorced,tertiary,no,700,yes,no,cellular,29,aug,488,2,-1,0,unknown,no
25735,53,management,married,tertiary,no,261,no,no,cellular,19,aug,100,2,-1,0,unknown,no
25736,42,retired,married,primary,no,0,yes,no,unknown,8,may,186,2,-1,0,unknown,no
25737,28,management,single,tertiary,yes,1414,yes,no,cellular,8,jul,294,1,521,1,failure,yes
25738,26,services,single,secondary,no,1347,no,no,telephone,18,jun,280,6,92,5,other,yes
25739,34,admin.,single,secondary,no,745,yes,yes,cellular,25,aug,76,1,-1,0,unknown,no
25740,45,admin.,married,secondary,no,67,no,no,cellular,5,feb,326,2,-1,0,unknown,no
25741,34,housemaid,married,tertiary,no,11219,no,no,cellular,25,may,112,1,-1,0,unknown,no
25742,25,admin.,single,secondary,no,483,no,yes,cellular,3,feb,189,1,-1,0,unknown,yes
25743,30,admin.,married,secondary,no,590,no,no,cellular,11,aug,443,3,-1,0,unknown,no
25744,42,management,married,primary,no,5310,yes,no,cellular,25,nov,968,2,97,4,success,yes
25745,43,management,married,tertiary,no,46,no,no,cellular,27,aug,63,8,-1,0,unknown,no
25746,56,admin.,married,secondary,no,33,no,yes,cellular,19,nov,111,1,-1,0,unknown,no
25747,30,services,single,secondary,no,1881,no,yes,unknown,26,jun,29,1,-1,0,unknown,no
25748,82,retired,divorced,tertiary,no,0,no,no,telephone,12,nov,226,1,-1,0,unknown,yes
25749,24,student,single,secondary,no,1234,no,no,cellular,21,jul,314,1,156,2,success,yes
25750,52,technician,divorced,secondary,no,511,no,yes,cellular,20,aug,98,4,-1,0,unknown,no
25751,76,self-employed,married,unknown,no,4984,no,no,telephone,28,apr,403,1,182,1,success,yes
25752,56,management,married,tertiary,no,746,no,no,cellular,30,apr,193,1,-1,0,unknown,no
25753,57,technician,married,secondary,no,29207,yes,no,telephone,21,nov,232,2,-1,0,unknown,no
25754,31,management,married,tertiary,no,22867,yes,no,unknown,27,may,241,2,-1,0,unknown,no
25755,32,admin.,single,secondary,no,1630,yes,no,cellular,30,jan,122,1,-1,0,unknown,no
25756,68,retired,married,tertiary,no,2812,no,no,cellular,4,aug,651,1,1,7,success,yes
25757,60,retired,married,secondary,no,938,no,no,cellular,13,jan,380,3,-1,0,unknown,yes
25758,27,services,single,secondary,no,266,no,yes,cellular,7,jul,232,1,-1,0,unknown,no
25759,28,admin.,single,secondary,no,127,no,no,cellular,16,sep,1334,2,-1,0,unknown,yes
25760,22,student,single,secondary,no,254,no,no,cellular,13,jan,143,2,-1,0,unknown,yes
25761,35,blue-collar,married,unknown,no,1084,yes,no,cellular,10,jul,1019,1,-1,0,unknown,no
25762,34,housemaid,single,primary,no,443,no,no,cellular,30,jan,10,1,2,1,other,no
25763,34,management,single,tertiary,no,681,no,no,cellular,6,aug,637,2,-1,0,unknown,yes
25764,33,management,married,tertiary,no,621,no,no,cellular,12,aug,913,5,-1,0,unknown,no
25765,21,admin.,single,secondary,no,524,no,no,cellular,26,may,185,1,-1,0,unknown,yes
25766,56,unemployed,married,secondary,no,660,yes,no,unknown,6,jun,72,3,-1,0,unknown,no
25767,54,housemaid,married,tertiary,no,2473,no,no,cellular,5,mar,607,2,-1,0,unknown,yes
25768,32,management,married,tertiary,no,2465,yes,yes,cellular,7,may,923,1,-1,0,unknown,yes
25769,27,student,single,primary,yes,25,no,no,unknown,28,aug,8,1,-1,0,unknown,no
25770,34,technician,single,tertiary,no,6529,no,no,cellular,14,aug,505,2,-1,0,unknown,yes
25771,51,blue-collar,married,secondary,no,4787,yes,no,cellular,7,apr,895,1,-1,0,unknown,yes
25772,41,blue-collar,married,secondary,no,140,yes,no,cellular,29,jan,636,2,-1,0,unknown,no
25773,38,technician,single,secondary,no,-242,yes,no,cellular,18,may,1173,3,278,6,success,yes
25774,62,retired,married,secondary,no,3,no,no,cellular,4,aug,151,1,-1,0,unknown,no
25775,33,management,single,tertiary,no,1724,no,no,cellular,3,feb,252,6,-1,0,unknown,no
25776,24,technician,married,secondary,no,556,yes,no,cellular,6,nov,368,2,80,2,success,yes
25777,31,technician,married,secondary,no,106,yes,no,unknown,13,may,101,13,-1,0,unknown,no
25778,38,blue-collar,married,secondary,no,360,yes,no,unknown,14,may,220,2,-1,0,unknown,no
25779,55,technician,married,unknown,no,240,yes,no,cellular,2,aug,108,3,277,1,success,yes
25780,26,self-employed,single,secondary,no,3676,no,no,cellular,7,apr,148,1,-1,0,unknown,yes
25781,30,self-employed,married,tertiary,no,1785,no,no,unknown,17,oct,235,1,-1,0,unknown,yes
25782,49,housemaid,married,primary,no,78,no,no,telephone,10,jul,139,1,-1,0,unknown,no
25783,39,unemployed,married,primary,no,7005,yes,no,cellular,28,jul,429,2,184,3,success,yes
25784,43,services,divorced,secondary,no,5571,no,no,unknown,9,jun,149,1,-1,0,unknown,no
25785,35,management,single,tertiary,no,681,no,no,cellular,18,feb,737,1,561,2,success,yes
25786,33,technician,single,secondary,no,0,no,no,unknown,3,jul,1106,2,-1,0,unknown,no
25787,34,management,married,tertiary,no,417,yes,no,cellular,18,nov,138,1,-1,0,unknown,no
25788,47,technician,married,secondary,no,644,no,no,telephone,28,jan,54,3,160,13,failure,no
25789,33,blue-collar,single,primary,no,557,yes,no,cellular,17,apr,91,2,331,2,failure,no
25790,57,management,married,tertiary,no,1227,no,no,cellular,5,jun,232,1,-1,0,unknown,yes
25791,50,housemaid,married,secondary,no,388,no,no,cellular,8,jun,152,2,89,2,success,no
25792,50,management,married,tertiary,no,469,no,no,cellular,16,oct,170,1,183,1,success,yes
25793,26,unemployed,single,tertiary,no,814,no,no,cellular,28,jan,1387,1,-1,0,unknown,yes
25794,60,management,married,tertiary,no,3387,no,no,cellular,14,aug,636,2,-1,0,unknown,no
25795,33,blue-collar,single,primary,no,1390,yes,no,unknown,21,may,192,1,-1,0,unknown,no
25796,26,student,single,tertiary,no,39,no,no,cellular,26,may,396,3,-1,0,unknown,yes
25797,34,blue-collar,married,primary,no,455,yes,no,unknown,20,jun,372,3,-1,0,unknown,no
25798,60,technician,married,primary,no,65,yes,no,unknown,9,may,1028,2,-1,0,unknown,yes
25799,47,unemployed,divorced,secondary,no,947,no,no,cellular,5,feb,124,2,-1,0,unknown,no
25800,30,services,single,secondary,no,268,no,no,unknown,24,jul,86,1,-1,0,unknown,no
25801,34,technician,single,tertiary,no,2733,no,no,cellular,14,jul,604,1,-1,0,unknown,yes
25802,32,admin.,single,secondary,no,45,yes,yes,cellular,14,may,908,3,344,7,other,no
25803,47,management,single,tertiary,no,551,no,no,cellular,29,oct,124,1,-1,0,unknown,yes
25804,47,management,married,tertiary,no,6637,yes,no,cellular,17,apr,174,2,-1,0,unknown,no
25805,41,blue-collar,married,primary,no,4,no,no,cellular,23,jul,74,5,-1,0,unknown,no
25806,40,unemployed,married,secondary,no,1960,yes,no,unknown,2,jun,605,6,-1,0,unknown,yes
25807,53,retired,married,secondary,no,665,yes,no,cellular,22,apr,371,2,-1,0,unknown,yes
25808,38,self-employed,married,secondary,no,279,yes,no,unknown,28,may,110,5,-1,0,unknown,no
25809,45,blue-collar,married,secondary,no,61,yes,yes,unknown,23,may,208,1,-1,0,unknown,no
25810,26,admin.,single,secondary,no,2509,no,no,cellular,19,feb,654,3,-1,0,unknown,yes
25811,38,technician,single,tertiary,no,0,no,no,cellular,28,aug,247,2,-1,0,unknown,no
25812,46,entrepreneur,married,tertiary,no,-43,no,no,unknown,12,may,138,8,-1,0,unknown,no
25813,34,technician,married,secondary,no,47,no,no,cellular,25,aug,132,6,-1,0,unknown,no
25814,39,blue-collar,married,secondary,no,2467,no,no,cellular,19,jul,207,2,276,3,other,yes
25815,35,management,married,tertiary,no,8,no,no,cellular,23,apr,93,3,-1,0,unknown,yes
25816,39,technician,divorced,secondary,no,1270,yes,no,unknown,29,may,245,4,-1,0,unknown,no
25817,33,entrepreneur,married,secondary,no,3140,yes,yes,cellular,21,nov,7,5,-1,0,unknown,no
25818,38,management,divorced,tertiary,no,4692,yes,no,unknown,29,may,1363,2,-1,0,unknown,yes
25819,42,technician,divorced,secondary,no,305,yes,no,cellular,28,aug,82,4,-1,0,unknown,no
25820,48,technician,married,secondary,no,23495,no,no,cellular,22,aug,63,8,-1,0,unknown,no
25821,26,blue-collar,single,secondary,no,8,yes,no,cellular,13,may,167,1,-1,0,unknown,no
25822,38,blue-collar,single,primary,no,1583,yes,no,cellular,15,may,386,1,-1,0,unknown,no
25823,29,self-employed,single,tertiary,no,655,no,no,cellular,23,mar,273,1,-1,0,unknown,yes
25824,46,management,married,tertiary,no,1906,no,no,cellular,28,aug,44,6,-1,0,unknown,no
25825,88,retired,married,primary,no,648,no,no,telephone,3,sep,318,1,-1,0,unknown,no
25826,51,blue-collar,married,primary,no,3754,no,yes,cellular,13,aug,202,3,-1,0,unknown,no
25827,52,unemployed,divorced,secondary,no,230,no,no,cellular,24,dec,422,2,-1,0,unknown,yes
25828,45,management,divorced,tertiary,no,6200,no,no,cellular,29,jul,103,2,-1,0,unknown,no
25829,31,housemaid,married,secondary,no,243,yes,no,cellular,23,sep,305,2,842,1,failure,yes
25830,40,admin.,married,secondary,no,732,no,no,cellular,9,sep,71,1,139,4,success,no
25831,63,retired,divorced,primary,no,109,no,no,cellular,10,nov,406,2,-1,0,unknown,yes
25832,56,services,divorced,secondary,no,191,no,no,cellular,23,jul,335,3,-1,0,unknown,no
25833,42,blue-collar,single,primary,no,92,no,no,cellular,30,jul,86,2,-1,0,unknown,no
25834,41,management,divorced,tertiary,no,5037,no,no,cellular,23,apr,252,9,185,5,other,yes
25835,33,blue-collar,married,secondary,no,0,yes,no,unknown,21,may,521,3,-1,0,unknown,yes
25836,51,technician,single,tertiary,no,11222,yes,no,cellular,21,nov,126,2,171,7,failure,no
25837,57,technician,married,secondary,no,589,yes,no,cellular,11,aug,167,1,190,5,failure,yes
25838,28,management,single,tertiary,no,1584,yes,no,cellular,1,sep,222,2,-1,0,unknown,yes
25839,47,self-employed,married,secondary,no,318,no,no,cellular,21,nov,83,1,-1,0,unknown,no
25840,44,admin.,married,unknown,no,40,no,yes,unknown,6,may,160,2,-1,0,unknown,no
25841,53,management,married,tertiary,no,6571,no,no,cellular,3,feb,208,1,-1,0,unknown,yes
25842,33,services,single,secondary,no,192,no,no,cellular,24,jul,255,1,-1,0,unknown,no
25843,30,management,single,tertiary,no,3773,yes,no,unknown,27,may,99,1,-1,0,unknown,no
25844,41,technician,married,secondary,no,1819,no,no,cellular,22,sep,397,1,371,3,failure,yes
25845,29,student,single,secondary,no,658,no,no,cellular,15,jul,198,2,244,4,other,yes
25846,45,admin.,divorced,unknown,no,857,no,no,telephone,8,jul,49,7,-1,0,unknown,no
25847,44,management,married,tertiary,no,126,yes,no,unknown,13,may,92,1,-1,0,unknown,no
25848,32,blue-collar,married,secondary,no,3166,yes,no,cellular,20,nov,418,3,-1,0,unknown,no
25849,55,technician,married,tertiary,no,-466,yes,no,cellular,15,may,901,1,-1,0,unknown,yes
25850,30,admin.,single,secondary,no,915,yes,no,unknown,27,apr,370,1,-1,0,unknown,yes
25851,35,blue-collar,married,primary,yes,-1489,yes,yes,unknown,29,may,177,1,-1,0,unknown,no
25852,56,management,divorced,tertiary,no,3287,no,no,cellular,27,apr,497,1,-1,0,unknown,yes
25853,24,student,single,primary,no,0,no,no,unknown,5,jun,25,26,-1,0,unknown,no
25854,33,management,married,tertiary,no,0,yes,no,cellular,17,apr,378,1,-1,0,unknown,yes
25855,42,management,married,tertiary,no,372,NULL,no,cellular,4,aug,153,3,1,2,success,yes
25856,41,management,married,tertiary,no,298,no,no,cellular,4,may,63,3,272,1,other,no
25857,30,technician,single,secondary,no,3144,no,no,cellular,19,may,212,2,-1,0,unknown,yes
25858,36,technician,divorced,secondary,no,556,yes,no,cellular,18,nov,154,3,189,1,failure,no
25859,31,blue-collar,single,secondary,no,23,no,no,cellular,21,nov,116,1,-1,0,unknown,no
25860,36,technician,single,secondary,no,818,yes,yes,cellular,19,aug,96,4,-1,0,unknown,no
25861,31,management,single,tertiary,no,3,no,no,cellular,4,feb,406,2,-1,0,unknown,no
25862,32,technician,single,secondary,no,719,yes,no,unknown,28,may,79,6,-1,0,unknown,no
25863,52,management,married,tertiary,no,659,no,no,cellular,23,jul,517,4,-1,0,unknown,no
25864,33,services,married,secondary,no,804,yes,yes,unknown,8,may,266,1,-1,0,unknown,no
25865,33,self-employed,single,tertiary,no,1049,no,no,cellular,4,may,126,4,-1,0,unknown,no
25866,39,services,married,secondary,no,1970,yes,no,unknown,8,jun,30,1,404,2,success,no
25867,29,blue-collar,married,primary,no,79,yes,no,unknown,27,may,22,2,-1,0,unknown,no
25868,45,technician,married,tertiary,no,-525,no,yes,cellular,21,nov,980,2,-1,0,unknown,yes
25869,41,entrepreneur,married,tertiary,no,221,yes,no,unknown,14,may,57,2,-1,0,unknown,no
25870,24,admin.,single,secondary,no,1235,yes,yes,unknown,30,may,76,3,-1,0,unknown,no
25871,48,technician,married,secondary,no,1000,no,no,cellular,21,nov,104,2,-1,0,unknown,no
25872,54,blue-collar,married,primary,no,2440,no,yes,cellular,17,nov,334,1,-1,0,unknown,no
25873,49,blue-collar,married,secondary,no,141,no,no,cellular,6,aug,275,1,-1,0,unknown,no
25874,47,self-employed,married,tertiary,no,192,no,no,telephone,30,jul,120,6,-1,0,unknown,no
25875,25,student,single,unknown,no,3,no,no,cellular,26,may,170,1,-1,0,unknown,yes
25876,40,blue-collar,divorced,secondary,no,0,yes,no,unknown,6,may,121,2,-1,0,unknown,no
25877,32,housemaid,married,tertiary,no,10,yes,no,unknown,2,jun,658,2,-1,0,unknown,no
25878,62,housemaid,married,secondary,no,2,no,no,cellular,3,nov,322,1,-1,0,unknown,yes
25879,46,technician,divorced,secondary,no,1,yes,yes,unknown,26,may,200,3,-1,0,unknown,no
25880,34,admin.,married,secondary,no,920,no,no,cellular,14,may,526,3,179,3,success,yes
25881,40,unemployed,single,tertiary,no,7968,no,no,cellular,3,sep,733,1,93,1,success,yes
25882,26,admin.,divorced,secondary,no,-45,yes,no,unknown,4,jun,357,2,-1,0,unknown,no
25883,51,technician,married,secondary,no,117,no,no,cellular,24,aug,467,2,88,4,other,yes
25884,31,services,single,secondary,no,181,no,no,cellular,12,aug,182,1,104,1,success,yes
25885,34,admin.,married,tertiary,no,0,no,no,cellular,28,jan,155,2,-1,0,unknown,yes
25886,27,services,single,secondary,no,504,yes,no,cellular,18,may,106,5,362,8,other,no
25887,29,management,single,tertiary,no,697,no,no,cellular,4,feb,206,1,-1,0,unknown,yes
25888,28,technician,married,secondary,no,880,yes,no,unknown,26,may,188,1,-1,0,unknown,no
25889,32,blue-collar,married,secondary,no,320,yes,no,unknown,6,may,198,2,-1,0,unknown,no
25890,37,services,divorced,secondary,no,319,yes,no,unknown,6,jun,467,3,-1,0,unknown,yes
25891,46,management,single,tertiary,no,2223,no,no,unknown,12,jun,67,3,-1,0,unknown,no
25892,31,blue-collar,single,secondary,no,2194,no,no,cellular,13,may,275,2,357,1,other,no
25893,31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73,1,failure,yes
25894,45,blue-collar,married,secondary,no,1723,no,no,cellular,1,jun,166,2,-1,0,unknown,yes
25895,46,admin.,married,secondary,no,526,no,yes,cellular,31,jul,251,3,-1,0,unknown,no
25896,53,management,divorced,tertiary,no,50,yes,no,cellular,15,may,669,1,337,3,failure,yes
25897,61,management,married,secondary,no,985,no,no,cellular,18,aug,998,6,-1,0,unknown,yes
25898,25,management,single,tertiary,no,528,no,no,cellular,14,aug,201,1,-1,0,unknown,yes
25899,38,technician,married,secondary,no,976,yes,no,cellular,14,jul,766,3,-1,0,unknown,yes
25900,65,management,divorced,tertiary,no,2756,no,no,cellular,23,sep,1353,2,-1,0,unknown,no
25901,54,unemployed,divorced,secondary,no,309,no,no,cellular,20,apr,241,1,-1,0,unknown,yes
25902,39,management,married,tertiary,no,494,no,no,cellular,9,sep,216,1,183,5,success,yes
25903,50,admin.,married,secondary,no,715,no,no,cellular,28,aug,131,13,-1,0,unknown,no
25904,35,management,married,tertiary,no,43,yes,no,cellular,20,apr,860,1,-1,0,unknown,yes
25905,54,unknown,married,secondary,no,2206,no,no,cellular,12,nov,104,1,99,2,other,yes
25906,45,blue-collar,divorced,primary,no,-311,yes,no,unknown,23,may,1030,1,-1,0,unknown,yes
25907,42,services,married,secondary,no,1301,yes,no,cellular,21,jul,510,6,-1,0,unknown,no
25908,46,self-employed,divorced,tertiary,no,21,no,no,cellular,30,jul,566,2,-1,0,unknown,yes
25909,25,management,single,tertiary,no,2140,no,no,cellular,1,oct,81,1,-1,0,unknown,no
25910,25,technician,single,secondary,no,0,no,yes,cellular,8,jul,634,1,-1,0,unknown,yes
25911,41,services,married,tertiary,no,881,no,no,cellular,30,oct,257,3,-1,0,unknown,yes
25912,28,technician,single,tertiary,no,3623,no,no,cellular,10,mar,261,1,-1,0,unknown,yes
25913,32,admin.,married,secondary,no,200,no,no,cellular,1,sep,729,1,29,3,failure,yes
25914,26,services,divorced,primary,no,633,yes,no,unknown,27,may,326,2,-1,0,unknown,no
25915,34,unemployed,married,secondary,no,428,yes,no,cellular,7,apr,221,2,267,3,other,no
25916,46,unemployed,married,secondary,no,2551,no,no,cellular,12,aug,645,2,-1,0,unknown,yes
25917,77,retired,married,secondary,no,638,no,no,cellular,11,feb,288,1,188,1,success,yes
25918,72,retired,married,primary,no,763,no,no,cellular,24,apr,384,2,-1,0,unknown,yes
25919,46,admin.,married,secondary,no,126,no,no,unknown,18,jun,1255,1,-1,0,unknown,yes
25920,37,entrepreneur,married,tertiary,no,7944,no,no,cellular,21,nov,102,1,-1,0,unknown,no
25921,55,retired,married,secondary,no,1504,yes,yes,cellular,17,nov,761,1,-1,0,unknown,yes
25922,56,technician,married,secondary,no,0,yes,yes,cellular,29,apr,152,1,223,3,other,no
25923,45,admin.,married,secondary,no,1206,no,no,telephone,8,feb,309,1,446,3,failure,yes
25924,38,blue-collar,divorced,primary,no,-258,yes,no,cellular,14,may,134,2,370,4,other,no
25925,56,blue-collar,married,secondary,no,316,yes,no,unknown,19,may,27,1,-1,0,unknown,no
25926,43,blue-collar,married,secondary,no,514,yes,yes,cellular,20,apr,34,2,-1,0,unknown,no
25927,30,management,married,tertiary,no,0,no,no,cellular,14,aug,95,2,-1,0,unknown,no
25928,59,retired,divorced,secondary,no,514,no,no,cellular,4,may,673,6,90,1,success,yes
25929,36,admin.,married,secondary,no,162,yes,yes,cellular,20,apr,340,2,-1,0,unknown,no
25930,36,management,married,tertiary,no,495,no,no,cellular,12,mar,213,3,182,6,success,yes
25931,34,blue-collar,married,secondary,no,577,no,no,unknown,14,may,337,1,-1,0,unknown,no
25932,31,technician,married,secondary,no,180,no,no,cellular,26,may,222,1,70,2,success,no
25933,37,services,married,secondary,no,50,yes,no,unknown,8,may,352,3,-1,0,unknown,no
25934,31,blue-collar,single,secondary,no,1205,yes,no,cellular,16,apr,462,1,328,2,other,no
25935,32,management,single,tertiary,no,2974,yes,no,cellular,24,apr,227,1,4,1,failure,yes
25936,45,blue-collar,married,primary,no,4696,no,no,unknown,17,jun,99,1,-1,0,unknown,no
25937,32,management,single,tertiary,no,354,no,no,cellular,4,mar,177,2,133,5,other,yes
25938,27,technician,married,secondary,no,58,yes,no,unknown,28,may,82,1,-1,0,unknown,no
25939,36,housemaid,single,tertiary,no,561,no,no,unknown,6,jun,274,2,-1,0,unknown,no
25940,77,retired,divorced,secondary,no,0,no,no,cellular,25,sep,210,1,-1,0,unknown,yes
25941,46,admin.,divorced,secondary,no,1198,yes,yes,cellular,7,apr,837,1,307,1,other,no
25942,36,blue-collar,single,secondary,no,-175,yes,no,unknown,15,may,180,2,-1,0,unknown,no
25943,42,services,married,secondary,no,115,yes,yes,cellular,17,apr,161,1,149,2,failure,no
25944,31,services,married,secondary,no,-414,yes,no,cellular,6,may,1369,3,-1,0,unknown,no
25945,42,self-employed,married,secondary,no,0,no,no,cellular,14,aug,277,4,-1,0,unknown,no
25946,33,technician,married,secondary,no,8,no,no,cellular,29,aug,462,2,-1,0,unknown,no
25947,39,technician,married,secondary,no,1965,yes,no,unknown,2,jun,65,1,-1,0,unknown,no
25948,39,management,married,tertiary,no,271,yes,no,cellular,12,aug,1344,1,-1,0,unknown,yes
25949,48,management,single,secondary,no,1106,no,yes,cellular,8,jul,265,1,-1,0,unknown,no
25950,60,admin.,NULL,primary,no,-444,no,yes,cellular,16,jul,227,1,-1,0,unknown,no
25951,29,student,single,secondary,no,314,no,no,cellular,13,aug,485,3,105,1,success,no
25952,37,management,married,tertiary,no,6771,no,no,cellular,5,mar,319,1,-1,0,unknown,yes
25953,35,management,single,tertiary,no,80,no,no,cellular,4,sep,434,2,94,1,other,yes
25954,36,management,married,tertiary,no,254,no,no,cellular,3,feb,303,2,-1,0,unknown,yes
25955,43,admin.,single,secondary,no,35,no,no,telephone,9,nov,208,1,-1,0,unknown,no
25956,30,admin.,single,secondary,no,2702,yes,no,cellular,24,jul,129,2,-1,0,unknown,no
25957,59,blue-collar,divorced,primary,no,1265,no,yes,cellular,7,jul,849,1,-1,0,unknown,yes
25958,38,admin.,divorced,secondary,no,19,yes,no,unknown,30,may,604,2,-1,0,unknown,yes
25959,36,self-employed,married,tertiary,no,506,no,no,cellular,3,nov,217,1,70,2,failure,yes
25960,30,management,single,tertiary,no,199,no,yes,cellular,28,jul,131,7,-1,0,unknown,no
25961,47,admin.,divorced,secondary,no,555,yes,yes,telephone,17,oct,478,1,-1,0,unknown,yes
25962,28,services,single,secondary,no,458,no,no,cellular,4,feb,112,4,201,3,failure,no
25963,32,student,single,unknown,no,4110,no,no,cellular,6,feb,119,8,-1,0,unknown,no
25964,67,retired,divorced,secondary,no,704,no,no,cellular,8,feb,186,2,97,1,success,yes
25965,83,retired,single,primary,no,1965,no,no,telephone,13,oct,1003,3,-1,0,unknown,yes
25966,25,management,single,tertiary,no,3,yes,yes,cellular,16,apr,1034,1,-1,0,unknown,yes
25967,44,management,married,tertiary,no,284,yes,yes,cellular,10,jul,109,5,-1,0,unknown,no
25968,35,management,married,secondary,no,533,no,no,cellular,6,aug,221,12,-1,0,unknown,no
25969,31,management,single,tertiary,no,713,no,no,cellular,28,aug,162,1,-1,0,unknown,no
25970,26,management,single,tertiary,no,1623,no,no,cellular,2,jun,479,1,-1,0,unknown,yes
25971,42,blue-collar,married,primary,no,2003,yes,no,cellular,17,apr,177,3,-1,0,unknown,no
25972,31,blue-collar,married,secondary,no,5345,yes,no,cellular,18,nov,260,1,-1,0,unknown,no
25973,37,admin.,divorced,secondary,no,3975,yes,no,cellular,11,may,163,2,-1,0,unknown,no
25974,38,management,single,tertiary,no,1637,no,yes,cellular,5,aug,231,1,-1,0,unknown,no
25975,32,services,married,secondary,no,250,yes,no,unknown,29,may,202,1,-1,0,unknown,no
25976,45,management,married,unknown,no,9051,yes,no,unknown,19,may,124,63,-1,0,unknown,no
25977,44,self-employed,single,tertiary,no,2734,yes,no,cellular,12,may,897,4,-1,0,unknown,yes
25978,59,admin.,divorced,secondary,no,1525,no,no,telephone,29,jul,90,2,-1,0,unknown,no
25979,34,management,married,tertiary,no,0,yes,no,cellular,30,apr,300,1,86,1,success,yes
25980,74,retired,married,tertiary,no,1843,no,no,cellular,15,mar,192,1,185,2,success,yes
25981,43,management,married,unknown,no,275,no,no,cellular,9,apr,109,2,339,2,failure,no
25982,36,management,divorced,secondary,no,1655,yes,no,cellular,18,nov,155,2,-1,0,unknown,no
25983,60,retired,married,primary,no,1542,yes,no,unknown,14,may,930,1,-1,0,unknown,yes
25984,48,services,married,secondary,no,1355,no,no,cellular,12,aug,409,7,-1,0,unknown,no
25985,31,management,single,tertiary,yes,-365,yes,no,unknown,30,may,319,6,-1,0,unknown,no
25986,31,management,divorced,tertiary,no,294,yes,no,cellular,17,jul,536,5,-1,0,unknown,yes
25987,28,blue-collar,single,secondary,no,517,no,yes,cellular,8,jul,681,1,-1,0,unknown,yes
25988,34,management,married,tertiary,no,118,no,yes,telephone,17,jul,171,3,-1,0,unknown,no
25989,52,entrepreneur,married,primary,no,-104,no,yes,cellular,10,jul,124,1,-1,0,unknown,no
25990,36,technician,married,secondary,no,3579,no,no,cellular,14,aug,308,2,-1,0,unknown,no
25991,51,management,married,tertiary,no,10635,yes,no,unknown,5,may,336,1,-1,0,unknown,no
25992,30,self-employed,single,tertiary,no,251,no,no,cellular,12,jul,537,1,-1,0,unknown,yes
25993,41,management,divorced,tertiary,no,647,yes,no,unknown,16,may,270,1,-1,0,unknown,no
25994,28,technician,single,tertiary,no,4513,yes,no,unknown,27,may,167,3,-1,0,unknown,no
25995,39,blue-collar,single,secondary,no,1672,yes,no,cellular,20,apr,462,1,648,1,failure,yes
25996,43,technician,married,secondary,no,2344,yes,no,unknown,27,may,111,2,-1,0,unknown,no
25997,26,technician,married,secondary,no,915,no,no,cellular,2,jun,384,1,-1,0,unknown,yes
25998,33,self-employed,single,tertiary,no,61,no,no,cellular,19,aug,836,3,-1,0,unknown,yes
25999,54,self-employed,married,secondary,no,203,yes,no,telephone,7,jul,238,8,-1,0,unknown,no
26000,42,technician,single,tertiary,no,-411,yes,no,cellular,24,jul,212,3,-1,0,unknown,no
26001,40,technician,married,secondary,no,-28,yes,yes,unknown,30,may,289,2,-1,0,unknown,no
26002,45,admin.,married,secondary,no,3006,no,no,cellular,29,apr,388,2,-1,0,unknown,yes
26003,41,entrepreneur,married,secondary,no,8491,yes,no,cellular,18,nov,929,1,-1,0,unknown,yes
