id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
5252,40,blue-collar,married,unknown,no,1181,yes,no,cellular,4,feb,718,2,189,2,success,yes
5253,29,management,single,tertiary,no,265,no,no,cellular,22,may,491,1,-1,0,unknown,yes
5254,24,unemployed,single,secondary,no,2573,no,no,cellular,24,may,375,2,-1,0,unknown,yes
5255,31,blue-collar,married,primary,no,-537,yes,yes,cellular,21,jul,1039,7,-1,0,unknown,yes
5256,62,management,married,secondary,no,1128,no,no,cellular,2,sep,236,1,290,3,other,yes
5257,33,admin.,married,unknown,no,2780,no,no,cellular,19,nov,485,1,-1,0,unknown,yes
5258,67,management,married,tertiary,no,405,no,no,cellular,10,nov,344,2,95,2,success,yes
5259,44,self-employed,married,secondary,no,706,no,no,unknown,5,nov,204,1,-1,0,unknown,yes
5260,79,retired,married,secondary,no,2661,no,no,cellular,10,nov,254,5,-1,0,unknown,yes
5261,30,technician,single,secondary,no,2734,no,no,cellular,21,nov,459,3,-1,0,unknown,yes
5262,38,housemaid,married,primary,no,196,no,no,cellular,30,apr,574,1,-1,0,unknown,yes
5263,31,management,single,tertiary,no,533,no,no,telephone,12,may,372,1,90,10,success,yes
5264,38,technician,married,secondary,no,6728,no,no,cellular,21,aug,252,4,-1,0,unknown,yes
5265,36,services,single,secondary,no,1227,yes,yes,cellular,4,may,775,5,341,3,failure,yes
5266,30,blue-collar,married,secondary,no,5,no,no,cellular,17,apr,840,3,-1,0,unknown,yes
5267,34,technician,married,tertiary,no,197,no,no,cellular,20,aug,78,3,-1,0,unknown,yes
5268,27,management,single,primary,yes,13,no,no,cellular,30,jan,475,3,-1,0,unknown,yes
5269,32,admin.,married,tertiary,no,284,yes,no,cellular,29,apr,717,3,-1,0,unknown,yes
5270,37,management,single,tertiary,no,33,yes,no,cellular,12,mar,186,1,-1,0,unknown,yes
5271,56,management,married,tertiary,no,2333,no,no,cellular,4,may,244,1,-1,0,unknown,yes
5272,28,blue-collar,single,secondary,no,1705,no,no,cellular,17,dec,412,2,-1,0,unknown,yes
5273,49,blue-collar,married,secondary,no,2039,yes,no,cellular,6,may,451,1,169,2,failure,yes
5274,23,student,single,secondary,no,381,no,no,cellular,23,feb,696,1,189,2,other,yes
5275,56,retired,married,secondary,no,3738,yes,no,cellular,17,apr,156,1,305,6,other,yes
5276,54,blue-collar,divorced,primary,no,4401,no,no,telephone,13,may,414,1,183,2,success,yes
5277,59,management,married,tertiary,no,553,yes,no,cellular,7,jul,1272,3,-1,0,unknown,yes
5278,53,technician,married,secondary,no,-725,yes,no,unknown,27,may,1205,1,-1,0,unknown,yes
5279,51,retired,married,primary,no,67,no,no,unknown,18,jun,835,1,-1,0,unknown,yes
5280,31,unemployed,married,tertiary,no,330,no,no,cellular,13,jul,309,1,181,3,success,yes
5281,62,management,divorced,tertiary,no,5943,no,no,telephone,17,feb,196,4,-1,0,unknown,yes
5282,38,technician,single,tertiary,no,25,yes,no,cellular,1,jun,232,2,-1,0,unknown,yes
5283,25,management,single,tertiary,no,316,no,no,cellular,27,mar,347,2,-1,0,unknown,yes
5284,43,technician,divorced,unknown,no,4389,no,no,cellular,8,apr,618,1,-1,0,unknown,yes
5285,45,admin.,divorced,secondary,no,0,no,no,cellular,29,oct,264,1,-1,0,unknown,yes
5286,78,retired,divorced,primary,no,1389,no,no,cellular,8,apr,335,1,-1,0,unknown,yes
5287,30,management,single,tertiary,no,398,no,no,cellular,27,oct,102,1,180,3,success,yes
5288,69,retired,divorced,tertiary,no,247,no,no,cellular,22,apr,138,2,-1,0,unknown,yes
5289,48,entrepreneur,married,secondary,no,0,no,yes,cellular,28,jul,431,2,-1,0,unknown,yes
5290,31,admin.,single,secondary,no,131,yes,no,cellular,15,jun,151,1,-1,0,unknown,yes
5291,57,retired,single,primary,no,604,no,no,cellular,19,nov,187,1,-1,0,unknown,no
5292,45,admin.,divorced,secondary,no,0,yes,no,cellular,17,nov,102,1,-1,0,unknown,no
5293,48,blue-collar,married,secondary,no,238,yes,yes,cellular,2,jun,118,2,81,1,success,no
5294,34,admin.,single,secondary,no,673,yes,no,cellular,29,jan,89,1,260,2,failure,no
5295,37,entrepreneur,married,tertiary,no,7944,no,no,cellular,21,nov,102,1,-1,0,unknown,no
5296,32,management,married,tertiary,no,3696,no,no,unknown,21,may,315,3,-1,0,unknown,no
5297,35,self-employed,married,secondary,no,347,no,no,unknown,20,jun,231,1,-1,0,unknown,no
5298,31,blue-collar,married,primary,no,-199,yes,yes,telephone,12,may,149,5,299,10,failure,no
5299,54,technician,married,tertiary,yes,337,yes,no,unknown,28,may,302,2,-1,0,unknown,no
5300,52,unemployed,married,secondary,no,5091,no,no,cellular,26,may,309,1,-1,0,unknown,no
5301,29,self-employed,single,secondary,no,970,yes,no,cellular,13,may,240,1,-1,0,unknown,no
5302,34,services,single,secondary,no,258,yes,no,unknown,4,jun,131,2,-1,0,unknown,no
5303,37,blue-collar,divorced,secondary,no,614,yes,no,unknown,20,may,185,1,-1,0,unknown,no
5304,66,housemaid,married,secondary,no,1929,no,no,cellular,2,feb,169,1,-1,0,unknown,no
5305,33,technician,married,secondary,no,2362,yes,no,cellular,26,aug,271,4,-1,0,unknown,no
5306,60,retired,married,secondary,no,8121,yes,yes,cellular,18,aug,98,7,-1,0,unknown,no
5307,55,management,divorced,tertiary,no,608,yes,no,cellular,7,may,161,2,-1,0,unknown,no
5308,34,blue-collar,single,secondary,no,3723,yes,no,unknown,27,may,47,5,-1,0,unknown,no
5309,52,blue-collar,married,primary,no,117,no,yes,cellular,24,jul,164,2,-1,0,unknown,no
5310,29,services,married,secondary,no,363,yes,no,cellular,15,may,164,1,-1,0,unknown,no
5311,43,services,divorced,secondary,no,130,yes,no,unknown,8,may,193,1,-1,0,unknown,no
5312,57,services,divorced,primary,no,2225,yes,no,cellular,18,may,8,4,-1,0,unknown,no
5313,32,blue-collar,married,primary,no,-105,yes,yes,telephone,31,jul,454,19,-1,0,unknown,no
5314,67,unknown,married,tertiary,no,7687,no,no,telephone,30,oct,70,3,-1,0,unknown,no
5315,45,services,married,secondary,no,222,no,no,cellular,25,aug,119,11,-1,0,unknown,no
5316,47,technician,single,secondary,no,736,no,no,cellular,29,jul,212,2,-1,0,unknown,no
5317,31,self-employed,single,tertiary,no,84,no,no,cellular,6,aug,157,4,-1,0,unknown,no
5318,52,blue-collar,divorced,primary,no,196,yes,no,unknown,7,may,119,3,-1,0,unknown,no
5319,41,technician,married,secondary,no,2123,no,no,cellular,8,aug,130,2,-1,0,unknown,no
5320,35,blue-collar,single,secondary,no,-482,yes,no,unknown,27,may,472,1,-1,0,unknown,no
5321,48,management,divorced,tertiary,no,700,yes,no,cellular,29,aug,488,2,-1,0,unknown,no
5322,53,blue-collar,married,primary,no,1388,no,no,cellular,7,aug,139,4,-1,0,unknown,no
5323,59,entrepreneur,married,primary,no,222,no,no,cellular,18,nov,97,1,-1,0,unknown,no
5324,26,blue-collar,single,secondary,no,592,yes,yes,unknown,27,may,174,1,-1,0,unknown,no
5325,30,management,married,tertiary,no,0,no,no,cellular,14,aug,95,2,-1,0,unknown,no
5326,56,self-employed,married,tertiary,no,411,no,no,unknown,19,jun,145,4,-1,0,unknown,no
5327,41,blue-collar,divorced,secondary,no,-104,yes,no,unknown,16,may,32,3,-1,0,unknown,no
5328,52,technician,married,secondary,no,475,yes,no,cellular,28,jul,121,3,-1,0,unknown,no
5329,35,admin.,single,secondary,no,181,yes,no,cellular,18,may,217,4,301,1,failure,no
5330,41,management,married,tertiary,no,653,yes,no,telephone,17,nov,60,2,-1,0,unknown,no
5331,39,management,married,tertiary,no,0,yes,no,unknown,2,jun,46,2,-1,0,unknown,no
5332,51,management,married,tertiary,no,0,yes,yes,cellular,19,aug,263,1,84,1,other,no
5333,46,blue-collar,married,secondary,no,942,no,no,cellular,18,nov,240,3,119,2,failure,no
5334,43,technician,divorced,primary,no,13,no,yes,cellular,9,jul,977,4,-1,0,unknown,no
5335,31,technician,single,secondary,no,200,no,no,cellular,6,aug,315,2,-1,0,unknown,no
5336,56,unemployed,married,secondary,no,660,yes,no,unknown,6,jun,72,3,-1,0,unknown,no
5337,35,entrepreneur,married,secondary,no,1309,yes,no,cellular,18,nov,73,3,-1,0,unknown,no
5338,58,self-employed,married,tertiary,no,-364,yes,no,unknown,5,may,355,1,-1,0,unknown,no
5339,33,technician,married,secondary,no,-616,yes,yes,unknown,27,may,320,1,-1,0,unknown,no
5340,36,blue-collar,single,secondary,no,2596,no,no,unknown,18,jun,60,6,-1,0,unknown,no
5341,49,entrepreneur,single,secondary,no,5802,no,no,cellular,12,aug,175,3,104,2,success,no
5342,47,technician,married,secondary,no,568,yes,no,telephone,14,jul,256,2,-1,0,unknown,no
5343,61,retired,married,primary,no,296,yes,yes,unknown,3,jun,323,2,-1,0,unknown,no
5344,45,services,married,secondary,no,561,yes,no,unknown,29,may,340,7,-1,0,unknown,no
5345,53,management,divorced,tertiary,no,2894,yes,no,cellular,5,may,163,1,-1,0,unknown,no
5346,31,management,married,tertiary,no,2344,yes,no,cellular,14,aug,221,6,-1,0,unknown,no
5347,35,admin.,married,secondary,no,1345,yes,no,cellular,23,jul,135,1,-1,0,unknown,no
5348,55,management,married,tertiary,no,171,yes,no,cellular,8,aug,73,6,-1,0,unknown,no
5349,50,technician,married,secondary,no,1838,yes,yes,cellular,13,aug,221,8,-1,0,unknown,no
5350,53,unknown,married,unknown,no,549,no,no,telephone,28,jan,74,2,-1,0,unknown,no
5351,45,admin.,married,secondary,no,1097,yes,yes,cellular,2,feb,174,1,208,1,failure,no
5352,45,unemployed,married,tertiary,no,1148,no,no,cellular,19,nov,782,2,-1,0,unknown,no
5353,32,technician,single,tertiary,no,3818,no,no,cellular,18,aug,100,4,-1,0,unknown,no
5354,33,blue-collar,married,primary,no,934,yes,no,unknown,4,jun,244,2,-1,0,unknown,no
5355,51,blue-collar,married,primary,no,-637,yes,yes,cellular,19,nov,233,2,-1,0,unknown,no
5356,27,housemaid,married,secondary,yes,65,yes,yes,cellular,17,jul,59,1,-1,0,unknown,no
5357,37,technician,married,secondary,no,24,yes,no,cellular,13,aug,136,1,105,2,failure,no
5358,45,blue-collar,married,primary,no,907,no,no,cellular,18,aug,230,8,-1,0,unknown,no
5359,40,blue-collar,married,secondary,no,100,yes,no,unknown,29,may,218,2,-1,0,unknown,no
5360,41,blue-collar,married,primary,no,686,yes,no,cellular,21,nov,888,3,-1,0,unknown,no
5361,35,management,single,tertiary,no,3,yes,yes,cellular,6,feb,217,1,-1,0,unknown,no
5362,62,retired,married,tertiary,no,4692,yes,no,cellular,15,oct,73,1,-1,0,unknown,no
5363,42,technician,married,secondary,yes,-197,yes,no,cellular,6,aug,66,7,-1,0,unknown,no
5364,38,management,divorced,tertiary,no,4335,yes,no,cellular,20,nov,640,1,-1,0,unknown,no
5365,36,technician,single,secondary,no,664,no,no,cellular,22,aug,309,3,-1,0,unknown,no
5366,59,services,married,secondary,no,307,yes,yes,unknown,6,may,250,7,-1,0,unknown,no
5367,46,services,divorced,secondary,no,5,yes,yes,cellular,29,jan,305,2,-1,0,unknown,no
5368,42,blue-collar,married,primary,no,-67,yes,no,unknown,9,may,128,1,-1,0,unknown,no
5369,27,student,single,secondary,no,3754,no,no,cellular,15,mar,106,3,98,1,other,no
5370,44,technician,married,secondary,no,1139,yes,no,cellular,30,jan,64,1,-1,0,unknown,no
5371,32,services,married,secondary,no,250,yes,no,unknown,29,may,202,1,-1,0,unknown,no
5372,32,self-employed,divorced,tertiary,no,3695,yes,no,cellular,15,may,34,1,353,3,other,no
5373,43,blue-collar,married,secondary,no,1025,yes,no,cellular,2,jun,106,1,-1,0,unknown,no
5374,38,management,married,tertiary,no,328,no,no,cellular,8,aug,230,2,-1,0,unknown,no
5375,40,services,married,secondary,no,0,yes,no,cellular,2,jun,297,1,28,3,failure,no
5376,44,management,married,tertiary,no,6203,yes,yes,unknown,13,may,129,1,-1,0,unknown,no
5377,49,management,divorced,tertiary,no,1904,no,yes,cellular,17,nov,131,2,-1,0,unknown,no
5378,37,management,married,tertiary,no,347,yes,no,cellular,22,jul,282,1,-1,0,unknown,no
5379,40,unemployed,married,secondary,no,1289,no,no,cellular,26,may,260,2,-1,0,unknown,no
5380,54,management,divorced,tertiary,no,129,yes,no,unknown,30,may,132,1,-1,0,unknown,no
5381,38,blue-collar,married,primary,no,178,yes,no,unknown,20,may,245,1,-1,0,unknown,no
5382,45,management,married,tertiary,no,81,no,yes,cellular,30,jul,61,3,-1,0,unknown,no
5383,49,self-employed,married,tertiary,no,599,no,no,cellular,12,aug,174,1,-1,0,unknown,no
5384,46,technician,married,secondary,no,190,yes,no,cellular,12,aug,370,2,-1,0,unknown,no
5385,39,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,262,1,-1,0,unknown,no
5386,56,management,married,tertiary,no,563,yes,no,cellular,6,may,100,2,168,1,failure,no
5387,37,blue-collar,married,secondary,no,105,yes,no,unknown,8,may,69,2,-1,0,unknown,no
5388,39,management,married,tertiary,no,3518,yes,no,cellular,8,may,440,1,-1,0,unknown,no
5389,53,self-employed,married,secondary,no,248,no,yes,cellular,17,nov,99,1,126,3,failure,no
5390,38,blue-collar,married,secondary,no,961,yes,no,unknown,16,may,346,1,-1,0,unknown,no
5391,25,technician,single,tertiary,no,640,yes,no,unknown,13,may,492,2,-1,0,unknown,no
5392,35,technician,married,secondary,no,1144,no,no,cellular,20,aug,197,13,-1,0,unknown,no
5393,47,unemployed,married,primary,no,0,no,no,unknown,18,jun,308,1,-1,0,unknown,no
5394,40,management,married,tertiary,no,4381,no,no,telephone,29,jul,126,2,-1,0,unknown,no
5395,31,self-employed,married,tertiary,no,1134,no,no,cellular,6,feb,174,2,-1,0,unknown,no
5396,50,technician,married,primary,no,570,no,no,unknown,20,jun,21,3,-1,0,unknown,no
5397,40,blue-collar,married,secondary,no,0,yes,no,unknown,16,may,167,2,-1,0,unknown,no
5398,55,retired,married,tertiary,no,357,yes,no,cellular,11,aug,526,1,103,1,failure,no
5399,31,services,married,secondary,no,593,yes,no,cellular,19,nov,391,2,-1,0,unknown,no
5400,59,blue-collar,married,primary,no,229,yes,yes,unknown,7,may,19,1,-1,0,unknown,no
5401,52,management,married,primary,no,0,no,no,unknown,5,jun,85,3,-1,0,unknown,no
5402,55,unknown,married,secondary,no,1157,no,no,cellular,12,jul,289,1,412,2,failure,no
5403,49,management,married,tertiary,no,234,no,no,cellular,22,aug,55,6,-1,0,unknown,no
5404,31,self-employed,married,tertiary,no,322,yes,no,unknown,8,may,159,1,-1,0,unknown,no
5405,55,entrepreneur,married,secondary,no,113,yes,no,unknown,12,jun,186,1,-1,0,unknown,no
5406,38,entrepreneur,married,secondary,no,2139,yes,no,unknown,9,may,576,1,-1,0,unknown,no
5407,52,unemployed,married,secondary,no,2251,yes,no,unknown,3,jun,58,9,-1,0,unknown,no
5408,57,management,divorced,unknown,no,0,no,no,unknown,13,may,95,1,-1,0,unknown,no
5409,65,management,divorced,tertiary,no,2756,no,no,cellular,23,sep,1353,2,-1,0,unknown,no
5410,53,retired,married,tertiary,no,7132,no,no,cellular,13,aug,88,2,-1,0,unknown,no
5411,34,technician,single,tertiary,no,2047,yes,no,cellular,28,jul,57,5,-1,0,unknown,no
5412,41,self-employed,single,tertiary,no,0,no,no,cellular,18,nov,256,1,-1,0,unknown,no
5413,44,unemployed,married,tertiary,no,1151,yes,no,unknown,5,jun,127,2,-1,0,unknown,no
5414,49,technician,married,secondary,no,5244,no,no,cellular,25,aug,60,4,-1,0,unknown,no
5415,39,technician,married,secondary,no,1,yes,no,unknown,26,may,506,2,-1,0,unknown,no
5416,54,management,married,tertiary,no,203,no,no,cellular,21,nov,70,1,-1,0,unknown,no
5417,22,student,single,secondary,no,2162,no,no,telephone,2,feb,168,1,-1,0,unknown,no
5418,31,admin.,married,secondary,no,337,no,no,unknown,12,may,51,1,-1,0,unknown,no
5419,53,housemaid,married,unknown,no,0,no,no,cellular,22,aug,207,1,-1,0,unknown,no
5420,59,technician,divorced,secondary,no,2,no,no,cellular,26,aug,164,2,-1,0,unknown,no
5421,59,admin.,married,secondary,no,1365,no,no,unknown,19,jun,327,1,-1,0,unknown,no
5422,56,management,married,tertiary,no,2366,yes,yes,cellular,3,feb,538,2,188,4,failure,no
5423,52,management,divorced,tertiary,no,-803,yes,no,cellular,7,aug,131,3,-1,0,unknown,no
5424,57,entrepreneur,divorced,tertiary,no,873,no,no,unknown,17,jun,441,3,-1,0,unknown,no
5425,41,admin.,married,secondary,no,-76,NULL,no,cellular,16,apr,263,1,-1,0,unknown,no
5426,39,housemaid,married,tertiary,no,2990,no,no,telephone,30,apr,127,4,-1,0,unknown,no
5427,35,management,divorced,tertiary,no,538,yes,no,unknown,12,may,66,4,-1,0,unknown,no
5428,53,management,divorced,tertiary,no,6388,yes,no,telephone,23,jul,203,2,-1,0,unknown,no
5429,35,technician,married,secondary,no,840,yes,no,cellular,29,jul,281,4,-1,0,unknown,no
5430,25,technician,single,secondary,no,1847,no,no,cellular,26,may,137,2,-1,0,unknown,no
5431,34,services,married,secondary,no,40,yes,no,cellular,17,jul,302,2,-1,0,unknown,no
5432,38,self-employed,married,secondary,no,30,no,no,unknown,16,jun,91,1,-1,0,unknown,no
5433,42,management,married,primary,no,860,yes,no,unknown,15,may,90,3,-1,0,unknown,no
5434,28,self-employed,single,secondary,no,123,yes,no,unknown,9,may,97,1,-1,0,unknown,no
5435,35,blue-collar,married,secondary,no,667,yes,no,cellular,14,may,10,5,324,27,other,no
5436,34,admin.,single,secondary,no,601,no,no,cellular,17,nov,184,3,-1,0,unknown,no
5437,32,technician,married,secondary,no,616,yes,no,cellular,27,aug,118,7,-1,0,unknown,no
5438,38,entrepreneur,married,unknown,no,259,no,no,cellular,18,nov,63,1,-1,0,unknown,no
5439,32,management,single,tertiary,no,307,no,no,cellular,25,jan,96,1,201,3,success,no
5440,41,management,married,tertiary,no,-29,no,no,cellular,29,jan,41,2,266,2,failure,no
5441,41,blue-collar,married,secondary,no,849,yes,yes,cellular,12,may,100,4,-1,0,unknown,no
5442,26,management,single,tertiary,no,47,yes,no,cellular,18,may,63,1,-1,0,unknown,no
5443,60,retired,married,tertiary,no,2194,yes,no,telephone,20,apr,31,3,263,9,failure,no
5444,51,services,married,unknown,no,3413,no,no,cellular,27,aug,146,7,-1,0,unknown,no
5445,24,services,single,secondary,no,1299,yes,yes,cellular,18,may,113,2,-1,0,unknown,no
5446,37,blue-collar,married,unknown,no,622,yes,no,cellular,11,may,175,1,-1,0,unknown,no
5447,44,technician,married,secondary,no,1901,no,no,cellular,6,aug,165,2,-1,0,unknown,no
5448,74,retired,divorced,primary,no,166,no,no,cellular,13,aug,99,1,-1,0,unknown,no
5449,50,technician,married,secondary,no,1717,no,no,telephone,7,jul,416,8,-1,0,unknown,no
5450,31,management,single,tertiary,no,-160,yes,no,unknown,28,may,202,2,-1,0,unknown,no
5451,31,admin.,married,secondary,no,89,no,no,unknown,7,may,297,3,-1,0,unknown,no
5452,25,management,single,tertiary,no,493,yes,no,unknown,4,jun,301,1,-1,0,unknown,no
5453,39,entrepreneur,married,tertiary,no,2644,yes,no,unknown,20,may,253,1,-1,0,unknown,no
5454,30,management,single,tertiary,no,596,no,no,cellular,4,jun,125,2,-1,0,unknown,no
5455,60,management,married,secondary,no,0,no,no,cellular,20,may,321,4,87,8,failure,no
5456,48,technician,married,secondary,no,606,yes,no,cellular,19,aug,231,4,-1,0,unknown,no
5457,30,entrepreneur,married,secondary,no,-346,yes,yes,cellular,22,jul,88,1,-1,0,unknown,no
5458,43,services,single,secondary,no,550,yes,no,cellular,13,may,107,2,-1,0,unknown,no
5459,44,technician,single,primary,no,237,yes,no,cellular,25,jul,54,1,-1,0,unknown,no
5460,29,blue-collar,single,secondary,no,415,no,yes,cellular,28,jan,161,1,-1,0,unknown,no
5461,46,unemployed,married,secondary,no,-125,yes,no,unknown,6,may,23,1,-1,0,unknown,no
5462,28,blue-collar,single,tertiary,no,1984,yes,no,cellular,4,may,32,2,14,1,failure,no
5463,34,entrepreneur,married,tertiary,no,121,yes,no,telephone,18,may,57,6,-1,0,unknown,no
5464,42,management,divorced,tertiary,no,266,no,yes,cellular,28,jan,228,1,-1,0,unknown,no
5465,59,retired,married,secondary,no,1723,no,no,unknown,19,jun,70,1,-1,0,unknown,no
5466,27,blue-collar,single,secondary,no,1049,no,no,telephone,29,jan,389,3,-1,0,unknown,no
5467,36,blue-collar,married,primary,no,21,no,no,telephone,20,nov,35,1,-1,0,unknown,no
5468,34,blue-collar,single,secondary,no,341,yes,no,unknown,8,may,195,1,-1,0,unknown,no
5469,30,management,married,tertiary,no,233,yes,no,unknown,14,may,382,10,-1,0,unknown,no
5470,50,technician,married,tertiary,no,247,no,no,unknown,23,may,173,1,-1,0,unknown,no
5471,50,technician,married,tertiary,no,3117,no,no,cellular,20,nov,44,2,164,1,failure,no
5472,45,entrepreneur,married,secondary,no,242,no,yes,cellular,4,feb,510,1,198,4,failure,no
5473,40,blue-collar,single,unknown,no,24,yes,no,unknown,5,may,185,1,-1,0,unknown,no
5474,49,management,married,tertiary,no,7007,no,no,cellular,17,nov,325,2,-1,0,unknown,no
5475,54,retired,married,secondary,no,1851,no,no,unknown,11,jun,296,3,-1,0,unknown,no
5476,31,blue-collar,single,secondary,no,573,yes,no,telephone,5,feb,58,1,269,2,failure,no
5477,35,self-employed,married,tertiary,no,1178,yes,yes,cellular,15,apr,220,2,183,5,failure,no
5478,34,blue-collar,married,tertiary,no,748,yes,yes,cellular,6,may,161,1,-1,0,unknown,no
5479,48,admin.,divorced,secondary,no,-407,yes,no,cellular,14,may,210,2,352,1,failure,no
5480,51,blue-collar,married,secondary,no,4695,no,no,cellular,29,aug,8,10,-1,0,unknown,no
5481,47,unemployed,single,tertiary,no,2500,no,no,cellular,30,jan,240,1,-1,0,unknown,no
5482,45,retired,single,secondary,yes,86,no,no,cellular,21,nov,64,5,-1,0,unknown,no
5483,33,management,married,tertiary,no,968,no,yes,cellular,28,aug,95,10,-1,0,unknown,no
5484,33,services,single,secondary,no,192,no,no,cellular,24,jul,255,1,-1,0,unknown,no
5485,27,unemployed,single,primary,no,93,no,no,unknown,11,oct,4,1,-1,0,unknown,no
5486,47,technician,married,secondary,no,0,yes,no,cellular,25,may,234,1,-1,0,unknown,no
5487,54,self-employed,divorced,tertiary,no,0,yes,yes,cellular,29,jan,309,3,-1,0,unknown,no
5488,37,management,married,tertiary,no,-491,yes,no,cellular,5,feb,80,2,-1,0,unknown,no
5489,43,unknown,married,unknown,no,1517,no,no,unknown,20,jun,45,1,-1,0,unknown,no
5490,49,management,married,tertiary,no,0,yes,no,cellular,18,nov,102,1,-1,0,unknown,no
5491,43,unemployed,married,secondary,no,775,no,no,cellular,14,aug,98,1,106,1,failure,no
5492,27,admin.,single,secondary,no,276,yes,no,unknown,19,may,311,2,-1,0,unknown,no
5493,44,services,married,secondary,no,5781,yes,yes,cellular,15,may,195,1,-1,0,unknown,no
5494,37,management,divorced,tertiary,no,0,yes,no,cellular,11,may,217,6,-1,0,unknown,no
5495,50,services,married,secondary,no,901,yes,no,unknown,20,jun,8,6,-1,0,unknown,no
5496,50,entrepreneur,married,primary,no,431,yes,no,cellular,20,apr,12,5,-1,0,unknown,no
5497,52,services,married,primary,no,911,no,no,unknown,20,jun,29,2,-1,0,unknown,no
5498,26,admin.,single,secondary,no,96,no,no,cellular,6,may,606,1,345,1,failure,no
5499,35,technician,married,secondary,no,0,yes,yes,cellular,17,nov,199,1,-1,0,unknown,no
5500,47,services,divorced,secondary,no,-288,yes,no,unknown,28,may,107,7,-1,0,unknown,no
5501,55,services,divorced,primary,no,2923,yes,no,unknown,15,may,104,2,-1,0,unknown,no
5502,26,blue-collar,single,primary,no,16,no,yes,cellular,8,jul,249,2,-1,0,unknown,no
5503,37,self-employed,married,secondary,no,744,yes,yes,cellular,21,aug,161,3,-1,0,unknown,no
5504,56,blue-collar,married,primary,no,551,no,no,unknown,29,may,27,1,-1,0,unknown,no
5505,33,management,married,tertiary,no,322,yes,no,cellular,16,apr,77,3,-1,0,unknown,no
5506,36,blue-collar,married,secondary,no,199,yes,no,cellular,9,jul,183,1,-1,0,unknown,no
5507,32,management,single,tertiary,no,0,no,no,cellular,22,aug,360,2,-1,0,unknown,no
5508,30,technician,single,tertiary,no,0,no,no,cellular,28,aug,262,6,-1,0,unknown,no
5509,39,management,single,tertiary,no,633,no,no,cellular,19,nov,105,2,133,3,failure,no
5510,28,management,single,tertiary,no,203,no,no,cellular,29,jan,145,2,-1,0,unknown,no
5511,36,self-employed,single,tertiary,no,583,no,no,cellular,30,jan,859,1,235,1,other,no
5512,39,admin.,single,secondary,no,2749,yes,no,cellular,19,nov,128,1,-1,0,unknown,no
5513,48,management,divorced,secondary,no,769,no,yes,cellular,28,jan,58,2,184,15,other,no
5514,34,blue-collar,married,secondary,no,1924,yes,yes,cellular,1,apr,161,2,253,1,failure,no
5515,50,blue-collar,married,primary,no,1064,yes,no,cellular,8,aug,31,2,-1,0,unknown,no
5516,26,admin.,single,secondary,no,1099,no,no,cellular,15,jan,99,2,225,13,other,no
5517,35,entrepreneur,married,secondary,no,2971,no,no,cellular,21,nov,112,2,-1,0,unknown,no
5518,44,blue-collar,married,primary,no,2657,yes,no,unknown,20,jun,202,2,-1,0,unknown,no
5519,47,management,married,secondary,no,21,yes,no,cellular,18,nov,229,2,-1,0,unknown,no
5520,62,management,married,tertiary,no,0,no,no,cellular,13,apr,113,3,182,3,failure,no
5521,55,management,single,tertiary,no,0,no,no,cellular,3,nov,222,3,187,3,failure,no
5522,26,management,single,tertiary,no,9447,no,no,cellular,4,sep,113,1,100,2,other,no
5523,88,retired,married,secondary,no,433,no,no,telephone,15,sep,161,1,274,1,failure,no
5524,28,technician,single,tertiary,no,375,yes,no,cellular,14,may,43,1,350,1,other,no
5525,41,services,married,secondary,no,2399,yes,no,cellular,15,may,303,2,351,2,failure,no
5526,25,technician,single,tertiary,no,148,no,no,cellular,23,jul,421,1,-1,0,unknown,no
5527,40,entrepreneur,divorced,tertiary,no,224,no,no,unknown,20,jun,606,1,-1,0,unknown,no
5528,35,blue-collar,married,primary,no,147,yes,no,cellular,5,may,358,1,337,3,failure,no
5529,65,retired,divorced,secondary,no,744,no,no,cellular,5,jul,182,1,-1,0,unknown,no
5530,40,self-employed,single,tertiary,no,-94,yes,no,cellular,16,jul,90,1,-1,0,unknown,no
5531,43,management,divorced,tertiary,no,9,yes,no,cellular,26,aug,89,5,401,1,failure,no
5532,29,management,single,tertiary,no,1218,no,no,cellular,30,jan,258,2,-1,0,unknown,no
5533,48,management,single,secondary,no,1106,no,yes,cellular,8,jul,265,1,-1,0,unknown,no
5534,35,blue-collar,married,secondary,no,0,yes,no,cellular,9,jul,277,1,-1,0,unknown,no
5535,30,technician,single,secondary,no,167,no,no,unknown,14,sep,9,1,-1,0,unknown,no
5536,32,management,single,tertiary,no,0,yes,no,cellular,20,apr,415,2,-1,0,unknown,no
5537,30,student,married,tertiary,no,324,no,no,cellular,25,aug,585,4,-1,0,unknown,no
5538,30,admin.,single,secondary,no,127,yes,no,cellular,18,may,16,6,368,1,other,no
5539,24,admin.,married,secondary,no,230,yes,no,cellular,15,may,73,1,-1,0,unknown,no
5540,29,technician,married,secondary,no,344,yes,yes,unknown,28,may,279,2,-1,0,unknown,no
5541,44,management,married,tertiary,no,105,yes,no,unknown,6,may,1529,2,-1,0,unknown,no
5542,42,blue-collar,married,secondary,no,634,yes,no,cellular,24,jul,256,2,-1,0,unknown,no
5543,45,housemaid,married,primary,no,317,yes,no,cellular,8,apr,325,2,-1,0,unknown,no
