,id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,date
1519,1520,34,admin.,single,secondary,False,63,True,False,cellular,17,Apr,678,1,-1,0,unknown,True,2008-04-17
1520,1521,52,retired,divorced,primary,False,-779,True,True,cellular,17,Apr,709,1,-1,0,unknown,True,2008-04-17
1521,1522,35,blue-collar,married,secondary,False,293,True,False,cellular,17,Apr,1017,1,325,1,other,True,2008-04-17
1522,1523,32,management,divorced,tertiary,False,294,True,False,cellular,17,Apr,1095,1,274,5,success,True,2008-04-17
1523,1524,60,management,married,tertiary,False,13546,False,False,cellular,17,Apr,452,3,-1,0,unknown,True,2008-04-17
1524,1525,34,blue-collar,married,primary,False,329,True,False,cellular,17,Apr,952,1,343,1,failure,True,2008-04-17
1525,1526,30,admin.,single,secondary,False,69,True,False,cellular,17,Apr,997,1,-1,0,unknown,True,2008-04-17
1526,1527,39,self-employed,married,tertiary,False,-3058,True,True,cellular,17,Apr,882,3,-1,0,unknown,True,2008-04-17
1527,1528,40,services,single,secondary,False,224,True,False,cellular,17,Apr,875,2,-1,0,unknown,True,2008-04-17
1528,1529,38,management,married,tertiary,False,165,True,False,cellular,17,Apr,526,1,260,2,other,True,2008-04-17
1529,1530,35,management,single,tertiary,False,397,True,False,cellular,17,Apr,594,1,-1,0,unknown,True,2008-04-17
1530,1531,37,blue-collar,married,primary,False,3154,True,False,cellular,17,Apr,404,1,305,3,failure,True,2008-04-17
1531,1532,29,technician,married,secondary,False,1180,True,False,cellular,17,Apr,367,3,323,3,failure,True,2008-04-17
1532,1533,36,technician,single,secondary,True,-487,True,False,cellular,17,Apr,1080,1,-1,0,unknown,True,2008-04-17
1533,1534,34,management,married,secondary,True,879,True,False,cellular,17,Apr,712,1,344,1,failure,True,2008-04-17
1534,1535,33,technician,married,secondary,False,806,False,False,cellular,17,Apr,108,1,-1,0,unknown,True,2008-04-17
1535,1536,29,technician,single,secondary,False,674,False,False,cellular,17,Apr,170,5,-1,0,unknown,True,2008-04-17
1536,1537,33,management,married,tertiary,False,0,True,False,cellular,17,Apr,378,1,-1,0,unknown,True,2008-04-17
1537,1538,41,self-employed,married,secondary,False,323,True,False,cellular,17,Apr,949,2,254,6,other,True,2008-04-17
1538,1539,74,retired,married,secondary,False,921,False,False,telephone,17,Apr,394,2,-1,0,unknown,True,2008-04-17
1539,1540,53,technician,married,secondary,False,5303,True,False,telephone,17,Apr,320,3,180,1,success,True,2008-04-17
1540,1541,38,admin.,married,secondary,False,0,True,True,cellular,17,Apr,547,2,-1,0,unknown,True,2008-04-17
1541,1542,41,technician,married,secondary,False,4004,False,False,cellular,17,Apr,314,2,-1,0,unknown,True,2008-04-17
1542,1543,52,technician,married,secondary,False,386,False,False,cellular,20,Apr,438,1,-1,0,unknown,True,2008-04-20
1543,1544,40,technician,married,primary,False,284,True,False,cellular,20,Apr,1332,2,-1,0,unknown,True,2008-04-20
1544,1545,32,entrepreneur,married,secondary,False,-242,True,False,cellular,20,Apr,1202,3,-1,0,unknown,True,2008-04-20
1545,1546,28,technician,married,secondary,False,1086,True,False,cellular,20,Apr,1112,3,-1,0,unknown,True,2008-04-20
1546,1547,28,management,single,secondary,False,2840,False,False,cellular,20,Apr,227,5,-1,0,unknown,True,2008-04-20
1547,1548,35,management,married,tertiary,False,43,True,False,cellular,20,Apr,860,1,-1,0,unknown,True,2008-04-20
1548,1549,46,management,married,primary,False,3229,True,False,cellular,20,Apr,1550,1,-1,0,unknown,True,2008-04-20
1549,1550,50,unknown,married,primary,False,341,True,True,cellular,20,Apr,670,4,340,2,success,True,2008-04-20
1550,1551,44,blue-collar,single,secondary,False,0,False,False,cellular,20,Apr,133,1,-1,0,unknown,True,2008-04-20
1551,1552,29,blue-collar,divorced,secondary,False,-19,True,False,cellular,20,Apr,712,4,-1,0,unknown,True,2008-04-20
1552,1553,61,retired,married,secondary,False,243,False,False,cellular,20,Apr,194,1,-1,0,unknown,True,2008-04-20
1553,1554,70,retired,married,secondary,False,2575,False,False,telephone,20,Apr,216,2,-1,0,unknown,True,2008-04-20
1554,1555,44,blue-collar,married,secondary,True,105,True,False,cellular,20,Apr,586,1,-1,0,unknown,True,2008-04-20
1555,1556,59,management,married,tertiary,False,0,True,True,cellular,20,Apr,392,1,-1,0,unknown,True,2008-04-20
1556,1557,45,blue-collar,married,primary,True,-443,True,True,cellular,20,Apr,691,1,-1,0,unknown,True,2008-04-20
1557,1558,39,technician,married,tertiary,False,1524,False,False,cellular,20,Apr,567,1,-1,0,unknown,True,2008-04-20
1558,1559,36,blue-collar,married,primary,False,1925,True,False,cellular,20,Apr,904,2,-1,0,unknown,True,2008-04-20
1559,1560,78,retired,married,primary,False,240,False,False,cellular,20,Apr,325,1,-1,0,unknown,True,2008-04-20
1560,1561,28,technician,single,tertiary,False,387,True,False,cellular,20,Apr,205,1,82,1,failure,True,2008-04-20
1561,1562,50,self-employed,divorced,tertiary,False,13,True,False,cellular,20,Apr,76,1,-1,0,unknown,True,2008-04-20
1562,1563,73,retired,divorced,tertiary,False,3203,False,False,cellular,20,Apr,148,1,-1,0,unknown,True,2008-04-20
1563,1564,34,management,married,tertiary,False,606,False,False,cellular,20,Apr,97,1,-1,0,unknown,True,2008-04-20
1564,1565,28,student,single,secondary,False,0,False,False,cellular,20,Apr,185,1,-1,0,unknown,True,2008-04-20
1565,1566,42,admin.,divorced,secondary,False,527,False,True,cellular,20,Apr,112,1,-1,0,unknown,True,2008-04-20
1566,1567,54,unemployed,divorced,secondary,False,309,False,False,cellular,20,Apr,241,1,-1,0,unknown,True,2008-04-20
1567,1568,27,blue-collar,married,secondary,False,4333,False,False,cellular,20,Apr,163,1,-1,0,unknown,True,2008-04-20
1568,1569,73,retired,married,primary,False,253,False,False,cellular,20,Apr,345,1,-1,0,unknown,True,2008-04-20
1569,1570,33,management,single,tertiary,False,6807,False,False,cellular,20,Apr,163,1,-1,0,unknown,True,2008-04-20
1570,1571,51,entrepreneur,married,tertiary,False,83,False,False,cellular,20,Apr,267,2,-1,0,unknown,True,2008-04-20
1571,1572,32,management,single,tertiary,False,819,True,False,cellular,20,Apr,114,2,-1,0,unknown,True,2008-04-20
1572,1573,33,technician,married,secondary,False,1968,True,False,cellular,20,Apr,1817,3,-1,0,unknown,True,2008-04-20
1573,1574,26,services,single,secondary,False,136,False,False,cellular,20,Apr,120,1,-1,0,unknown,True,2008-04-20
1574,1575,32,technician,single,secondary,False,1995,True,False,cellular,20,Apr,121,1,-1,0,unknown,True,2008-04-20
1575,1576,41,blue-collar,divorced,primary,False,285,True,False,cellular,20,Apr,1272,2,-1,0,unknown,True,2008-04-20
1576,1577,39,blue-collar,married,unknown,False,621,True,False,cellular,20,Apr,1333,5,-1,0,unknown,True,2008-04-20
1577,1578,24,student,single,secondary,False,597,True,False,cellular,20,Apr,943,3,-1,0,unknown,True,2008-04-20
1578,1579,37,blue-collar,divorced,secondary,False,0,True,False,cellular,21,Apr,146,4,-1,0,unknown,True,2008-04-21
1579,1580,35,management,single,tertiary,False,1750,True,False,cellular,21,Apr,333,3,-1,0,unknown,True,2008-04-21
1580,1581,26,student,single,tertiary,False,10086,False,False,cellular,21,Apr,110,2,-1,0,unknown,True,2008-04-21
1581,1582,29,technician,single,secondary,False,3466,False,False,cellular,21,Apr,274,1,-1,0,unknown,True,2008-04-21
1582,1583,63,retired,married,unknown,False,2193,False,False,telephone,21,Apr,1348,4,-1,0,unknown,True,2008-04-21
1583,1584,95,retired,divorced,primary,False,2282,False,False,telephone,21,Apr,207,17,-1,0,unknown,True,2008-04-21
1584,1585,65,retired,married,tertiary,False,1973,False,False,telephone,21,Apr,396,3,-1,0,unknown,True,2008-04-21
1585,1586,59,technician,married,secondary,False,10925,False,False,cellular,21,Apr,100,1,-1,0,unknown,True,2008-04-21
1586,1587,35,management,single,tertiary,False,704,False,False,cellular,21,Apr,164,1,-1,0,unknown,True,2008-04-21
1587,1588,74,retired,married,secondary,False,9480,False,False,cellular,21,Apr,211,1,-1,0,unknown,True,2008-04-21
1588,1589,56,unemployed,married,primary,False,3391,False,False,cellular,21,Apr,243,1,-1,0,unknown,True,2008-04-21
1589,1590,26,student,single,tertiary,False,1134,False,False,cellular,21,Apr,464,4,-1,0,unknown,True,2008-04-21
1590,1591,30,blue-collar,single,unknown,False,6281,False,False,cellular,21,Apr,149,2,-1,0,unknown,True,2008-04-21
1591,1592,29,self-employed,married,secondary,False,123,False,True,cellular,21,Apr,158,2,181,1,success,True,2008-04-21
1592,1593,78,retired,married,primary,False,8556,False,False,telephone,21,Apr,137,2,-1,0,unknown,True,2008-04-21
1593,1594,45,unknown,divorced,unknown,False,0,False,False,cellular,21,Apr,278,3,-1,0,unknown,True,2008-04-21
1594,1595,29,blue-collar,single,secondary,False,2,True,True,cellular,21,Apr,379,5,-1,0,unknown,True,2008-04-21
1595,1596,39,admin.,married,tertiary,False,1108,False,False,cellular,21,Apr,204,1,-1,0,unknown,True,2008-04-21
1596,1597,45,management,married,tertiary,False,212,False,False,cellular,21,Apr,65,2,-1,0,unknown,True,2008-04-21
1597,1598,45,technician,married,tertiary,False,5110,False,False,cellular,22,Apr,341,2,-1,0,unknown,True,2008-04-22
1598,1599,36,student,single,secondary,False,17,False,False,cellular,22,Apr,621,1,-1,0,unknown,True,2008-04-22
1599,1600,41,unknown,single,unknown,False,942,False,False,cellular,22,Apr,219,1,-1,0,unknown,True,2008-04-22
1600,1601,38,technician,married,secondary,False,0,True,False,cellular,22,Apr,315,1,-1,0,unknown,True,2008-04-22
1601,1602,33,admin.,married,tertiary,False,882,False,False,cellular,22,Apr,104,1,183,4,failure,True,2008-04-22
1602,1603,30,services,married,tertiary,False,81,False,False,cellular,22,Apr,145,1,-1,0,unknown,True,2008-04-22
1603,1604,65,retired,married,primary,False,276,False,False,cellular,22,Apr,229,1,-1,0,unknown,True,2008-04-22
1604,1605,75,retired,married,tertiary,False,2991,False,False,cellular,22,Apr,240,1,-1,0,unknown,True,2008-04-22
1605,1606,65,management,divorced,tertiary,False,90,True,False,cellular,22,Apr,416,1,-1,0,unknown,True,2008-04-22
1606,1607,53,management,married,tertiary,False,3754,False,False,cellular,22,Apr,307,1,278,2,failure,True,2008-04-22
1607,1608,40,management,married,primary,False,395,True,False,cellular,22,Apr,232,4,-1,0,unknown,True,2008-04-22
1608,1609,31,admin.,single,tertiary,False,676,True,False,cellular,22,Apr,124,2,343,2,other,True,2008-04-22
1609,1610,25,student,single,secondary,False,8,False,False,cellular,22,Apr,107,2,-1,0,unknown,True,2008-04-22
1610,1611,37,technician,married,secondary,False,0,True,False,cellular,22,Apr,1288,3,-1,0,unknown,True,2008-04-22
1611,1612,32,management,single,tertiary,False,2069,False,False,cellular,22,Apr,545,1,-1,0,unknown,True,2008-04-22
1612,1613,45,management,married,tertiary,False,506,False,False,cellular,23,Apr,229,2,-1,0,unknown,True,2008-04-23
1613,1614,35,management,married,tertiary,False,8,False,False,cellular,23,Apr,93,3,-1,0,unknown,True,2008-04-23
1614,1615,74,retired,married,primary,False,670,False,False,cellular,23,Apr,266,5,-1,0,unknown,True,2008-04-23
1615,1616,37,management,married,tertiary,False,0,True,False,cellular,23,Apr,242,5,153,7,failure,True,2008-04-23
1616,1617,59,blue-collar,married,primary,False,1939,False,False,cellular,23,Apr,172,1,-1,0,unknown,True,2008-04-23
1617,1618,76,management,married,unknown,False,1780,True,False,telephone,23,Apr,413,3,-1,0,unknown,True,2008-04-23
1618,1619,25,blue-collar,single,secondary,False,0,False,False,cellular,23,Apr,163,1,-1,0,unknown,True,2008-04-23
1619,1620,27,services,single,secondary,False,955,False,False,cellular,23,Apr,206,1,-1,0,unknown,True,2008-04-23
1620,1621,39,admin.,married,secondary,False,732,False,False,cellular,23,Apr,522,4,-1,0,unknown,True,2008-04-23
1621,1622,24,services,single,unknown,False,2022,False,False,cellular,23,Apr,159,4,-1,0,unknown,True,2008-04-23
1622,1623,28,blue-collar,single,tertiary,False,4099,False,False,cellular,23,Apr,116,4,-1,0,unknown,True,2008-04-23
1623,1624,51,management,married,tertiary,False,4917,False,False,cellular,23,Apr,113,1,-1,0,unknown,True,2008-04-23
1624,1625,66,retired,married,primary,False,2883,False,False,cellular,23,Apr,158,1,-1,0,unknown,True,2008-04-23
1625,1626,28,unemployed,single,primary,False,1374,False,False,cellular,23,Apr,203,4,-1,0,unknown,True,2008-04-23
1626,1627,30,management,single,tertiary,False,398,False,False,cellular,24,Apr,235,2,-1,0,unknown,True,2008-04-24
1627,1628,58,blue-collar,married,secondary,False,3027,True,False,cellular,24,Apr,160,1,-1,0,unknown,True,2008-04-24
1628,1629,32,management,single,tertiary,False,2974,True,False,cellular,24,Apr,227,1,4,1,failure,True,2008-04-24
1629,1630,31,technician,single,tertiary,False,1081,False,False,cellular,24,Apr,202,5,261,2,failure,True,2008-04-24
1630,1631,71,technician,married,tertiary,False,383,False,False,cellular,27,Apr,388,3,-1,0,unknown,True,2008-04-27
1631,1632,37,admin.,married,tertiary,False,3913,True,False,cellular,27,Apr,124,1,-1,0,unknown,True,2008-04-27
1632,1633,56,management,divorced,tertiary,False,3287,False,False,cellular,27,Apr,497,1,-1,0,unknown,True,2008-04-27
1633,1634,65,retired,married,primary,False,3629,False,False,cellular,27,Apr,148,1,-1,0,unknown,True,2008-04-27
1634,1635,72,self-employed,married,tertiary,False,132,False,False,cellular,27,Apr,444,1,-1,0,unknown,True,2008-04-27
1635,1636,51,admin.,single,secondary,False,726,True,False,cellular,27,Apr,89,8,-1,0,unknown,True,2008-04-27
1636,1637,35,blue-collar,married,secondary,False,149,True,False,cellular,29,Apr,507,3,349,1,other,True,2008-04-29
1637,1638,34,blue-collar,married,secondary,False,640,True,False,cellular,29,Apr,636,2,-1,0,unknown,True,2008-04-29
1638,1639,29,admin.,married,secondary,False,7707,True,False,cellular,29,Apr,961,2,334,2,failure,True,2008-04-29
1639,1640,30,technician,single,tertiary,False,53,False,False,cellular,29,Apr,375,1,-1,0,unknown,True,2008-04-29
1640,1641,39,technician,single,secondary,False,15,True,False,cellular,30,Apr,510,1,-1,0,unknown,True,2008-04-30
1641,1642,45,management,married,tertiary,False,242,False,False,cellular,30,Apr,587,1,-1,0,unknown,True,2008-04-30
1642,1643,28,admin.,single,secondary,False,377,False,False,cellular,30,Apr,571,1,-1,0,unknown,True,2008-04-30
1643,1644,52,unemployed,married,secondary,False,94,False,False,cellular,30,Apr,244,1,-1,0,unknown,True,2008-04-30
1644,1645,59,retired,married,primary,False,363,False,False,cellular,30,Apr,400,1,-1,0,unknown,True,2008-04-30
1645,1646,38,services,married,secondary,False,1970,True,False,cellular,30,Apr,701,1,176,1,success,True,2008-04-30
1646,1647,47,technician,married,secondary,False,1167,True,False,cellular,30,Apr,968,1,87,5,failure,True,2008-04-30
1647,1648,52,management,married,tertiary,False,193,False,False,cellular,30,Apr,381,1,269,1,failure,True,2008-04-30
1648,1649,38,management,married,tertiary,False,0,True,False,cellular,30,Apr,571,1,-1,0,unknown,True,2008-04-30
1649,1650,29,student,single,secondary,False,78,False,False,cellular,30,Apr,239,1,-1,0,unknown,True,2008-04-30
1650,1651,36,unemployed,single,tertiary,False,1291,False,False,cellular,30,Apr,195,1,86,1,success,True,2008-04-30
1651,1652,58,retired,married,tertiary,False,1425,False,False,cellular,30,Apr,224,1,-1,0,unknown,True,2008-04-30
1652,1653,31,technician,married,tertiary,False,3382,False,False,cellular,30,Apr,739,1,-1,0,unknown,True,2008-04-30
1653,1654,59,retired,divorced,secondary,False,5583,True,False,cellular,30,Apr,720,1,-1,0,unknown,True,2008-04-30
1654,1655,47,blue-collar,married,secondary,False,1230,True,False,cellular,30,Apr,412,1,169,1,success,True,2008-04-30
1655,1656,36,admin.,married,secondary,False,96,False,False,cellular,30,Apr,208,1,87,1,success,True,2008-04-30
1656,1657,21,student,single,secondary,False,224,False,False,cellular,30,Apr,871,1,-1,0,unknown,True,2008-04-30
1657,1658,23,student,single,secondary,False,0,False,False,cellular,30,Apr,297,1,83,6,success,True,2008-04-30
1658,1659,47,blue-collar,married,secondary,False,1730,True,False,cellular,30,Apr,231,1,-1,0,unknown,True,2008-04-30
1659,1660,29,management,single,tertiary,False,697,False,False,cellular,30,Apr,365,1,85,1,success,True,2008-04-30
1660,1661,25,management,single,tertiary,False,943,False,False,cellular,30,Apr,512,1,-1,0,unknown,True,2008-04-30
1661,1662,37,technician,married,secondary,False,1458,False,False,cellular,30,Apr,281,1,-1,0,unknown,True,2008-04-30
1662,1663,33,admin.,married,secondary,False,95,True,False,cellular,30,Apr,335,1,-1,0,unknown,True,2008-04-30
1663,1664,59,technician,married,secondary,False,2308,False,False,cellular,30,Apr,815,1,87,1,other,True,2008-04-30
1664,1665,58,management,divorced,tertiary,False,5701,False,False,cellular,30,Apr,354,1,87,1,success,True,2008-04-30
1665,1666,44,blue-collar,married,unknown,False,1529,True,False,cellular,30,Apr,347,1,-1,0,unknown,True,2008-04-30
1666,1667,48,blue-collar,married,secondary,False,292,False,False,cellular,30,Apr,271,1,79,1,success,True,2008-04-30
1667,1668,34,self-employed,married,primary,False,7468,True,True,cellular,30,Apr,383,1,-1,0,unknown,True,2008-04-30
1668,1669,42,technician,married,unknown,False,1559,False,False,cellular,30,Apr,368,1,-1,0,unknown,True,2008-04-30
1669,1670,54,admin.,divorced,secondary,False,1693,False,False,cellular,30,Apr,1277,1,87,2,other,True,2008-04-30
1670,1671,42,technician,married,tertiary,False,757,False,False,cellular,30,Apr,354,1,79,1,success,True,2008-04-30
1671,1672,42,blue-collar,married,primary,False,201,True,False,cellular,30,Apr,841,1,85,2,failure,True,2008-04-30
1672,1673,44,self-employed,divorced,tertiary,False,1070,True,False,cellular,30,Apr,381,1,160,2,other,True,2008-04-30
1673,1674,37,blue-collar,married,secondary,False,1330,False,False,cellular,30,Apr,390,1,-1,0,unknown,True,2008-04-30
1674,1675,29,student,single,secondary,False,314,False,False,cellular,30,Apr,465,1,-1,0,unknown,True,2008-04-30
1675,1676,47,unknown,married,unknown,False,677,False,False,cellular,30,Apr,900,2,86,2,failure,True,2008-04-30
1676,1677,24,management,single,tertiary,False,2845,False,False,cellular,30,Apr,779,2,-1,0,unknown,True,2008-04-30
1677,1678,34,admin.,single,secondary,False,-32,False,True,cellular,30,Apr,246,2,-1,0,unknown,True,2008-04-30
1678,1679,30,management,single,tertiary,False,398,False,False,cellular,30,Apr,554,1,6,2,success,True,2008-04-30
1679,1680,46,technician,married,secondary,False,0,False,False,cellular,30,Apr,200,1,259,2,other,True,2008-04-30
1680,1681,34,services,married,secondary,False,1337,False,False,cellular,30,Apr,442,1,-1,0,unknown,True,2008-04-30
1681,1682,59,retired,married,secondary,False,493,False,False,cellular,30,Apr,237,1,-1,0,unknown,True,2008-04-30
1682,1683,35,management,single,tertiary,False,1750,True,False,cellular,30,Apr,687,1,9,3,success,True,2008-04-30
1683,1684,33,technician,married,tertiary,False,4401,False,False,cellular,30,Apr,439,1,-1,0,unknown,True,2008-04-30
1684,1685,35,management,married,tertiary,False,193,True,False,cellular,30,Apr,565,1,13,1,failure,True,2008-04-30
1685,1686,37,management,married,tertiary,False,5106,False,False,cellular,30,Apr,244,1,-1,0,unknown,True,2008-04-30
1686,1687,35,admin.,single,tertiary,False,994,False,False,cellular,30,Apr,400,1,87,2,failure,True,2008-04-30
1687,1688,38,technician,single,tertiary,False,1101,False,False,cellular,30,Apr,800,1,-1,0,unknown,True,2008-04-30
1688,1689,33,blue-collar,single,unknown,False,129,True,True,cellular,30,Apr,482,1,161,1,failure,True,2008-04-30
1689,1690,42,management,married,tertiary,False,6060,True,False,cellular,30,Apr,316,1,350,2,failure,True,2008-04-30
1690,1691,33,management,married,tertiary,False,55,False,False,cellular,30,Apr,526,2,87,3,failure,True,2008-04-30
1691,1692,53,management,married,tertiary,False,1624,False,False,cellular,30,Apr,284,3,84,3,success,True,2008-04-30
1692,1693,53,services,married,secondary,False,341,False,False,cellular,30,Apr,423,2,-1,0,unknown,True,2008-04-30
1693,1694,31,management,single,tertiary,False,2016,False,False,cellular,30,Apr,209,1,-1,0,unknown,True,2008-04-30
1694,1695,26,admin.,single,secondary,False,255,False,False,cellular,30,Apr,457,1,80,1,success,True,2008-04-30
1695,1696,30,technician,single,secondary,False,4684,True,False,cellular,30,Apr,268,3,-1,0,unknown,True,2008-04-30
1696,1697,24,admin.,single,secondary,False,1052,False,False,cellular,30,Apr,354,1,-1,0,unknown,True,2008-04-30
1697,1698,28,management,single,tertiary,False,1808,False,False,cellular,30,Apr,309,1,-1,0,unknown,True,2008-04-30
1698,1699,26,unemployed,single,tertiary,False,3511,False,False,cellular,30,Apr,439,2,-1,0,unknown,True,2008-04-30
1699,1700,35,technician,married,secondary,False,518,True,False,cellular,30,Apr,616,1,-1,0,unknown,True,2008-04-30
1700,1701,28,technician,single,secondary,False,227,False,False,cellular,30,Apr,278,1,-1,0,unknown,True,2008-04-30
1701,1702,30,admin.,single,secondary,False,270,False,False,cellular,30,Apr,437,1,80,1,success,True,2008-04-30
1702,1703,32,management,married,tertiary,False,4733,False,False,cellular,30,Apr,532,1,-1,0,unknown,True,2008-04-30
1703,1704,52,self-employed,married,tertiary,False,6657,False,False,telephone,30,Apr,917,1,-1,0,unknown,True,2008-04-30
1704,1705,38,management,married,tertiary,False,613,False,False,cellular,30,Apr,242,1,86,1,success,True,2008-04-30
1705,1706,34,self-employed,single,tertiary,False,5462,False,False,cellular,30,Apr,430,1,-1,0,unknown,True,2008-04-30
1706,1707,29,technician,single,secondary,False,674,False,False,cellular,30,Apr,483,1,13,5,success,True,2008-04-30
1707,1708,30,management,single,tertiary,False,364,False,False,cellular,30,Apr,306,2,-1,0,unknown,True,2008-04-30
1708,1709,31,services,single,secondary,False,181,False,False,cellular,30,Apr,325,1,-1,0,unknown,True,2008-04-30
1709,1710,24,student,single,primary,False,474,False,False,cellular,30,Apr,551,1,-1,0,unknown,True,2008-04-30
1710,1711,25,management,single,tertiary,False,219,False,False,cellular,30,Apr,458,1,-1,0,unknown,True,2008-04-30
1711,1712,47,management,single,tertiary,False,86,False,False,cellular,30,Apr,387,3,87,1,success,True,2008-04-30
1712,1713,33,student,single,unknown,False,1170,False,False,cellular,30,Apr,352,1,-1,0,unknown,True,2008-04-30
1713,1714,34,admin.,single,tertiary,False,18,True,True,cellular,30,Apr,359,1,-1,0,unknown,True,2008-04-30
1714,1715,36,technician,single,tertiary,False,197,False,False,cellular,30,Apr,260,1,-1,0,unknown,True,2008-04-30
1715,1716,50,management,married,tertiary,False,938,False,False,cellular,30,Apr,780,1,-1,0,unknown,True,2008-04-30
1716,1717,34,management,single,tertiary,False,1228,False,False,cellular,30,Apr,580,2,84,8,success,True,2008-04-30
1717,1718,54,technician,divorced,secondary,False,2156,True,False,cellular,30,Apr,258,1,86,5,success,True,2008-04-30
1718,1719,47,technician,married,tertiary,False,2408,False,False,cellular,30,Apr,376,1,-1,0,unknown,True,2008-04-30
1719,1720,31,admin.,married,secondary,False,35,False,False,cellular,30,Apr,615,1,-1,0,unknown,True,2008-04-30
1720,1721,36,management,married,tertiary,False,393,True,False,cellular,30,Apr,555,2,-1,0,unknown,True,2008-04-30
1721,1722,35,services,married,unknown,False,618,False,False,cellular,30,Apr,951,1,-1,0,unknown,True,2008-04-30
1722,1723,25,student,single,secondary,False,1608,False,False,cellular,30,Apr,664,2,-1,0,unknown,True,2008-04-30
1723,1724,46,management,married,tertiary,False,699,False,False,cellular,30,Apr,970,1,87,1,failure,True,2008-04-30
1724,1725,49,entrepreneur,single,secondary,False,5802,False,False,cellular,30,Apr,618,2,-1,0,unknown,True,2008-04-30
1725,1726,47,blue-collar,married,primary,False,2749,True,False,cellular,30,Apr,774,2,164,1,failure,True,2008-04-30
1726,1727,35,management,single,tertiary,False,1162,False,False,cellular,30,Apr,175,1,-1,0,unknown,True,2008-04-30
1727,1728,30,technician,married,secondary,False,776,False,False,cellular,30,Apr,861,2,-1,0,unknown,True,2008-04-30
1728,1729,31,management,single,tertiary,False,1619,False,False,cellular,30,Apr,327,2,-1,0,unknown,True,2008-04-30
1729,1730,55,admin.,married,secondary,False,139,False,False,cellular,30,Apr,241,1,-1,0,unknown,True,2008-04-30
1730,1731,25,admin.,single,secondary,False,2816,False,False,cellular,30,Apr,327,1,-1,0,unknown,True,2008-04-30
1731,1732,26,technician,single,secondary,False,507,False,False,cellular,30,Apr,380,1,-1,0,unknown,True,2008-04-30
1732,1733,85,retired,married,primary,False,98,False,False,cellular,30,Apr,416,1,-1,0,unknown,True,2008-04-30
1733,1734,29,management,single,tertiary,False,2753,False,False,cellular,30,Apr,645,1,-1,0,unknown,True,2008-04-30
1734,1735,39,management,married,tertiary,False,0,False,False,cellular,30,Apr,342,3,22,3,other,True,2008-04-30
1735,1736,33,blue-collar,single,secondary,False,498,False,False,cellular,30,Apr,301,1,-1,0,unknown,True,2008-04-30
1736,1737,33,blue-collar,single,tertiary,False,700,False,False,cellular,30,Apr,169,1,80,2,success,True,2008-04-30
1737,1738,58,management,married,tertiary,False,4152,True,False,cellular,30,Apr,750,2,164,4,other,True,2008-04-30
1738,1739,61,retired,divorced,secondary,False,927,False,False,cellular,30,Apr,427,3,-1,0,unknown,True,2008-04-30
1739,1740,50,admin.,single,secondary,False,2252,False,False,cellular,30,Apr,652,2,-1,0,unknown,True,2008-04-30
1740,1741,54,technician,married,secondary,False,0,False,False,telephone,30,Apr,766,3,84,3,success,True,2008-04-30
1741,1742,33,technician,married,tertiary,False,0,False,False,cellular,30,Apr,227,2,-1,0,unknown,True,2008-04-30
1742,1743,36,admin.,single,secondary,False,728,False,False,cellular,30,Apr,230,1,-1,0,unknown,True,2008-04-30
1743,1744,31,management,single,tertiary,False,354,False,False,cellular,30,Apr,502,1,9,2,success,True,2008-04-30
1744,1745,24,student,single,secondary,False,382,False,False,cellular,30,Apr,567,2,-1,0,unknown,True,2008-04-30
1745,1746,29,management,single,tertiary,False,36252,True,False,cellular,30,Apr,501,1,-1,0,unknown,True,2008-04-30
1746,1747,40,management,married,tertiary,False,158,False,False,telephone,30,Apr,712,2,-1,0,unknown,True,2008-04-30
1747,1748,29,blue-collar,single,secondary,False,734,True,True,cellular,30,Apr,259,1,296,1,other,True,2008-04-30
1748,1749,30,admin.,single,tertiary,False,305,False,False,cellular,30,Apr,633,1,85,2,success,True,2008-04-30
1749,1750,45,blue-collar,married,secondary,False,10252,False,False,cellular,4,May,675,2,-1,0,unknown,True,2008-05-04
1750,1751,37,management,single,tertiary,False,3141,False,False,cellular,4,May,384,2,-1,0,unknown,True,2008-05-04
1751,1752,28,unemployed,single,primary,False,236,False,False,cellular,4,May,193,1,87,3,failure,True,2008-05-04
1752,1753,33,management,single,tertiary,False,5437,False,False,cellular,4,May,267,1,91,1,failure,True,2008-05-04
1753,1754,33,technician,married,secondary,False,133,False,False,cellular,4,May,218,1,-1,0,unknown,True,2008-05-04
1754,1755,45,blue-collar,married,secondary,False,640,True,False,cellular,4,May,447,1,-1,0,unknown,True,2008-05-04
1755,1756,25,student,single,tertiary,False,253,False,False,cellular,4,May,597,1,-1,0,unknown,True,2008-05-04
1756,1757,41,blue-collar,married,secondary,False,5060,False,False,cellular,4,May,963,1,83,3,success,True,2008-05-04
1757,1758,38,technician,divorced,secondary,False,902,True,False,cellular,4,May,301,3,90,1,success,True,2008-05-04
1758,1759,47,technician,married,secondary,False,335,False,False,cellular,4,May,417,1,76,1,success,True,2008-05-04
1759,1760,49,management,married,tertiary,False,1,False,False,telephone,4,May,1076,3,175,1,success,True,2008-05-04
1760,1761,42,admin.,single,secondary,False,1451,True,False,cellular,4,May,251,4,-1,0,unknown,True,2008-05-04
