id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,date
938,32,blue-collar,single,tertiary,False,700,False,False,unknown,13,Nov,90,1,-1,0,unknown,True,2024-11-13
939,31,entrepreneur,single,secondary,False,0,False,False,telephone,13,Nov,160,1,-1,0,unknown,True,2024-11-13
940,27,student,single,secondary,False,67,False,False,telephone,14,Nov,239,1,-1,0,unknown,True,2024-11-14
941,35,unemployed,single,secondary,False,127,True,False,telephone,14,Nov,162,1,-1,0,unknown,True,2024-11-14
942,32,blue-collar,married,secondary,False,2089,True,False,cellular,14,Nov,132,1,-1,0,unknown,True,2024-11-14
943,57,blue-collar,married,unknown,False,3585,False,False,telephone,14,Nov,172,1,-1,0,unknown,True,2024-11-14
944,58,management,married,tertiary,False,4152,True,False,telephone,14,Nov,160,1,-1,0,unknown,True,2024-11-14
945,30,technician,single,secondary,False,816,True,False,unknown,14,Nov,179,1,-1,0,unknown,True,2024-11-14
946,37,management,married,secondary,False,5447,True,True,cellular,17,Nov,1789,1,-1,0,unknown,True,2024-11-17
947,44,technician,divorced,secondary,False,275,False,False,cellular,17,Nov,1077,1,-1,0,unknown,True,2024-11-17
948,57,blue-collar,married,secondary,False,1540,True,False,cellular,17,Nov,564,1,-1,0,unknown,True,2024-11-17
949,34,blue-collar,married,secondary,False,751,True,True,cellular,17,Nov,1303,1,-1,0,unknown,True,2024-11-17
950,54,unemployed,single,secondary,False,380,False,False,cellular,17,Nov,696,2,-1,0,unknown,True,2024-11-17
951,55,retired,married,secondary,False,1504,True,True,cellular,17,Nov,761,1,-1,0,unknown,True,2024-11-17
952,59,management,married,tertiary,False,1783,False,True,cellular,17,Nov,540,2,-1,0,unknown,True,2024-11-17
953,53,retired,married,tertiary,False,2269,False,False,cellular,17,Nov,1091,2,150,1,success,True,2024-11-17
954,37,technician,married,secondary,False,5115,True,False,cellular,17,Nov,1210,2,171,4,failure,True,2024-11-17
955,45,entrepreneur,married,secondary,False,781,False,True,cellular,17,Nov,652,2,126,2,failure,True,2024-11-17
956,49,technician,single,secondary,False,-188,True,True,cellular,17,Nov,454,1,-1,0,unknown,True,2024-11-17
957,31,blue-collar,single,tertiary,False,761,False,False,telephone,18,Nov,514,2,-1,0,unknown,True,2024-11-18
958,31,admin.,single,secondary,False,19,True,False,cellular,18,Nov,1978,1,-1,0,unknown,True,2024-11-18
959,35,technician,married,secondary,False,4508,True,False,cellular,18,Nov,854,1,-1,0,unknown,True,2024-11-18
960,37,entrepreneur,divorced,tertiary,False,66,False,False,cellular,18,Nov,1164,2,-1,0,unknown,True,2024-11-18
961,48,management,married,tertiary,False,2266,False,False,cellular,18,Nov,676,1,-1,0,unknown,True,2024-11-18
962,39,technician,single,secondary,False,4646,True,False,cellular,18,Nov,486,1,-1,0,unknown,True,2024-11-18
963,34,management,single,tertiary,False,1494,True,False,cellular,18,Nov,596,1,182,1,other,True,2024-11-18
964,49,management,married,tertiary,False,1050,True,False,cellular,18,Nov,924,1,-1,0,unknown,True,2024-11-18
965,41,management,married,tertiary,False,0,True,False,cellular,18,Nov,897,3,-1,0,unknown,True,2024-11-18
966,46,management,married,secondary,False,0,False,False,cellular,18,Nov,1855,1,-1,0,unknown,True,2024-11-18
967,54,management,divorced,tertiary,False,2171,True,True,telephone,18,Nov,1034,1,-1,0,unknown,True,2024-11-18
968,38,technician,married,tertiary,False,3234,False,False,cellular,18,Nov,578,2,-1,0,unknown,True,2024-11-18
969,39,entrepreneur,married,secondary,False,11887,False,False,cellular,18,Nov,1181,2,-1,0,unknown,True,2024-11-18
970,46,management,married,tertiary,False,0,False,False,cellular,18,Nov,716,2,110,3,other,True,2024-11-18
971,58,management,divorced,tertiary,False,5037,True,False,cellular,18,Nov,1437,2,-1,0,unknown,True,2024-11-18
972,32,self-employed,single,tertiary,False,386,True,False,cellular,18,Nov,482,1,-1,0,unknown,True,2024-11-18
973,30,admin.,married,secondary,False,8781,True,False,cellular,18,Nov,898,1,-1,0,unknown,True,2024-11-18
974,51,entrepreneur,married,primary,False,538,False,False,cellular,18,Nov,1122,4,-1,0,unknown,True,2024-11-18
975,30,management,single,tertiary,False,5561,True,False,cellular,19,Nov,511,1,-1,0,unknown,True,2024-11-19
976,35,management,divorced,tertiary,False,859,True,True,cellular,19,Nov,1554,1,-1,0,unknown,True,2024-11-19
977,30,services,single,primary,False,0,True,True,cellular,19,Nov,686,1,-1,0,unknown,True,2024-11-19
978,30,self-employed,single,secondary,False,-617,False,True,cellular,19,Nov,925,1,-1,0,unknown,True,2024-11-19
979,43,management,married,tertiary,False,1429,True,False,cellular,19,Nov,1015,1,198,2,other,True,2024-11-19
980,47,management,married,unknown,False,4189,True,False,cellular,19,Nov,489,3,-1,0,unknown,True,2024-11-19
981,51,retired,married,tertiary,False,580,False,False,cellular,19,Nov,694,2,-1,0,unknown,True,2024-11-19
982,32,services,single,secondary,False,2615,False,False,cellular,19,Nov,853,1,-1,0,unknown,True,2024-11-19
983,53,unemployed,divorced,secondary,False,587,False,False,cellular,19,Nov,561,1,-1,0,unknown,True,2024-11-19
984,33,technician,single,tertiary,False,149,True,False,cellular,19,Nov,424,2,182,1,other,True,2024-11-19
985,40,blue-collar,single,secondary,False,3,False,False,cellular,19,Nov,998,1,-1,0,unknown,True,2024-11-19
986,42,blue-collar,married,primary,False,807,True,False,cellular,19,Nov,1057,1,-1,0,unknown,True,2024-11-19
987,46,unemployed,divorced,secondary,False,3354,True,False,cellular,19,Nov,522,1,174,1,success,True,2024-11-19
988,32,self-employed,single,tertiary,False,1249,True,False,cellular,19,Nov,472,1,-1,0,unknown,True,2024-11-19
989,38,blue-collar,married,primary,False,190,True,False,telephone,19,Nov,623,1,175,1,other,True,2024-11-19
990,32,technician,single,tertiary,False,550,False,False,cellular,19,Nov,337,1,-1,0,unknown,True,2024-11-19
991,30,entrepreneur,married,secondary,False,12737,False,True,cellular,19,Nov,589,2,-1,0,unknown,True,2024-11-19
992,35,technician,married,secondary,False,0,True,False,cellular,19,Nov,644,4,-1,0,unknown,True,2024-11-19
993,36,admin.,married,secondary,False,1207,True,False,cellular,19,Nov,1792,2,-1,0,unknown,True,2024-11-19
994,43,self-employed,divorced,secondary,False,347,False,False,cellular,19,Nov,1468,3,-1,0,unknown,True,2024-11-19
995,42,management,married,tertiary,False,3713,False,False,cellular,19,Nov,709,2,-1,0,unknown,True,2024-11-19
996,40,management,married,tertiary,False,3352,True,False,cellular,19,Nov,639,2,27,1,success,True,2024-11-19
997,32,blue-collar,married,secondary,False,254,True,False,cellular,19,Nov,1720,3,-1,0,unknown,True,2024-11-19
998,32,technician,married,tertiary,False,4654,True,True,cellular,20,Nov,276,1,128,2,failure,True,2024-11-20
999,41,blue-collar,single,secondary,True,-386,False,True,cellular,20,Nov,477,1,-1,0,unknown,True,2024-11-20
1000,34,blue-collar,single,secondary,False,3043,True,True,cellular,20,Nov,670,1,-1,0,unknown,True,2024-11-20
1001,40,services,single,secondary,False,1547,True,False,cellular,20,Nov,405,1,-1,0,unknown,True,2024-11-20
1002,32,services,single,tertiary,False,945,False,False,cellular,20,Nov,531,1,-1,0,unknown,True,2024-11-20
1003,32,technician,single,secondary,False,6402,True,False,cellular,20,Nov,628,1,-1,0,unknown,True,2024-11-20
1004,36,self-employed,single,secondary,False,1295,False,False,cellular,20,Nov,1192,1,-1,0,unknown,True,2024-11-20
1005,45,technician,married,secondary,False,6993,True,False,cellular,20,Nov,283,1,-1,0,unknown,True,2024-11-20
1006,47,self-employed,married,secondary,False,4420,True,True,cellular,20,Nov,454,1,-1,0,unknown,True,2024-11-20
1007,35,management,divorced,tertiary,False,141,False,True,cellular,20,Nov,728,1,-1,0,unknown,True,2024-11-20
1008,36,services,married,secondary,False,11462,True,False,cellular,20,Nov,993,1,-1,0,unknown,True,2024-11-20
1009,33,technician,married,tertiary,False,6843,False,False,cellular,20,Nov,755,1,100,10,other,True,2024-11-20
1010,30,blue-collar,married,secondary,False,501,True,True,cellular,20,Nov,994,1,177,1,failure,True,2024-11-20
1011,32,services,single,secondary,False,5806,True,False,cellular,20,Nov,1503,2,-1,0,unknown,True,2024-11-20
1012,45,entrepreneur,married,tertiary,False,20138,True,False,cellular,20,Nov,871,5,-1,0,unknown,True,2024-11-20
1013,47,services,married,secondary,False,1315,False,False,cellular,20,Nov,329,4,-1,0,unknown,True,2024-11-20
1014,46,technician,married,tertiary,False,0,False,False,cellular,20,Nov,531,1,167,1,failure,True,2024-11-20
1015,39,unemployed,single,tertiary,False,7,True,False,cellular,20,Nov,931,4,-1,0,unknown,True,2024-11-20
1016,30,services,married,secondary,False,3929,True,False,cellular,20,Nov,593,1,-1,0,unknown,True,2024-11-20
1017,45,self-employed,married,secondary,False,7,False,False,cellular,20,Nov,691,1,-1,0,unknown,True,2024-11-20
1018,43,blue-collar,married,secondary,False,699,True,True,cellular,20,Nov,1258,2,122,2,other,True,2024-11-20
1019,53,blue-collar,married,primary,False,421,True,False,cellular,20,Nov,677,1,-1,0,unknown,True,2024-11-20
1020,43,technician,married,tertiary,False,4333,True,False,cellular,20,Nov,1490,3,-1,0,unknown,True,2024-11-20
1021,54,management,divorced,secondary,False,300,True,False,cellular,20,Nov,562,2,-1,0,unknown,True,2024-11-20
1022,30,blue-collar,single,secondary,False,7773,True,False,cellular,20,Nov,705,1,-1,0,unknown,True,2024-11-20
1023,30,admin.,married,secondary,False,1794,False,False,cellular,20,Nov,1035,1,-1,0,unknown,True,2024-11-20
1024,36,management,single,tertiary,False,2032,False,True,cellular,20,Nov,736,1,-1,0,unknown,True,2024-11-20
1025,33,management,married,tertiary,False,3401,False,False,cellular,20,Nov,253,1,-1,0,unknown,True,2024-11-20
1026,38,entrepreneur,married,tertiary,False,1110,True,False,cellular,20,Nov,888,2,183,2,failure,True,2024-11-20
1027,37,technician,divorced,secondary,False,3068,True,True,cellular,20,Nov,370,2,195,1,other,True,2024-11-20
1028,32,services,married,secondary,False,983,True,False,cellular,20,Nov,500,2,133,1,failure,True,2024-11-20
1029,59,technician,divorced,secondary,False,2396,False,False,cellular,20,Nov,488,1,-1,0,unknown,True,2024-11-20
1030,59,retired,married,secondary,False,6888,False,False,telephone,20,Nov,1025,2,-1,0,unknown,True,2024-11-20
1031,46,admin.,divorced,secondary,False,2087,False,False,cellular,20,Nov,768,3,-1,0,unknown,True,2024-11-20
1032,32,blue-collar,single,primary,False,121,True,False,cellular,20,Nov,758,1,-1,0,unknown,True,2024-11-20
1033,52,entrepreneur,single,tertiary,False,3469,True,False,cellular,20,Nov,653,1,-1,0,unknown,True,2024-11-20
1034,45,blue-collar,married,primary,False,5461,True,False,cellular,20,Nov,841,2,-1,0,unknown,True,2024-11-20
1035,52,blue-collar,married,secondary,False,7119,False,True,telephone,20,Nov,871,3,-1,0,unknown,True,2024-11-20
1036,31,blue-collar,married,tertiary,False,-35,False,False,cellular,20,Nov,952,2,-1,0,unknown,True,2024-11-20
1037,31,unemployed,married,secondary,False,314,True,False,cellular,20,Nov,1341,3,178,7,failure,True,2024-11-20
1038,39,technician,single,secondary,False,18508,False,False,cellular,20,Nov,1598,4,-1,0,unknown,True,2024-11-20
1039,35,blue-collar,married,secondary,False,5639,True,False,cellular,20,Nov,945,2,-1,0,unknown,True,2024-11-20
1040,33,services,married,secondary,False,2918,False,True,cellular,20,Nov,1059,2,-1,0,unknown,True,2024-11-20
1041,50,blue-collar,married,primary,False,12519,True,False,cellular,21,Nov,615,3,34,1,failure,True,2024-11-21
1042,36,management,married,tertiary,False,4069,False,False,cellular,21,Nov,517,1,-1,0,unknown,True,2024-11-21
1043,34,admin.,single,tertiary,False,4254,True,False,cellular,21,Nov,714,1,-1,0,unknown,True,2024-11-21
1044,46,blue-collar,divorced,primary,False,219,True,False,cellular,21,Nov,729,1,-1,0,unknown,True,2024-11-21
1045,47,technician,married,secondary,False,0,False,False,cellular,21,Nov,591,1,10,1,failure,True,2024-11-21
1046,39,admin.,single,secondary,False,2263,True,True,telephone,21,Nov,1158,9,-1,0,unknown,True,2024-11-21
1047,31,self-employed,single,tertiary,False,2589,False,False,cellular,21,Nov,614,1,-1,0,unknown,True,2024-11-21
1048,41,management,single,tertiary,False,1982,False,False,cellular,21,Nov,558,1,-1,0,unknown,True,2024-11-21
1049,59,management,married,tertiary,False,7049,False,False,cellular,21,Nov,530,1,163,2,failure,True,2024-11-21
1050,39,management,divorced,tertiary,False,1968,False,False,cellular,21,Nov,648,1,-1,0,unknown,True,2024-11-21
1051,48,housemaid,married,primary,False,7195,False,False,cellular,21,Nov,609,2,-1,0,unknown,True,2024-11-21
1052,50,admin.,married,secondary,False,4117,False,False,cellular,21,Nov,530,1,-1,0,unknown,True,2024-11-21
1053,31,admin.,single,secondary,False,3950,True,False,cellular,21,Nov,529,1,-1,0,unknown,True,2024-11-21
1054,30,services,single,secondary,False,495,True,False,cellular,21,Nov,641,1,-1,0,unknown,True,2024-11-21
1055,31,management,married,secondary,False,8629,True,False,cellular,21,Nov,957,1,184,2,failure,True,2024-11-21
1056,30,technician,married,secondary,False,455,True,False,cellular,21,Nov,758,1,-1,0,unknown,True,2024-11-21
1057,34,blue-collar,single,secondary,False,4536,True,False,cellular,21,Nov,963,1,-1,0,unknown,True,2024-11-21
1058,53,blue-collar,married,secondary,False,1777,True,False,cellular,21,Nov,796,5,154,1,failure,True,2024-11-21
1059,34,blue-collar,married,primary,False,3527,True,False,cellular,21,Nov,1022,1,-1,0,unknown,True,2024-11-21
1060,57,management,married,tertiary,False,372,False,False,cellular,21,Nov,553,3,-1,0,unknown,True,2024-11-21
1061,41,services,single,secondary,False,92,False,False,cellular,21,Nov,372,1,-1,0,unknown,True,2024-11-21
1062,40,admin.,married,primary,False,72,True,True,cellular,21,Nov,849,1,-1,0,unknown,True,2024-11-21
1063,37,admin.,divorced,secondary,False,1533,True,False,cellular,21,Nov,555,4,-1,0,unknown,True,2024-11-21
1064,31,management,married,tertiary,False,4148,True,False,cellular,21,Nov,316,3,99,9,other,True,2024-11-21
1065,58,management,married,tertiary,False,96,False,False,cellular,21,Nov,850,1,-1,0,unknown,True,2024-11-21
1066,39,unemployed,married,secondary,False,2245,False,False,cellular,21,Nov,749,2,-1,0,unknown,True,2024-11-21
1067,47,technician,married,secondary,False,834,False,True,cellular,21,Nov,902,1,133,2,other,True,2024-11-21
1068,44,management,married,tertiary,False,4119,True,True,telephone,21,Nov,1074,1,-1,0,unknown,True,2024-11-21
1069,45,technician,married,tertiary,False,-525,False,True,cellular,21,Nov,980,2,-1,0,unknown,True,2024-11-21
1070,41,entrepreneur,married,primary,False,39,True,False,cellular,21,Nov,549,2,-1,0,unknown,True,2024-11-21
1071,33,technician,single,tertiary,False,0,True,False,cellular,21,Nov,654,1,-1,0,unknown,True,2024-11-21
1072,30,student,single,tertiary,False,2766,False,False,cellular,21,Nov,834,1,-1,0,unknown,True,2024-11-21
1073,30,student,single,tertiary,False,3300,False,False,cellular,21,Nov,1571,1,-1,0,unknown,True,2024-11-21
1074,42,management,married,tertiary,False,36,False,False,cellular,21,Nov,664,3,-1,0,unknown,True,2024-11-21
1075,49,management,married,tertiary,False,22520,False,False,cellular,21,Nov,579,9,-1,0,unknown,True,2024-11-21
1076,59,unemployed,single,primary,False,7724,False,False,cellular,21,Nov,373,3,-1,0,unknown,True,2024-11-21
1077,31,unknown,married,secondary,False,111,False,False,cellular,21,Nov,504,2,93,2,failure,True,2024-11-21
1078,43,management,married,tertiary,False,2640,False,False,cellular,21,Nov,314,4,-1,0,unknown,True,2024-11-21
1079,38,management,married,tertiary,False,3436,False,False,cellular,21,Nov,663,4,-1,0,unknown,True,2024-11-21
1080,30,services,married,secondary,False,0,True,False,cellular,21,Nov,681,4,-1,0,unknown,True,2024-11-21
1081,35,admin.,divorced,secondary,False,3636,False,True,cellular,21,Nov,808,2,-1,0,unknown,True,2024-11-21
1082,43,technician,married,secondary,False,3288,True,False,cellular,21,Nov,775,3,-1,0,unknown,True,2024-11-21
1083,34,management,single,tertiary,False,2633,True,False,cellular,21,Nov,705,6,-1,0,unknown,True,2024-11-21
1084,52,blue-collar,married,secondary,False,580,False,False,cellular,21,Nov,965,2,-1,0,unknown,True,2024-11-21
1085,46,management,married,secondary,False,149,False,False,cellular,21,Nov,1222,2,-1,0,unknown,True,2024-11-21
1086,46,services,divorced,secondary,False,4329,False,False,cellular,21,Nov,534,2,-1,0,unknown,True,2024-11-21
1087,37,admin.,single,secondary,False,1097,True,False,cellular,21,Nov,1555,2,-1,0,unknown,True,2024-11-21
1088,42,management,married,tertiary,False,1275,True,True,cellular,21,Nov,925,5,-1,0,unknown,True,2024-11-21
1089,23,unemployed,single,primary,False,1003,False,False,telephone,27,Nov,8,1,-1,0,unknown,True,2024-11-27
1091,26,unemployed,single,tertiary,False,814,False,False,cellular,28,Jan,1387,1,-1,0,unknown,True,2024-01-28
1092,49,technician,married,secondary,False,808,True,False,cellular,28,Jan,1232,1,-1,0,unknown,True,2024-01-28
1093,34,unknown,single,secondary,False,859,False,False,cellular,28,Jan,829,1,-1,0,unknown,True,2024-01-28
1094,28,unknown,single,secondary,False,4465,False,False,cellular,28,Jan,769,1,-1,0,unknown,True,2024-01-28
1095,46,technician,divorced,tertiary,False,0,False,False,cellular,28,Jan,1199,2,-1,0,unknown,True,2024-01-28
1096,26,unemployed,single,secondary,False,622,False,False,cellular,28,Jan,1451,2,-1,0,unknown,True,2024-01-28
1097,31,services,single,secondary,False,1709,False,True,telephone,28,Jan,944,3,-1,0,unknown,True,2024-01-28
1098,51,admin.,single,tertiary,False,394,False,False,telephone,28,Jan,968,2,-1,0,unknown,True,2024-01-28
1099,47,blue-collar,married,secondary,False,1125,True,False,cellular,29,Jan,1101,1,-1,0,unknown,True,2024-01-29
1100,53,blue-collar,married,primary,True,-462,False,False,cellular,29,Jan,470,1,-1,0,unknown,True,2024-01-29
1101,29,unemployed,single,primary,False,550,False,False,cellular,29,Jan,801,1,-1,0,unknown,True,2024-01-29
1102,32,technician,single,secondary,False,540,False,True,cellular,29,Jan,750,1,-1,0,unknown,True,2024-01-29
1103,26,blue-collar,single,primary,False,941,False,False,cellular,29,Jan,1165,1,-1,0,unknown,True,2024-01-29
1104,40,management,single,tertiary,False,1361,False,False,cellular,29,Jan,1473,1,-1,0,unknown,True,2024-01-29
1105,33,services,single,tertiary,False,-452,False,False,cellular,29,Jan,692,2,-1,0,unknown,True,2024-01-29
1106,49,unemployed,married,primary,False,518,False,False,cellular,29,Jan,1917,2,-1,0,unknown,True,2024-01-29
1107,60,technician,married,tertiary,False,-71,True,True,cellular,30,Jan,1451,1,-1,0,unknown,True,2024-01-30
1108,41,management,single,secondary,False,3234,True,False,cellular,30,Jan,2770,1,-1,0,unknown,True,2024-01-30
1109,36,technician,single,secondary,False,98,False,False,cellular,30,Jan,771,1,-1,0,unknown,True,2024-01-30
1110,29,services,single,unknown,False,196,False,False,cellular,30,Jan,726,2,-1,0,unknown,True,2024-01-30
1111,42,admin.,divorced,secondary,False,936,False,False,cellular,30,Jan,931,1,-1,0,unknown,True,2024-01-30
1112,33,entrepreneur,single,tertiary,False,300,True,True,cellular,30,Jan,922,5,-1,0,unknown,True,2024-01-30
1113,31,admin.,divorced,secondary,False,217,True,False,cellular,30,Jan,1776,2,-1,0,unknown,True,2024-01-30
1114,31,unemployed,single,primary,False,163,False,False,cellular,30,Jan,707,2,2,1,other,True,2024-01-30
1115,26,services,single,secondary,False,110,False,False,cellular,30,Jan,1136,2,-1,0,unknown,True,2024-01-30
1116,40,technician,single,tertiary,False,1646,True,False,cellular,2,Feb,215,1,242,2,failure,True,2024-02-02
1117,45,unemployed,married,secondary,False,2040,False,False,telephone,2,Feb,803,1,-1,0,unknown,True,2024-02-02
1118,55,technician,married,secondary,True,-308,False,False,cellular,2,Feb,781,1,-1,0,unknown,True,2024-02-02
1119,29,technician,single,tertiary,False,2325,False,False,cellular,2,Feb,125,1,-1,0,unknown,True,2024-02-02
1120,47,management,single,tertiary,False,86,False,False,cellular,2,Feb,1086,1,-1,0,unknown,True,2024-02-02
1121,50,unemployed,divorced,unknown,False,1088,False,False,cellular,2,Feb,749,1,-1,0,unknown,True,2024-02-02
1122,44,unemployed,married,secondary,False,0,True,False,cellular,2,Feb,699,1,272,1,failure,True,2024-02-02
1123,56,unemployed,married,secondary,False,0,False,False,telephone,2,Feb,492,1,-1,0,unknown,True,2024-02-02
1124,39,student,single,tertiary,False,2103,False,False,cellular,2,Feb,588,1,-1,0,unknown,True,2024-02-02
1125,59,retired,single,secondary,False,2,False,False,telephone,2,Feb,935,1,-1,0,unknown,True,2024-02-02
1126,43,management,divorced,secondary,False,51,False,False,cellular,2,Feb,430,1,-1,0,unknown,True,2024-02-02
1127,36,admin.,married,secondary,False,96,False,False,cellular,2,Feb,302,1,-1,0,unknown,True,2024-02-02
1128,29,admin.,single,secondary,False,1027,True,False,cellular,2,Feb,177,1,-1,0,unknown,True,2024-02-02
1129,38,management,married,tertiary,False,1308,True,False,cellular,2,Feb,626,1,-1,0,unknown,True,2024-02-02
1130,41,services,divorced,secondary,False,840,True,False,cellular,2,Feb,938,1,-1,0,unknown,True,2024-02-02
1131,58,management,divorced,tertiary,False,5701,False,False,cellular,2,Feb,521,1,-1,0,unknown,True,2024-02-02
1132,61,management,married,tertiary,False,6016,False,False,cellular,2,Feb,670,3,-1,0,unknown,True,2024-02-02
1133,36,management,married,tertiary,False,630,False,False,cellular,2,Feb,285,1,-1,0,unknown,True,2024-02-02
1134,30,self-employed,single,tertiary,False,432,True,False,cellular,2,Feb,402,1,-1,0,unknown,True,2024-02-02
1135,43,admin.,single,secondary,False,-247,True,True,cellular,2,Feb,751,2,76,4,failure,True,2024-02-02
1136,39,services,married,secondary,False,52,False,False,telephone,2,Feb,1420,3,-1,0,unknown,True,2024-02-02
1137,48,blue-collar,single,primary,False,623,True,False,cellular,2,Feb,1425,2,-1,0,unknown,True,2024-02-02
1138,26,student,single,secondary,False,0,False,False,cellular,2,Feb,1223,2,-1,0,unknown,True,2024-02-02
1139,51,technician,married,secondary,False,100,False,False,cellular,2,Feb,467,2,-1,0,unknown,True,2024-02-02
1140,37,management,married,tertiary,False,4089,True,False,cellular,2,Feb,289,2,174,4,other,True,2024-02-02
1141,29,technician,single,tertiary,False,1669,False,False,cellular,3,Feb,297,1,-1,0,unknown,True,2024-02-03
1142,57,admin.,married,secondary,False,169,False,False,cellular,3,Feb,369,1,-1,0,unknown,True,2024-02-03
1143,25,admin.,single,secondary,False,483,False,True,cellular,3,Feb,189,1,-1,0,unknown,True,2024-02-03
1144,68,retired,divorced,primary,False,250,False,False,cellular,3,Feb,360,1,-1,0,unknown,True,2024-02-03
1145,34,management,married,tertiary,False,0,True,False,cellular,3,Feb,251,1,-1,0,unknown,True,2024-02-03
1146,38,technician,divorced,secondary,False,902,True,False,cellular,3,Feb,650,1,-1,0,unknown,True,2024-02-03
1147,54,technician,divorced,secondary,False,2156,True,False,cellular,3,Feb,261,1,195,4,failure,True,2024-02-03
1148,32,management,single,tertiary,False,2360,False,False,cellular,3,Feb,152,2,160,5,other,True,2024-02-03
1149,41,blue-collar,married,primary,False,201,True,False,cellular,3,Feb,157,1,-1,0,unknown,True,2024-02-03
1150,48,technician,single,secondary,False,-92,True,False,cellular,3,Feb,1393,1,-1,0,unknown,True,2024-02-03
1151,59,retired,divorced,secondary,False,514,False,False,cellular,3,Feb,261,1,-1,0,unknown,True,2024-02-03
1152,39,unemployed,single,secondary,False,-114,True,False,cellular,3,Feb,372,1,-1,0,unknown,True,2024-02-03
1153,31,management,married,tertiary,False,1331,False,False,cellular,3,Feb,182,2,90,1,success,True,2024-02-03
1154,30,entrepreneur,single,secondary,False,732,False,False,cellular,3,Feb,1404,4,-1,0,unknown,True,2024-02-03
1155,40,management,married,tertiary,False,1308,False,False,telephone,3,Feb,1776,2,-1,0,unknown,True,2024-02-03
1156,28,self-employed,married,tertiary,False,0,True,False,cellular,4,Feb,546,3,196,4,failure,True,2024-02-04
1157,52,management,married,tertiary,False,-970,True,False,cellular,4,Feb,489,1,-1,0,unknown,True,2024-02-04
1158,32,technician,single,tertiary,False,1246,True,False,cellular,4,Feb,192,2,-1,0,unknown,True,2024-02-04
1159,34,management,married,tertiary,False,73,False,False,cellular,4,Feb,426,2,-1,0,unknown,True,2024-02-04
1160,31,unemployed,single,primary,False,406,False,False,cellular,4,Feb,736,1,-1,0,unknown,True,2024-02-04
1161,57,admin.,married,secondary,False,4391,False,False,telephone,4,Feb,1416,1,-1,0,unknown,True,2024-02-04
1162,31,self-employed,married,tertiary,False,168,False,False,cellular,4,Feb,193,2,-1,0,unknown,True,2024-02-04
1163,29,management,married,tertiary,False,1441,True,False,cellular,4,Feb,80,2,-1,0,unknown,True,2024-02-04
1164,75,retired,divorced,primary,False,3881,True,False,cellular,4,Feb,136,3,-1,0,unknown,True,2024-02-04
1165,32,admin.,single,secondary,False,678,True,False,cellular,4,Feb,1579,1,246,4,failure,True,2024-02-04
1166,31,management,married,tertiary,False,141,True,False,cellular,4,Feb,572,2,238,7,other,True,2024-02-04
1167,41,self-employed,single,tertiary,False,-94,True,False,cellular,4,Feb,1164,1,203,1,failure,True,2024-02-04
1168,22,admin.,single,tertiary,False,897,True,False,cellular,4,Feb,133,4,-1,0,unknown,True,2024-02-04
1169,31,unemployed,single,secondary,False,1214,False,False,cellular,4,Feb,974,1,-1,0,unknown,True,2024-02-04
1170,69,retired,married,primary,False,324,False,False,cellular,4,Feb,136,4,-1,0,unknown,True,2024-02-04
1171,30,self-employed,married,tertiary,False,2666,False,False,cellular,4,Feb,467,1,-1,0,unknown,True,2024-02-04
1172,49,blue-collar,divorced,secondary,False,10613,False,True,cellular,4,Feb,1226,1,-1,0,unknown,True,2024-02-04
1173,29,management,single,tertiary,False,697,False,False,cellular,4,Feb,206,1,-1,0,unknown,True,2024-02-04
1174,43,blue-collar,married,secondary,False,953,True,False,cellular,4,Feb,765,2,-1,0,unknown,True,2024-02-04
1175,28,services,single,primary,False,198,False,False,cellular,4,Feb,976,2,-1,0,unknown,True,2024-02-04
1176,56,unemployed,single,primary,False,1110,False,False,cellular,4,Feb,945,2,-1,0,unknown,True,2024-02-04
1177,39,admin.,married,secondary,False,130,True,True,cellular,4,Feb,1290,2,-1,0,unknown,True,2024-02-04
1178,33,blue-collar,married,secondary,False,315,False,False,cellular,4,Feb,146,3,-1,0,unknown,True,2024-02-04
1179,38,technician,married,tertiary,False,4383,False,False,cellular,4,Feb,1381,4,-1,0,unknown,True,2024-02-04
1180,30,admin.,single,secondary,False,313,True,False,cellular,4,Feb,1121,2,-1,0,unknown,True,2024-02-04
1181,29,technician,married,secondary,False,273,False,False,cellular,4,Feb,2775,2,-1,0,unknown,True,2024-02-04
1182,69,management,married,tertiary,False,840,False,False,telephone,5,Feb,128,3,-1,0,unknown,True,2024-02-05
1184,35,management,single,tertiary,False,2707,False,False,cellular,5,Feb,699,1,-1,0,unknown,True,2024-02-05
1185,31,technician,single,tertiary,False,1109,False,False,cellular,5,Feb,642,1,167,2,failure,True,2024-02-05
1186,26,entrepreneur,single,secondary,False,101,True,False,cellular,5,Feb,810,1,268,1,failure,True,2024-02-05
1187,26,entrepreneur,single,tertiary,False,725,False,False,cellular,5,Feb,1916,2,189,29,other,True,2024-02-05
1188,34,unemployed,married,primary,False,309,False,False,cellular,5,Feb,578,1,-1,0,unknown,True,2024-02-05
1189,42,technician,single,secondary,False,541,True,False,cellular,5,Feb,656,1,-1,0,unknown,True,2024-02-05
1190,54,services,married,unknown,False,0,True,False,cellular,5,Feb,686,2,267,1,other,True,2024-02-05
1191,53,management,married,tertiary,False,1624,False,False,cellular,5,Feb,158,3,-1,0,unknown,True,2024-02-05
